board,iteration_limit,game_index,checkpoint,checkpoint_turn,total_turns,leader,winner,eligible,late_reversal,first_persistent_lead_turn,first_persistent_lead_progress
3x3,10000,1,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,1,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,2,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,2,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,3,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,3,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,4,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,4,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,5,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,5,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,6,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,6,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,7,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,7,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,8,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,8,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,9,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,9,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,10,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,10,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,11,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,11,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,12,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,12,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,13,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,13,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,14,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,14,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,15,0.75,14,18,1,1,True,False,9,0.5
3x3,10000,15,0.9,17,18,1,1,True,False,9,0.5
3x3,10000,16,0.75,14,18,1,1,True,False,11,0.6111111111111112
3x3,10000,16,0.9,17,18,1,1,True,False,11,0.6111111111111112
3x3,10000,17,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,17,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,18,0.75,14,18,1,1,True,False,7,0.3888888888888889
3x3,10000,18,0.9,17,18,1,1,True,False,7,0.3888888888888889
3x3,10000,19,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,19,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,20,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,20,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,21,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,21,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,22,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,22,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,23,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,10000,23,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,10000,24,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,10000,24,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,10000,25,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,25,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,26,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,26,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,27,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,27,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,28,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,28,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,29,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,29,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,30,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,10000,30,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,10000,31,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,31,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,32,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,32,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,33,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,33,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,34,0.75,14,18,2,2,True,False,14,0.7777777777777778
3x3,10000,34,0.9,17,18,2,2,True,False,14,0.7777777777777778
3x3,10000,35,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,35,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,36,0.75,14,18,1,1,True,False,9,0.5
3x3,10000,36,0.9,17,18,1,1,True,False,9,0.5
3x3,10000,37,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,37,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,38,0.75,14,18,2,2,True,False,14,0.7777777777777778
3x3,10000,38,0.9,17,18,2,2,True,False,14,0.7777777777777778
3x3,10000,39,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,39,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,40,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,40,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,41,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,41,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,42,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,42,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,43,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,10000,43,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,10000,44,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,44,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,45,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,45,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,46,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,46,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,47,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,47,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,48,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,48,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,49,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,49,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,50,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,50,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,51,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,51,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,52,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,52,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,53,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,53,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,54,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,54,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,55,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,55,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,56,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,56,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,57,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,57,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,58,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,58,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,59,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,59,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,60,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,60,0.9,17,18,0,2,False,False,18,1.0
3x3,10000,61,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,61,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,62,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,62,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,63,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,63,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,64,0.75,14,18,1,1,True,False,11,0.6111111111111112
3x3,10000,64,0.9,17,18,1,1,True,False,11,0.6111111111111112
3x3,10000,65,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,65,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,66,0.75,14,18,2,2,True,False,18,1.0
3x3,10000,66,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,67,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,67,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,68,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,68,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,69,0.75,14,18,1,1,True,False,11,0.6111111111111112
3x3,10000,69,0.9,17,18,1,1,True,False,11,0.6111111111111112
3x3,10000,70,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,70,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,71,0.75,14,18,2,1,True,True,17,0.9444444444444444
3x3,10000,71,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,72,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,72,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,73,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,73,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,74,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,74,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,75,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,75,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,76,0.75,14,18,1,1,True,False,9,0.5
3x3,10000,76,0.9,17,18,1,1,True,False,9,0.5
3x3,10000,77,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,77,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,78,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,78,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,79,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,79,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,80,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,80,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,81,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,81,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,82,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,10000,82,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,10000,83,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,83,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,84,0.75,14,18,2,1,True,True,17,0.9444444444444444
3x3,10000,84,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,85,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,85,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,86,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,10000,86,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,10000,87,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,10000,87,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,88,0.75,14,18,1,0,False,False,,
3x3,10000,88,0.9,17,18,1,0,False,False,,
3x3,10000,89,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,10000,89,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,10000,90,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,90,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,91,0.75,14,18,1,1,True,False,9,0.5
3x3,10000,91,0.9,17,18,1,1,True,False,9,0.5
3x3,10000,92,0.75,14,18,0,2,False,False,18,1.0
3x3,10000,92,0.9,17,18,1,2,True,True,18,1.0
3x3,10000,93,0.75,14,18,1,0,False,False,,
3x3,10000,93,0.9,17,18,1,0,False,False,,
3x3,10000,94,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,94,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,95,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,95,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,96,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,10000,96,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,10000,97,0.75,14,18,0,0,False,False,,
3x3,10000,97,0.9,17,18,1,0,False,False,,
3x3,10000,98,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,10000,98,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,10000,99,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,10000,99,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,10000,100,0.75,14,18,1,2,True,True,18,1.0
3x3,10000,100,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,1,0.75,14,18,1,1,True,False,9,0.5
3x3,30000,1,0.9,17,18,1,1,True,False,9,0.5
3x3,30000,2,0.75,14,18,2,2,True,False,14,0.7777777777777778
3x3,30000,2,0.9,17,18,2,2,True,False,14,0.7777777777777778
3x3,30000,3,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,3,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,4,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,30000,4,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,30000,5,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,5,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,6,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,6,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,7,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,7,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,8,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,8,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,9,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,9,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,10,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,10,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,11,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,11,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,12,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,12,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,13,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,13,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,14,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,14,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,15,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,15,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,16,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,16,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,17,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,17,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,18,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,18,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,19,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,19,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,20,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,20,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,21,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,21,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,22,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,22,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,23,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,23,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,24,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,24,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,25,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,25,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,26,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,26,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,27,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,27,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,28,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,28,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,29,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,29,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,30,0.75,14,18,1,0,False,False,,
3x3,30000,30,0.9,17,18,1,0,False,False,,
3x3,30000,31,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,30000,31,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,30000,32,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,32,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,33,0.75,14,18,1,2,True,True,16,0.8888888888888888
3x3,30000,33,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,30000,34,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,34,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,35,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,35,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,36,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,36,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,37,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,30000,37,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,30000,38,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,38,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,39,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,39,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,40,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,40,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,41,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,41,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,42,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,42,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,43,0.75,14,18,2,2,True,False,14,0.7777777777777778
3x3,30000,43,0.9,17,18,2,2,True,False,14,0.7777777777777778
3x3,30000,44,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,44,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,45,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,45,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,46,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,46,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,47,0.75,14,18,0,2,False,False,18,1.0
3x3,30000,47,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,48,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,48,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,49,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,49,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,50,0.75,14,18,1,1,True,False,9,0.5
3x3,30000,50,0.9,17,18,1,1,True,False,9,0.5
3x3,30000,51,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,51,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,52,0.75,14,18,0,2,False,False,18,1.0
3x3,30000,52,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,53,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,53,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,54,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,54,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,55,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,55,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,56,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,56,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,57,0.75,14,18,1,1,True,False,9,0.5
3x3,30000,57,0.9,17,18,1,1,True,False,9,0.5
3x3,30000,58,0.75,14,18,2,2,True,False,18,1.0
3x3,30000,58,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,59,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,59,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,60,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,60,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,61,0.75,14,18,0,2,False,False,18,1.0
3x3,30000,61,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,62,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,62,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,63,0.75,14,18,0,2,False,False,18,1.0
3x3,30000,63,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,64,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,30000,64,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,30000,65,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,65,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,66,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,30000,66,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,30000,67,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,67,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,68,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,68,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,69,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,69,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,70,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,70,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,71,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,30000,71,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,72,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,72,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,73,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,73,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,74,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,74,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,75,0.75,14,18,2,2,True,False,14,0.7777777777777778
3x3,30000,75,0.9,17,18,2,2,True,False,14,0.7777777777777778
3x3,30000,76,0.75,14,18,2,1,True,True,15,0.8333333333333334
3x3,30000,76,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,77,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,77,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,78,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,78,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,79,0.75,14,18,0,0,False,False,,
3x3,30000,79,0.9,17,18,1,0,False,False,,
3x3,30000,80,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,80,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,81,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,81,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,82,0.75,14,18,1,2,True,True,16,0.8888888888888888
3x3,30000,82,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,30000,83,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,83,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,84,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,84,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,85,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,85,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,86,0.75,14,18,2,2,True,False,18,1.0
3x3,30000,86,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,87,0.75,14,18,0,1,False,False,15,0.8333333333333334
3x3,30000,87,0.9,17,18,1,1,True,False,15,0.8333333333333334
3x3,30000,88,0.75,14,18,1,1,True,False,9,0.5
3x3,30000,88,0.9,17,18,1,1,True,False,9,0.5
3x3,30000,89,0.75,14,18,1,1,True,False,13,0.7222222222222222
3x3,30000,89,0.9,17,18,1,1,True,False,13,0.7222222222222222
3x3,30000,90,0.75,14,18,1,1,True,False,5,0.2777777777777778
3x3,30000,90,0.9,17,18,1,1,True,False,5,0.2777777777777778
3x3,30000,91,0.75,14,18,1,2,True,True,18,1.0
3x3,30000,91,0.9,17,18,1,2,True,True,18,1.0
3x3,30000,92,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,92,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,93,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,30000,93,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,30000,94,0.75,14,18,2,2,True,False,16,0.8888888888888888
3x3,30000,94,0.9,17,18,2,2,True,False,16,0.8888888888888888
3x3,30000,95,0.75,14,18,0,1,False,False,17,0.9444444444444444
3x3,30000,95,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,96,0.75,14,18,1,1,True,False,17,0.9444444444444444
3x3,30000,96,0.9,17,18,1,1,True,False,17,0.9444444444444444
3x3,30000,97,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,97,0.9,17,18,1,1,True,False,3,0.16666666666666666
3x3,30000,98,0.75,14,18,1,1,True,False,3,0.16666666666666666
3x3,30000,98,0.9,17,18,1,1,True,False,3,0.16666666666666666
