"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","region","legal_target_count","total_legal_target_count","regional_opportunity_share"
"7x7","7x7-seeded-random","-1","1","4","0.083333","2","MH","6","68","0.088235"
"7x7","7x7-seeded-random","-1","1","4","0.083333","2","HL","9","68","0.132353"
"7x7","7x7-seeded-random","-1","1","4","0.083333","2","HM","6","68","0.088235"
"7x7","7x7-seeded-random","-1","1","4","0.083333","2","HH","11","68","0.161765"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","LL","9","74","0.121622"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","LM","8","74","0.108108"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","LH","9","74","0.121622"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","ML","6","74","0.081081"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","MM","6","74","0.081081"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","MH","8","74","0.108108"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","HL","11","74","0.148649"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","HM","6","74","0.081081"
"7x7","7x7-seeded-random","-1","1","5","0.104167","1","HH","11","74","0.148649"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","LL","9","74","0.121622"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","LM","7","74","0.094595"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","LH","13","74","0.175676"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","ML","8","74","0.108108"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","MM","4","74","0.054054"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","MH","7","74","0.094595"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","HL","9","74","0.121622"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","HM","6","74","0.081081"
"7x7","7x7-seeded-random","-1","1","6","0.125000","2","HH","11","74","0.148649"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","LL","10","77","0.129870"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","LM","8","77","0.103896"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","LH","9","77","0.116883"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","ML","6","77","0.077922"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","MM","6","77","0.077922"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","MH","10","77","0.129870"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","HL","11","77","0.142857"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","HM","6","77","0.077922"
"7x7","7x7-seeded-random","-1","1","7","0.145833","1","HH","11","77","0.142857"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","LL","9","82","0.109756"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","LM","7","82","0.085366"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","LH","13","82","0.158537"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","ML","11","82","0.134146"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","MM","6","82","0.073171"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","MH","7","82","0.085366"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","HL","9","82","0.109756"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","HM","8","82","0.097561"
"7x7","7x7-seeded-random","-1","1","8","0.166667","2","HH","12","82","0.146341"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","LL","10","83","0.120482"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","LM","10","83","0.120482"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","LH","11","83","0.132530"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","ML","6","83","0.072289"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","MM","7","83","0.084337"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","MH","10","83","0.120482"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","HL","12","83","0.144578"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","HM","6","83","0.072289"
"7x7","7x7-seeded-random","-1","1","9","0.187500","1","HH","11","83","0.132530"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","LL","9","87","0.103448"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","LM","10","87","0.114943"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","LH","13","87","0.149425"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","ML","12","87","0.137931"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","MM","7","87","0.080460"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","MH","7","87","0.080460"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","HL","9","87","0.103448"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","HM","8","87","0.091954"
"7x7","7x7-seeded-random","-1","1","10","0.208333","2","HH","12","87","0.137931"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","LL","10","85","0.117647"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","LM","10","85","0.117647"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","LH","11","85","0.129412"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","ML","6","85","0.070588"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","MM","9","85","0.105882"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","MH","10","85","0.117647"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","HL","12","85","0.141176"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","HM","6","85","0.070588"
"7x7","7x7-seeded-random","-1","1","11","0.229167","1","HH","11","85","0.129412"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","LL","9","89","0.101124"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","LM","10","89","0.112360"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","LH","13","89","0.146067"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","ML","12","89","0.134831"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","MM","10","89","0.112360"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","MH","7","89","0.078652"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","HL","9","89","0.101124"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","HM","8","89","0.089888"
"7x7","7x7-seeded-random","-1","1","12","0.250000","2","HH","11","89","0.123596"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","LL","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","LM","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","LH","11","88","0.125000"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","ML","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","MM","9","88","0.102273"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","MH","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","HL","12","88","0.136364"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","HM","6","88","0.068182"
"7x7","7x7-seeded-random","-1","1","13","0.270833","1","HH","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","LL","9","88","0.102273"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","LM","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","LH","13","88","0.147727"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","ML","11","88","0.125000"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","MM","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","MH","7","88","0.079545"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","HL","9","88","0.102273"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","HM","8","88","0.090909"
"7x7","7x7-seeded-random","-1","1","14","0.291667","2","HH","11","88","0.125000"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","LL","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","LM","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","LH","11","88","0.125000"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","ML","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","MM","9","88","0.102273"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","MH","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","HL","12","88","0.136364"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","HM","6","88","0.068182"
"7x7","7x7-seeded-random","-1","1","15","0.312500","1","HH","10","88","0.113636"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","LL","13","93","0.139785"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","LM","11","93","0.118280"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","LH","13","93","0.139785"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","ML","11","93","0.118280"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","MM","10","93","0.107527"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","MH","7","93","0.075269"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","HL","9","93","0.096774"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","HM","8","93","0.086022"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","HH","11","93","0.118280"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","LL","11","94","0.117021"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","LM","11","94","0.117021"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","LH","11","94","0.117021"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","ML","10","94","0.106383"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","MM","10","94","0.106383"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","MH","10","94","0.106383"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","HL","13","94","0.138298"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","HM","8","94","0.085106"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","HH","10","94","0.106383"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","LL","13","97","0.134021"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","LM","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","LH","13","97","0.134021"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","ML","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","MM","10","97","0.103093"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","MH","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","HL","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","HM","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","HH","12","97","0.123711"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","LL","12","95","0.126316"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","LM","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","LH","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","ML","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","MM","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","MH","9","95","0.094737"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","HL","13","95","0.136842"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","HM","8","95","0.084211"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","HH","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","LL","13","99","0.131313"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","LM","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","LH","13","99","0.131313"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","ML","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","MM","10","99","0.101010"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","MH","9","99","0.090909"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","HL","9","99","0.090909"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","HM","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","HH","12","99","0.121212"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","LL","12","95","0.126316"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","LM","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","LH","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","ML","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","MM","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","MH","9","95","0.094737"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","HL","13","95","0.136842"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","HM","8","95","0.084211"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","HH","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","LL","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","LM","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","LH","13","97","0.134021"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","ML","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","MM","10","97","0.103093"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","MH","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","HL","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","HM","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","HH","12","97","0.123711"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","LL","12","95","0.126316"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","LM","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","LH","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","ML","11","95","0.115789"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","MM","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","MH","9","95","0.094737"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","HL","13","95","0.136842"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","HM","8","95","0.084211"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","HH","10","95","0.105263"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","LL","9","96","0.093750"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","LM","10","96","0.104167"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","LH","13","96","0.135417"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","ML","11","96","0.114583"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","MM","10","96","0.104167"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","MH","11","96","0.114583"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","HL","9","96","0.093750"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","HM","11","96","0.114583"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","HH","12","96","0.125000"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","LL","12","92","0.130435"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","LM","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","LH","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","ML","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","MM","10","92","0.108696"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","MH","9","92","0.097826"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","HL","12","92","0.130435"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","HM","6","92","0.065217"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","HH","10","92","0.108696"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","LL","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","LM","10","97","0.103093"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","LH","13","97","0.134021"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","ML","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","MM","10","97","0.103093"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","MH","11","97","0.113402"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","HL","9","97","0.092784"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","HM","12","97","0.123711"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","HH","12","97","0.123711"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","LL","12","91","0.131868"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","LM","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","LH","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","ML","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","MM","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","MH","9","91","0.098901"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","HL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","HM","6","91","0.065934"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","HH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","LL","13","101","0.128713"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","LM","10","101","0.099010"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","LH","13","101","0.128713"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","ML","11","101","0.108911"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","MM","10","101","0.099010"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","MH","11","101","0.108911"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","HL","9","101","0.089109"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","HM","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","HH","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","LL","12","92","0.130435"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","LM","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","LH","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","ML","11","92","0.119565"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","MM","10","92","0.108696"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","MH","9","92","0.097826"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","HL","12","92","0.130435"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","HM","6","92","0.065217"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","HH","10","92","0.108696"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","LL","13","102","0.127451"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","LM","10","102","0.098039"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","LH","13","102","0.127451"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","ML","11","102","0.107843"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","MM","11","102","0.107843"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","MH","11","102","0.107843"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","HL","9","102","0.088235"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","HM","12","102","0.117647"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","HH","12","102","0.117647"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","LL","12","93","0.129032"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","LM","12","93","0.129032"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","LH","10","93","0.107527"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","ML","11","93","0.118280"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","MM","10","93","0.107527"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","MH","10","93","0.107527"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","HL","12","93","0.129032"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","HM","6","93","0.064516"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","HH","10","93","0.107527"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","LL","13","104","0.125000"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","LM","10","104","0.096154"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","LH","12","104","0.115385"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","ML","11","104","0.105769"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","MM","13","104","0.125000"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","MH","11","104","0.105769"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","HL","10","104","0.096154"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","HM","12","104","0.115385"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","HH","12","104","0.115385"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","LL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","LM","12","91","0.131868"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","LH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","ML","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","MM","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","MH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","HL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","HM","6","91","0.065934"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","HH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","LL","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","LM","10","101","0.099010"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","LH","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","ML","11","101","0.108911"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","MM","11","101","0.108911"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","MH","11","101","0.108911"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","HL","10","101","0.099010"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","HM","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","HH","12","101","0.118812"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","LL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","LM","12","91","0.131868"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","LH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","ML","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","MM","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","MH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","HL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","HM","6","91","0.065934"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","HH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","LL","12","99","0.121212"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","LM","10","99","0.101010"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","LH","12","99","0.121212"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","ML","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","MM","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","MH","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","HL","10","99","0.101010"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","HM","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","HH","11","99","0.111111"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","LL","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","LM","12","91","0.131868"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","LH","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","ML","11","91","0.120879"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","MM","10","91","0.109890"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","MH","10","91","0.109890"
