"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","p1_placements_so_far","p2_placements_so_far","objective_snapshot"
"7x7","7x7-seeded-random","-1","1","16","0.333333","2","24","24","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7","7x7-seeded-random","-1","1","17","0.354167","1","27","24","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7","7x7-seeded-random","-1","1","18","0.375000","2","27","27","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","19","0.395833","1","30","27","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","20","0.416667","2","30","30","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","21","0.437500","1","33","30","0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","22","0.458333","2","33","33","0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","23","0.479167","1","36","33","0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","24","0.500000","2","36","36","0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","25","0.520833","1","39","36","0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:1:1|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|3:3:0|1:1:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","26","0.541667","2","39","39","0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","27","0.562500","1","42","39","0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","28","0.583333","2","42","42","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","29","0.604167","1","45","42","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|2:0:2|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","30","0.625000","2","45","45","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","31","0.645833","1","48","45","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|1:2:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","32","0.666667","2","48","48","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|1:2:1|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:1:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","33","0.687500","1","51","48","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|1:2:1|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:0|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","34","0.708333","2","51","51","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|1:2:1|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","35","0.729167","1","54","51","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:1|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","36","0.750000","2","54","54","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","37","0.770833","1","57","54","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|0:0:0|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","38","0.791667","2","57","57","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|2:0:1|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:2:0|2:0:1|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|2:0:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","39","0.812500","1","60","57","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|2:0:1|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:2:0|2:0:1|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","40","0.833333","2","60","60","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|2:0:1|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:1:0|2:0:1|0:0:0|1:1:0|1:2:0|2:0:1|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","41","0.854167","1","63","60","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|2:0:1|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:2:0|2:0:1|0:0:0|1:1:0|1:2:0|2:0:1|0:0:0|1:2:1|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
"7x7","7x7-seeded-random","-1","1","42","0.875000","2","63","63","0:0:0|1:1:0|2:0:1|2:0:1|1:1:0|2:1:2|2:0:2|1:1:0|2:0:1|0:0:0|0:1:1|0:0:0|4:0:3|0:0:0|1:2:0|2:0:1|0:0:0|1:1:0|1:2:0|2:0:1|0:0:0|0:2:2|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:1:1|3:3:0|1:2:1|3:3:0|0:0:0|2:0:2|2:0:1|0:0:0|0:0:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1"
