"board","search_level","threshold","metric","games","value","median","ci_low","ci_high","primary"
"4x4","uct-1000","1","simple_end_revisit_rate","100","0.762249","0.769697","0.751401","0.772656","false"
"4x4","uct-1000","1","mean_revisit_lag","100","2.784174","2.750000","2.669014","2.903625","false"
"4x4","uct-1000","1","median_revisit_lag","100","1.570000","1.500000","1.455000","1.680000","false"
"4x4","uct-1000","1","mean_normalized_revisit_lag","100","0.116007","0.114583","0.111071","0.120762","false"
"4x4","uct-1000","1","distinct_revisited_regions","100","6.190000","6.000000","5.960000","6.410000","false"
"4x4","uct-1000","1","repeated_revisit_regions","100","4.590000","5.000000","4.350000","4.850000","false"
"4x4","uct-1000","1","revisit_within_four_turns_rate","100","0.698382","0.705882","0.681123","0.715999","false"
"4x4","uct-1000","1","early_revisit_within_quarter_rate","100","0.787875","0.833333","0.758962","0.817189","false"
"4x4","uct-1000","3","mean_dormant_active_fronts","100","0.339167","0.333333","0.319583","0.359167","false"
"4x4","uct-1000","3","dormant_ge1_turn_rate","100","0.297500","0.291667","0.282083","0.314167","false"
"4x4","uct-1000","3","dormant_ge2_turn_rate","100","0.040000","0.041667","0.032917","0.047083","false"
"4x4","uct-1000","3","longest_dormant_run_fraction","100","0.095000","0.083333","0.087500","0.102917","false"
"4x4","uct-1000","3","mean_backlog_size","100","1.751667","1.770833","1.673333","1.824583","false"
"4x4","uct-1000","3","max_backlog_size","100","3.870000","4.000000","3.720000","4.020000","false"
"4x4","uct-1000","3","backlog_ge1_turn_rate","100","0.831667","0.833333","0.817083","0.845833","false"
"4x4","uct-1000","3","backlog_ge2_turn_rate","100","0.569583","0.583333","0.539583","0.599583","false"
"4x4","uct-1000","3","longest_backlog_run_fraction","100","0.677083","0.750000","0.635417","0.719583","false"
"4x4","uct-1000","3","qualifying_departures","100","8.140000","8.000000","7.650000","8.600000","false"
"4x4","uct-1000","3","persistent_revisits","100","1.760000","2.000000","1.520000","2.020000","false"
"4x4","uct-1000","3","reactivation_revisits","100","3.950000","3.500000","3.600000","4.310000","false"
"4x4","uct-1000","3","never_revisited","100","0.100000","0.000000","0.050000","0.160000","false"
"4x4","uct-1000","3","right_censored","100","2.330000","2.000000","2.120000","2.540000","false"
"4x4","uct-1000","3","revisit_rate_observed","100","0.984865","1.000000","0.975202","0.993710","false"
"4x4","uct-1000","3","never_revisited_rate_observed","100","0.015135","0.000000","0.006468","0.024540","false"
"4x4","uct-1000","3","right_censored_rate","100","0.287020","0.285714","0.263836","0.309427","false"
"4x4","uct-1000","3","simple_end_revisit_rate","100","0.701566","0.707143","0.678642","0.724191","false"
"4x4","uct-1000","3","mean_revisit_lag","100","5.779833","5.500000","5.530119","6.038619","false"
"4x4","uct-1000","3","median_revisit_lag","100","5.035000","5.000000","4.730000","5.360000","false"
"4x4","uct-1000","3","mean_normalized_revisit_lag","100","0.240826","0.229167","0.230445","0.251733","false"
"4x4","uct-1000","3","distinct_revisited_regions","100","4.090000","4.000000","3.840000","4.350000","false"
"4x4","uct-1000","3","repeated_revisit_regions","100","1.430000","1.000000","1.250000","1.610000","false"
"4x4","uct-1000","3","revisit_within_four_turns_rate","100","0.363601","0.333333","0.329600","0.395569","false"
"4x4","uct-1000","3","early_revisit_within_quarter_rate","99","0.539190","0.600000","0.477032","0.598605","false"
"6x6","seeded-random","2","mean_dormant_active_fronts","100","1.691667","1.708333","1.657083","1.727500","false"
"6x6","seeded-random","2","dormant_ge1_turn_rate","100","0.841458","0.854167","0.833125","0.850000","false"
"6x6","seeded-random","2","dormant_ge2_turn_rate","100","0.571667","0.562500","0.554375","0.588542","false"
"6x6","seeded-random","2","longest_dormant_run_fraction","100","0.563542","0.583333","0.527083","0.600833","false"
"6x6","seeded-random","2","mean_backlog_size","100","3.232917","3.229167","3.178750","3.287292","false"
"6x6","seeded-random","2","max_backlog_size","100","5.830000","6.000000","5.720000","5.950000","false"
"6x6","seeded-random","2","backlog_ge1_turn_rate","100","0.933333","0.937500","0.928750","0.937917","false"
"6x6","seeded-random","2","backlog_ge2_turn_rate","100","0.858125","0.875000","0.848125","0.867708","false"
"6x6","seeded-random","2","longest_backlog_run_fraction","100","0.920208","0.937500","0.911458","0.927917","false"
"6x6","seeded-random","2","qualifying_departures","100","48.090000","48.000000","47.030000","49.090000","false"
"6x6","seeded-random","2","persistent_revisits","100","23.880000","23.000000","23.000000","24.820000","false"
"6x6","seeded-random","2","reactivation_revisits","100","19.800000","20.000000","19.130000","20.430000","false"
"6x6","seeded-random","2","never_revisited","100","0.200000","0.000000","0.110000","0.310000","false"
"6x6","seeded-random","2","right_censored","100","4.210000","4.000000","4.040000","4.390000","false"
"6x6","seeded-random","2","revisit_rate_observed","100","0.995247","1.000000","0.992610","0.997514","false"
"6x6","seeded-random","2","never_revisited_rate_observed","100","0.004753","0.000000","0.002473","0.007413","false"
"6x6","seeded-random","2","right_censored_rate","100","0.088551","0.085106","0.084692","0.092784","false"
"6x6","seeded-random","2","simple_end_revisit_rate","100","0.907081","0.911111","0.902801","0.911353","false"
"6x6","seeded-random","2","mean_revisit_lag","100","4.157470","4.147748","4.093712","4.225886","false"
"6x6","seeded-random","2","median_revisit_lag","100","3.255000","3.000000","3.170000","3.340000","false"
"6x6","seeded-random","2","mean_normalized_revisit_lag","100","0.086614","0.086412","0.085224","0.087968","false"
"6x6","seeded-random","2","distinct_revisited_regions","100","8.820000","9.000000","8.730000","8.900000","false"
"6x6","seeded-random","2","repeated_revisit_regions","100","8.550000","9.000000","8.380000","8.690000","false"
"6x6","seeded-random","2","revisit_within_four_turns_rate","100","0.645190","0.653061","0.631891","0.658759","false"
"6x6","seeded-random","2","early_revisit_within_quarter_rate","100","0.966270","0.982143","0.957765","0.973619","false"
"6x6","seeded-random","1","mean_dormant_active_fronts","100","3.232917","3.229167","3.176875","3.288125","false"
"6x6","seeded-random","1","dormant_ge1_turn_rate","100","0.933333","0.937500","0.928750","0.937917","false"
"6x6","seeded-random","1","dormant_ge2_turn_rate","100","0.858125","0.875000","0.847292","0.868333","false"
"6x6","seeded-random","1","longest_dormant_run_fraction","100","0.920208","0.937500","0.911250","0.928542","false"
"6x6","seeded-random","1","mean_backlog_size","100","3.232917","3.229167","3.176250","3.290417","false"
"6x6","seeded-random","1","max_backlog_size","100","5.830000","6.000000","5.720000","5.940000","false"
"6x6","seeded-random","1","backlog_ge1_turn_rate","100","0.933333","0.937500","0.928750","0.937708","false"
"6x6","seeded-random","1","backlog_ge2_turn_rate","100","0.858125","0.875000","0.847917","0.867292","false"
"6x6","seeded-random","1","longest_backlog_run_fraction","100","0.920208","0.937500","0.911667","0.928542","false"
"6x6","seeded-random","1","qualifying_departures","100","73.980000","73.500000","72.710000","75.300000","false"
"6x6","seeded-random","1","persistent_revisits","100","47.690000","47.000000","46.450000","48.820000","false"
"6x6","seeded-random","1","reactivation_revisits","100","19.800000","20.000000","19.100000","20.430000","false"
"6x6","seeded-random","1","never_revisited","100","0.320000","0.000000","0.200000","0.450000","false"
"6x6","seeded-random","1","right_censored","100","6.170000","6.000000","6.060000","6.280000","false"
"6x6","seeded-random","1","revisit_rate_observed","100","0.995147","1.000000","0.993121","0.996902","false"
"6x6","seeded-random","1","never_revisited_rate_observed","100","0.004853","0.000000","0.003056","0.006719","false"
"6x6","seeded-random","1","right_censored_rate","100","0.083969","0.083333","0.082094","0.085989","false"
"6x6","seeded-random","1","simple_end_revisit_rate","100","0.911582","0.913580","0.908911","0.914151","false"
"6x6","seeded-random","1","mean_revisit_lag","100","3.039757","3.030310","2.993359","3.089158","false"
"6x6","seeded-random","1","median_revisit_lag","100","2.110000","2.000000","2.050000","2.175000","false"
"6x6","seeded-random","1","mean_normalized_revisit_lag","100","0.063328","0.063132","0.062329","0.064379","false"
"6x6","seeded-random","1","distinct_revisited_regions","100","8.840000","9.000000","8.770000","8.910000","false"
"6x6","seeded-random","1","repeated_revisit_regions","100","8.710000","9.000000","8.590000","8.810000","false"
"6x6","seeded-random","1","revisit_within_four_turns_rate","100","0.762010","0.763194","0.753068","0.771075","false"
"6x6","seeded-random","1","early_revisit_within_quarter_rate","100","0.974637","0.970143","0.969236","0.979938","false"
"6x6","seeded-random","3","mean_dormant_active_fronts","100","0.689792","0.708333","0.673750","0.706042","false"
"6x6","seeded-random","3","dormant_ge1_turn_rate","100","0.543750","0.541667","0.532917","0.554792","false"
"6x6","seeded-random","3","dormant_ge2_turn_rate","100","0.137500","0.145833","0.128333","0.147083","false"
"6x6","seeded-random","3","longest_dormant_run_fraction","100","0.131250","0.125000","0.123125","0.139792","false"
"6x6","seeded-random","3","mean_backlog_size","100","3.232917","3.229167","3.176250","3.290208","false"
"6x6","seeded-random","3","max_backlog_size","100","5.830000","6.000000","5.720000","5.940000","false"
"6x6","seeded-random","3","backlog_ge1_turn_rate","100","0.933333","0.937500","0.928750","0.937917","false"
"6x6","seeded-random","3","backlog_ge2_turn_rate","100","0.858125","0.875000","0.847083","0.867708","false"
"6x6","seeded-random","3","longest_backlog_run_fraction","100","0.920208","0.937500","0.911667","0.928333","false"
"6x6","seeded-random","3","qualifying_departures","100","33.110000","34.000000","32.300000","33.910000","false"
"6x6","seeded-random","3","persistent_revisits","100","10.050000","10.000000","9.420000","10.710000","false"
"6x6","seeded-random","3","reactivation_revisits","100","19.800000","20.000000","19.110000","20.490000","false"
"6x6","seeded-random","3","never_revisited","100","0.140000","0.000000","0.060000","0.230000","false"
"6x6","seeded-random","3","right_censored","100","3.120000","3.000000","2.940000","3.310000","false"
"6x6","seeded-random","3","revisit_rate_observed","100","0.995474","1.000000","0.992659","0.998122","false"
"6x6","seeded-random","3","never_revisited_rate_observed","100","0.004526","0.000000","0.002172","0.007528","false"
"6x6","seeded-random","3","right_censored_rate","100","0.095398","0.091966","0.089150","0.102168","false"
"6x6","seeded-random","3","simple_end_revisit_rate","100","0.900400","0.903226","0.894057","0.906603","false"
"6x6","seeded-random","3","mean_revisit_lag","100","5.159365","5.153529","5.061835","5.258607","false"
"6x6","seeded-random","3","median_revisit_lag","100","4.365000","4.000000","4.250000","4.490000","false"
"6x6","seeded-random","3","mean_normalized_revisit_lag","100","0.107487","0.107365","0.105561","0.109573","false"
"6x6","seeded-random","3","distinct_revisited_regions","100","8.740000","9.000000","8.640000","8.830000","false"
"6x6","seeded-random","3","repeated_revisit_regions","100","8.120000","8.000000","7.930000","8.310000","false"
"6x6","seeded-random","3","revisit_within_four_turns_rate","100","0.498185","0.507576","0.480740","0.517038","false"
"6x6","seeded-random","3","early_revisit_within_quarter_rate","100","0.951804","1.000000","0.940340","0.963443","false"
"6x6","uct-0100","2","mean_dormant_active_fronts","50","1.679167","1.687500","1.642500","1.717083","false"
"6x6","uct-0100","2","dormant_ge1_turn_rate","50","0.832500","0.833333","0.821667","0.843333","false"
"6x6","uct-0100","2","dormant_ge2_turn_rate","50","0.572917","0.572917","0.556250","0.590000","false"
"6x6","uct-0100","2","longest_dormant_run_fraction","50","0.538333","0.531250","0.491250","0.585000","false"
"6x6","uct-0100","2","mean_backlog_size","50","3.225833","3.260416","3.157917","3.291250","false"
"6x6","uct-0100","2","max_backlog_size","50","5.860000","6.000000","5.740000","5.980000","false"
"6x6","uct-0100","2","backlog_ge1_turn_rate","50","0.925000","0.916667","0.917500","0.932500","false"
"6x6","uct-0100","2","backlog_ge2_turn_rate","50","0.864167","0.864583","0.852917","0.875000","false"
"6x6","uct-0100","2","longest_backlog_run_fraction","50","0.909583","0.916667","0.895000","0.921667","false"
"6x6","uct-0100","2","qualifying_departures","50","47.620000","48.000000","46.520000","48.700000","false"
"6x6","uct-0100","2","persistent_revisits","50","23.760000","24.000000","22.600000","24.880000","false"
"6x6","uct-0100","2","reactivation_revisits","50","19.120000","19.000000","18.160000","20.060000","false"
"6x6","uct-0100","2","never_revisited","50","0.280000","0.000000","0.140000","0.440000","false"
"6x6","uct-0100","2","right_censored","50","4.460000","4.000000","4.200000","4.700000","false"
"6x6","uct-0100","2","revisit_rate_observed","50","0.993212","1.000000","0.989003","0.996737","false"
"6x6","uct-0100","2","never_revisited_rate_observed","50","0.006788","0.000000","0.003176","0.011083","false"
"6x6","uct-0100","2","right_censored_rate","50","0.094329","0.090097","0.088642","0.100412","false"
"6x6","uct-0100","2","simple_end_revisit_rate","50","0.899529","0.905660","0.892523","0.906239","false"
"6x6","uct-0100","2","mean_revisit_lag","50","4.141923","4.116848","4.064402","4.217664","false"
"6x6","uct-0100","2","median_revisit_lag","50","3.250000","3.000000","3.140000","3.370000","false"
"6x6","uct-0100","2","mean_normalized_revisit_lag","50","0.086290","0.085767","0.084710","0.087990","false"
"6x6","uct-0100","2","distinct_revisited_regions","50","8.820000","9.000000","8.700000","8.920000","false"
"6x6","uct-0100","2","repeated_revisit_regions","50","8.540000","9.000000","8.400000","8.700000","false"
"6x6","uct-0100","2","revisit_within_four_turns_rate","50","0.654604","0.659091","0.634985","0.675102","false"
"6x6","uct-0100","2","early_revisit_within_quarter_rate","50","0.954221","0.952381","0.941862","0.966058","false"
"6x6","uct-0100","1","mean_dormant_active_fronts","50","3.225833","3.260416","3.157083","3.290417","false"
"6x6","uct-0100","1","dormant_ge1_turn_rate","50","0.925000","0.916667","0.917500","0.932500","false"
"6x6","uct-0100","1","dormant_ge2_turn_rate","50","0.864167","0.864583","0.852500","0.875000","false"
"6x6","uct-0100","1","longest_dormant_run_fraction","50","0.909583","0.916667","0.895833","0.922500","false"
"6x6","uct-0100","1","mean_backlog_size","50","3.225833","3.260416","3.157083","3.287917","false"
"6x6","uct-0100","1","max_backlog_size","50","5.860000","6.000000","5.740000","5.980000","false"
"6x6","uct-0100","1","backlog_ge1_turn_rate","50","0.925000","0.916667","0.917500","0.932500","false"
"6x6","uct-0100","1","backlog_ge2_turn_rate","50","0.864167","0.864583","0.852500","0.874583","false"
"6x6","uct-0100","1","longest_backlog_run_fraction","50","0.909583","0.916667","0.896667","0.921667","false"
"6x6","uct-0100","1","qualifying_departures","50","74.240000","75.000000","72.460000","75.900000","false"
"6x6","uct-0100","1","persistent_revisits","50","48.520000","48.000000","46.900000","50.100000","false"
"6x6","uct-0100","1","reactivation_revisits","50","19.120000","19.000000","18.160000","20.140000","false"
"6x6","uct-0100","1","never_revisited","50","0.380000","0.000000","0.220000","0.560000","false"
"6x6","uct-0100","1","right_censored","50","6.220000","6.000000","6.060000","6.380000","false"
"6x6","uct-0100","1","revisit_rate_observed","50","0.994190","1.000000","0.991413","0.996776","false"
"6x6","uct-0100","1","never_revisited_rate_observed","50","0.005810","0.000000","0.003199","0.008731","false"
"6x6","uct-0100","1","right_censored_rate","50","0.084313","0.083333","0.081451","0.087301","false"
"6x6","uct-0100","1","simple_end_revisit_rate","50","0.910359","0.912218","0.906708","0.914083","false"
"6x6","uct-0100","1","mean_revisit_lag","50","2.995164","3.030952","2.934436","3.054772","false"
"6x6","uct-0100","1","median_revisit_lag","50","2.080000","2.000000","2.020000","2.160000","false"
"6x6","uct-0100","1","mean_normalized_revisit_lag","50","0.062399","0.063144","0.061088","0.063684","false"
"6x6","uct-0100","1","distinct_revisited_regions","50","8.860000","9.000000","8.760000","8.940000","false"
"6x6","uct-0100","1","repeated_revisit_regions","50","8.700000","9.000000","8.560000","8.820000","false"
"6x6","uct-0100","1","revisit_within_four_turns_rate","50","0.771569","0.768674","0.757251","0.785000","false"
"6x6","uct-0100","1","early_revisit_within_quarter_rate","50","0.968351","0.967742","0.959583","0.976325","false"
"6x6","uct-0100","3","mean_dormant_active_fronts","50","0.687083","0.687500","0.668750","0.705000","false"
"6x6","uct-0100","3","dormant_ge1_turn_rate","50","0.538750","0.541667","0.524583","0.552083","false"
"6x6","uct-0100","3","dormant_ge2_turn_rate","50","0.138750","0.145833","0.128750","0.148750","false"
"6x6","uct-0100","3","longest_dormant_run_fraction","50","0.117500","0.104167","0.107083","0.127917","false"
"6x6","uct-0100","3","mean_backlog_size","50","3.225833","3.260416","3.158750","3.290000","false"
"6x6","uct-0100","3","max_backlog_size","50","5.860000","6.000000","5.740000","5.980000","false"
"6x6","uct-0100","3","backlog_ge1_turn_rate","50","0.925000","0.916667","0.917500","0.932500","false"
"6x6","uct-0100","3","backlog_ge2_turn_rate","50","0.864167","0.864583","0.852500","0.874583","false"
"6x6","uct-0100","3","longest_backlog_run_fraction","50","0.909583","0.916667","0.895833","0.922083","false"
"6x6","uct-0100","3","qualifying_departures","50","32.980000","33.000000","32.220000","33.860000","false"
"6x6","uct-0100","3","persistent_revisits","50","10.560000","10.000000","9.820000","11.340000","false"
"6x6","uct-0100","3","reactivation_revisits","50","19.120000","19.000000","18.160000","20.160000","false"
"6x6","uct-0100","3","never_revisited","50","0.220000","0.000000","0.100000","0.360000","false"
"6x6","uct-0100","3","right_censored","50","3.080000","3.000000","2.780000","3.380000","false"
"6x6","uct-0100","3","revisit_rate_observed","50","0.992473","1.000000","0.987139","0.996754","false"
"6x6","uct-0100","3","never_revisited_rate_observed","50","0.007527","0.000000","0.003236","0.012715","false"
"6x6","uct-0100","3","right_censored_rate","50","0.094874","0.085714","0.084591","0.105730","false"
"6x6","uct-0100","3","simple_end_revisit_rate","50","0.898378","0.906250","0.886382","0.909823","false"
"6x6","uct-0100","3","mean_revisit_lag","50","5.098901","5.000000","4.997512","5.212593","false"
"6x6","uct-0100","3","median_revisit_lag","50","4.220000","4.000000","4.080000","4.360000","false"
"6x6","uct-0100","3","mean_normalized_revisit_lag","50","0.106227","0.104167","0.103946","0.108594","false"
"6x6","uct-0100","3","distinct_revisited_regions","50","8.740000","9.000000","8.600000","8.860000","false"
"6x6","uct-0100","3","repeated_revisit_regions","50","8.080000","8.000000","7.860000","8.300000","false"
"6x6","uct-0100","3","revisit_within_four_turns_rate","50","0.518758","0.516685","0.497018","0.540278","false"
"6x6","uct-0100","3","early_revisit_within_quarter_rate","50","0.933768","0.935416","0.914887","0.951003","false"
"6x6","uct-0500","2","mean_dormant_active_fronts","50","1.486250","1.458333","1.426250","1.547917","false"
"6x6","uct-0500","2","dormant_ge1_turn_rate","50","0.808750","0.812500","0.793333","0.822917","false"
"6x6","uct-0500","2","dormant_ge2_turn_rate","50","0.485833","0.468750","0.459583","0.512917","false"
"6x6","uct-0500","2","longest_dormant_run_fraction","50","0.444583","0.406250","0.398333","0.493333","false"
"6x6","uct-0500","2","mean_backlog_size","50","2.909167","2.833333","2.808750","3.007917","false"
"6x6","uct-0500","2","max_backlog_size","50","5.520000","6.000000","5.360000","5.680000","false"
"6x6","uct-0500","2","backlog_ge1_turn_rate","50","0.935000","0.937500","0.927917","0.941666","false"
"6x6","uct-0500","2","backlog_ge2_turn_rate","50","0.837083","0.843750","0.820000","0.852500","false"
"6x6","uct-0500","2","longest_backlog_run_fraction","50","0.895417","0.937500","0.868750","0.920000","false"
"6x6","uct-0500","2","qualifying_departures","50","41.440000","40.000000","39.860000","43.060000","false"
"6x6","uct-0500","2","persistent_revisits","50","19.920000","19.000000","18.560000","21.340000","false"
"6x6","uct-0500","2","reactivation_revisits","50","16.780000","17.000000","15.840000","17.780000","false"
"6x6","uct-0500","2","never_revisited","50","0.320000","0.000000","0.180000","0.480000","false"
"6x6","uct-0500","2","right_censored","50","4.420000","4.000000","4.140000","4.680000","false"
"6x6","uct-0500","2","revisit_rate_observed","50","0.991367","1.000000","0.987300","0.995228","false"
"6x6","uct-0500","2","never_revisited_rate_observed","50","0.008633","0.000000","0.004859","0.012969","false"
"6x6","uct-0500","2","right_censored_rate","50","0.108064","0.105823","0.101778","0.114993","false"
"6x6","uct-0500","2","simple_end_revisit_rate","50","0.884121","0.886752","0.876900","0.890564","false"
"6x6","uct-0500","2","mean_revisit_lag","50","4.315579","4.282194","4.182458","4.460135","false"
"6x6","uct-0500","2","median_revisit_lag","50","3.390000","3.000000","3.240000","3.550000","false"
"6x6","uct-0500","2","mean_normalized_revisit_lag","50","0.089908","0.089213","0.087208","0.092802","false"
"6x6","uct-0500","2","distinct_revisited_regions","50","8.300000","8.000000","8.100000","8.500000","false"
"6x6","uct-0500","2","repeated_revisit_regions","50","7.800000","8.000000","7.520000","8.060000","false"
"6x6","uct-0500","2","revisit_within_four_turns_rate","50","0.613682","0.631579","0.591558","0.636845","false"
"6x6","uct-0500","2","early_revisit_within_quarter_rate","50","0.970032","1.000000","0.956452","0.982105","false"
"6x6","uct-0500","1","mean_dormant_active_fronts","50","2.909167","2.833333","2.809583","3.005417","false"
"6x6","uct-0500","1","dormant_ge1_turn_rate","50","0.935000","0.937500","0.928333","0.941667","false"
"6x6","uct-0500","1","dormant_ge2_turn_rate","50","0.837083","0.843750","0.821667","0.852917","false"
"6x6","uct-0500","1","longest_dormant_run_fraction","50","0.895417","0.937500","0.867083","0.919167","false"
"6x6","uct-0500","1","mean_backlog_size","50","2.909167","2.833333","2.815417","3.005833","false"
"6x6","uct-0500","1","max_backlog_size","50","5.520000","6.000000","5.360000","5.660000","false"
"6x6","uct-0500","1","backlog_ge1_turn_rate","50","0.935000","0.937500","0.928333","0.941667","false"
"6x6","uct-0500","1","backlog_ge2_turn_rate","50","0.837083","0.843750","0.821250","0.852500","false"
"6x6","uct-0500","1","longest_backlog_run_fraction","50","0.895417","0.937500","0.867500","0.919167","false"
"6x6","uct-0500","1","qualifying_departures","50","68.300000","68.000000","66.120000","70.740000","false"
"6x6","uct-0500","1","persistent_revisits","50","45.060000","45.000000","42.900000","47.120000","false"
"6x6","uct-0500","1","reactivation_revisits","50","16.780000","17.000000","15.800000","17.780000","false"
"6x6","uct-0500","1","never_revisited","50","0.540000","0.000000","0.340000","0.760000","false"
"6x6","uct-0500","1","right_censored","50","5.920000","6.000000","5.700000","6.160000","false"
"6x6","uct-0500","1","revisit_rate_observed","50","0.991194","1.000000","0.987700","0.994485","false"
"6x6","uct-0500","1","never_revisited_rate_observed","50","0.008806","0.000000","0.005603","0.012537","false"
"6x6","uct-0500","1","right_censored_rate","50","0.087605","0.086957","0.083716","0.091613","false"
"6x6","uct-0500","1","simple_end_revisit_rate","50","0.904312","0.905506","0.899960","0.908672","false"
"6x6","uct-0500","1","mean_revisit_lag","50","2.967578","2.931733","2.879567","3.068784","false"
"6x6","uct-0500","1","median_revisit_lag","50","2.100000","2.000000","1.980000","2.240000","false"
"6x6","uct-0500","1","mean_normalized_revisit_lag","50","0.061824","0.061077","0.059849","0.063699","false"
"6x6","uct-0500","1","distinct_revisited_regions","50","8.500000","9.000000","8.320000","8.680000","false"
"6x6","uct-0500","1","repeated_revisit_regions","50","8.160000","8.000000","7.920000","8.420000","false"
"6x6","uct-0500","1","revisit_within_four_turns_rate","50","0.758707","0.763305","0.743451","0.773746","false"
"6x6","uct-0500","1","early_revisit_within_quarter_rate","50","0.980045","1.000000","0.972305","0.988007","false"
"6x6","uct-0500","3","mean_dormant_active_fronts","50","0.622917","0.614583","0.596250","0.651667","false"
"6x6","uct-0500","3","dormant_ge1_turn_rate","50","0.509167","0.500000","0.490834","0.527500","false"
"6x6","uct-0500","3","dormant_ge2_turn_rate","50","0.108333","0.104167","0.093333","0.122917","false"
"6x6","uct-0500","3","longest_dormant_run_fraction","50","0.114167","0.104167","0.101667","0.128333","false"
"6x6","uct-0500","3","mean_backlog_size","50","2.909167","2.833333","2.811250","3.006667","false"
"6x6","uct-0500","3","max_backlog_size","50","5.520000","6.000000","5.360000","5.680000","false"
"6x6","uct-0500","3","backlog_ge1_turn_rate","50","0.935000","0.937500","0.927917","0.941667","false"
"6x6","uct-0500","3","backlog_ge2_turn_rate","50","0.837083","0.843750","0.820833","0.852083","false"
"6x6","uct-0500","3","longest_backlog_run_fraction","50","0.895417","0.937500","0.867917","0.920833","false"
"6x6","uct-0500","3","qualifying_departures","50","29.900000","29.500000","28.540000","31.360000","false"
"6x6","uct-0500","3","persistent_revisits","50","9.540000","9.500000","8.540000","10.500000","false"
"6x6","uct-0500","3","reactivation_revisits","50","16.780000","17.000000","15.780000","17.700000","false"
"6x6","uct-0500","3","never_revisited","50","0.220000","0.000000","0.120000","0.340000","false"
"6x6","uct-0500","3","right_censored","50","3.360000","3.500000","3.060000","3.640000","false"
"6x6","uct-0500","3","revisit_rate_observed","50","0.991903","1.000000","0.987263","0.996016","false"
"6x6","uct-0500","3","never_revisited_rate_observed","50","0.008097","0.000000","0.004106","0.012607","false"
"6x6","uct-0500","3","right_censored_rate","50","0.113324","0.111111","0.103748","0.122494","false"
"6x6","uct-0500","3","simple_end_revisit_rate","50","0.879328","0.880000","0.871163","0.888153","false"
"6x6","uct-0500","3","mean_revisit_lag","50","5.220341","5.244048","5.060710","5.383415","false"
"6x6","uct-0500","3","median_revisit_lag","50","4.330000","4.000000","4.160000","4.510000","false"
"6x6","uct-0500","3","mean_normalized_revisit_lag","50","0.108757","0.109251","0.105367","0.112127","false"
"6x6","uct-0500","3","distinct_revisited_regions","50","8.220000","8.000000","8.000000","8.440000","false"
"6x6","uct-0500","3","repeated_revisit_regions","50","7.200000","7.000000","6.900000","7.500000","false"
"6x6","uct-0500","3","revisit_within_four_turns_rate","50","0.480410","0.500000","0.452626","0.507728","false"
"6x6","uct-0500","3","early_revisit_within_quarter_rate","50","0.959736","1.000000","0.943933","0.974697","false"
"6x6","uct-1000","2","mean_dormant_active_fronts","50","1.399583","1.416667","1.340000","1.454583","true"
"6x6","uct-1000","2","dormant_ge1_turn_rate","50","0.780417","0.770833","0.762083","0.798750","true"
"6x6","uct-1000","2","dormant_ge2_turn_rate","50","0.442500","0.437500","0.415417","0.468750","true"
"6x6","uct-1000","2","longest_dormant_run_fraction","50","0.392083","0.364584","0.350000","0.437500","true"
"6x6","uct-1000","2","mean_backlog_size","50","2.769583","2.812500","2.673333","2.863333","true"
"6x6","uct-1000","2","max_backlog_size","50","5.400000","5.000000","5.240000","5.560000","true"
"6x6","uct-1000","2","backlog_ge1_turn_rate","50","0.925000","0.937500","0.917083","0.932917","true"
"6x6","uct-1000","2","backlog_ge2_turn_rate","50","0.820417","0.843750","0.796667","0.840833","true"
"6x6","uct-1000","2","longest_backlog_run_fraction","50","0.889583","0.916667","0.861250","0.913750","true"
"6x6","uct-1000","2","qualifying_departures","50","39.000000","39.000000","37.420000","40.620000","true"
"6x6","uct-1000","2","persistent_revisits","50","18.260000","18.000000","17.200000","19.340000","true"
"6x6","uct-1000","2","reactivation_revisits","50","15.960000","16.000000","14.920000","16.980000","true"
"6x6","uct-1000","2","never_revisited","50","0.340000","0.000000","0.200000","0.500000","true"
"6x6","uct-1000","2","right_censored","50","4.440000","5.000000","4.120000","4.760000","true"
"6x6","uct-1000","2","revisit_rate_observed","50","0.990229","1.000000","0.985780","0.994497","true"
"6x6","uct-1000","2","never_revisited_rate_observed","50","0.009771","0.000000","0.005532","0.014229","true"
"6x6","uct-1000","2","right_censored_rate","50","0.114626","0.107920","0.106210","0.123233","true"
"6x6","uct-1000","2","simple_end_revisit_rate","50","0.876577","0.880952","0.868503","0.884281","true"
"6x6","uct-1000","2","mean_revisit_lag","50","4.485258","4.517143","4.346951","4.622643","true"
"6x6","uct-1000","2","median_revisit_lag","50","3.380000","3.000000","3.240000","3.530000","true"
"6x6","uct-1000","2","mean_normalized_revisit_lag","50","0.093443","0.094108","0.090519","0.096282","true"
"6x6","uct-1000","2","distinct_revisited_regions","50","8.300000","8.000000","8.100000","8.500000","true"
"6x6","uct-1000","2","repeated_revisit_regions","50","7.460000","8.000000","7.180000","7.740000","true"
"6x6","uct-1000","2","revisit_within_four_turns_rate","50","0.599729","0.588990","0.580112","0.618322","true"
"6x6","uct-1000","2","early_revisit_within_quarter_rate","50","0.964159","0.977272","0.952502","0.975608","true"
"6x6","uct-1000","1","mean_dormant_active_fronts","50","2.769583","2.812500","2.669167","2.866250","false"
