"board","experiment_id","search_level","game_index","threshold","turns","mean_dormant_active_fronts","dormant_ge1_turn_rate","dormant_ge2_turn_rate","longest_dormant_run","longest_dormant_run_fraction","mean_backlog_size","max_backlog_size","backlog_ge1_turn_rate","backlog_ge2_turn_rate","longest_backlog_run","longest_backlog_run_fraction","qualifying_departures","persistent_revisits","reactivation_revisits","never_revisited","right_censored","revisit_rate_observed","never_revisited_rate_observed","right_censored_rate","simple_end_revisit_rate","mean_revisit_lag","median_revisit_lag","mean_normalized_revisit_lag","distinct_revisited_regions","repeated_revisit_regions","fixed_four_turn_eligible","revisit_within_four_turns_rate","early_departures","early_revisit_within_quarter_rate"
"4x4","uct-0100-self-play","uct-0100","2","3","24","0.625000","0.500000","0.125000","4","0.166667","2.875000","6","0.916667","0.791667","22","0.916667","15","7","5","1","2","0.923077","0.076923","0.133333","0.800000","3.916667","3.000000","0.163194","7","3","13","0.692308","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","3","2","24","0.541667","0.500000","0.041667","4","0.166667","1.375000","3","0.875000","0.333333","20","0.833333","9","4","1","1","3","0.833333","0.166667","0.333333","0.555556","4.000000","2.000000","0.166667","4","1","8","0.500000","4","0.500000"
"4x4","uct-0100-self-play","uct-0100","3","1","24","1.375000","0.875000","0.333333","20","0.833333","1.375000","3","0.875000","0.333333","20","0.833333","20","13","1","1","5","0.933333","0.066667","0.250000","0.700000","2.071429","1.000000","0.086310","6","3","14","0.714286","7","0.714286"
"4x4","uct-0100-self-play","uct-0100","3","3","24","0.166667","0.166667","0.000000","1","0.041667","1.375000","3","0.875000","0.333333","20","0.833333","4","0","1","0","3","1.000000","0.000000","0.750000","0.250000","12.000000","12.000000","0.500000","1","0","3","0.000000","1","0.000000"
"4x4","uct-0100-self-play","uct-0100","4","2","24","0.916667","0.666667","0.250000","9","0.375000","1.833333","4","0.833333","0.625000","18","0.750000","14","6","4","1","3","0.909091","0.090909","0.214286","0.714286","3.400000","3.000000","0.141667","4","3","11","0.818182","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","4","1","24","1.833333","0.833333","0.625000","18","0.750000","1.833333","4","0.833333","0.625000","18","0.750000","22","14","4","1","3","0.947368","0.052632","0.136364","0.818182","2.333333","2.000000","0.097222","7","5","17","0.882353","8","0.750000"
"4x4","uct-0100-self-play","uct-0100","4","3","24","0.333333","0.291667","0.041667","2","0.083333","1.833333","4","0.833333","0.625000","18","0.750000","8","2","4","1","1","0.857143","0.142857","0.125000","0.750000","4.333333","4.000000","0.180556","4","2","7","0.714286","3","0.333333"
"4x4","uct-0100-self-play","uct-0100","5","2","24","1.166667","0.666667","0.333333","10","0.416667","2.125000","5","0.791667","0.625000","17","0.708333","16","6","4","1","5","0.909091","0.090909","0.312500","0.625000","4.300000","3.000000","0.179167","6","3","14","0.428571","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","5","1","24","2.125000","0.791667","0.625000","17","0.708333","2.125000","5","0.791667","0.625000","17","0.708333","23","12","4","1","6","0.941176","0.058824","0.260870","0.695652","3.062500","2.000000","0.127604","8","6","18","0.555556","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","5","3","24","0.500000","0.375000","0.125000","3","0.125000","2.125000","5","0.791667","0.625000","17","0.708333","12","3","4","1","4","0.875000","0.125000","0.333333","0.583333","5.285714","5.000000","0.220238","5","2","11","0.272727","3","0.666667"
"4x4","uct-0100-self-play","uct-0100","6","2","24","0.958333","0.666667","0.291667","13","0.541667","2.000000","4","0.916667","0.666667","22","0.916667","15","5","6","1","3","0.916667","0.083333","0.200000","0.733333","4.181818","4.000000","0.174242","5","4","12","0.500000","6","0.833333"
"4x4","uct-0100-self-play","uct-0100","6","1","24","2.000000","0.916667","0.666667","22","0.916667","2.000000","4","0.916667","0.666667","22","0.916667","25","13","6","1","5","0.950000","0.050000","0.200000","0.760000","2.842105","2.000000","0.118421","6","5","20","0.700000","12","0.916667"
"4x4","uct-0100-self-play","uct-0100","6","3","24","0.333333","0.250000","0.083333","1","0.041667","2.000000","4","0.916667","0.666667","22","0.916667","8","1","6","0","1","1.000000","0.000000","0.125000","0.875000","5.428571","5.000000","0.226190","5","2","8","0.250000","3","0.666667"
"4x4","uct-0100-self-play","uct-0100","7","2","24","1.125000","0.708333","0.375000","7","0.291667","2.083333","4","0.875000","0.750000","20","0.833333","16","8","3","1","4","0.916667","0.083333","0.250000","0.687500","3.363636","3.000000","0.140152","5","4","13","0.615385","7","0.714286"
"4x4","uct-0100-self-play","uct-0100","7","1","24","2.083333","0.875000","0.750000","20","0.833333","2.083333","4","0.875000","0.750000","20","0.833333","23","13","3","2","5","0.888889","0.111111","0.217391","0.695652","2.625000","2.000000","0.109375","5","5","18","0.666667","10","0.800000"
"4x4","uct-0100-self-play","uct-0100","7","3","24","0.458333","0.375000","0.083333","5","0.208333","2.083333","4","0.875000","0.750000","20","0.833333","11","4","3","1","3","0.875000","0.125000","0.272727","0.636364","4.142857","3.000000","0.172619","4","2","9","0.444444","6","0.666667"
"4x4","uct-0100-self-play","uct-0100","8","2","24","1.041667","0.625000","0.291667","10","0.416667","2.166667","5","0.791667","0.750000","16","0.666667","15","8","3","1","3","0.916667","0.083333","0.200000","0.733333","3.090909","3.000000","0.128788","5","5","10","0.800000","5","1.000000"
"4x4","uct-0100-self-play","uct-0100","8","1","24","2.166667","0.791667","0.750000","16","0.666667","2.166667","5","0.791667","0.750000","16","0.666667","27","18","3","1","5","0.954545","0.045455","0.185185","0.777778","2.095238","2.000000","0.087302","5","5","19","0.894737","9","1.000000"
"4x4","uct-0100-self-play","uct-0100","8","3","24","0.416667","0.375000","0.041667","4","0.166667","2.166667","5","0.791667","0.750000","16","0.666667","10","5","3","0","2","1.000000","0.000000","0.200000","0.800000","3.500000","3.000000","0.145833","5","3","7","0.857143","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","9","2","24","0.750000","0.541667","0.208333","4","0.166667","1.416667","3","0.833333","0.458333","19","0.791667","13","7","2","0","4","1.000000","0.000000","0.307692","0.692308","3.111111","2.000000","0.129630","5","2","10","0.600000","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","9","1","24","1.416667","0.833333","0.458333","19","0.791667","1.416667","3","0.833333","0.458333","19","0.791667","16","10","2","0","4","1.000000","0.000000","0.250000","0.750000","2.583333","2.000000","0.107639","5","2","13","0.692308","7","0.857143"
"4x4","uct-0100-self-play","uct-0100","9","3","24","0.208333","0.208333","0.000000","1","0.041667","1.416667","3","0.833333","0.458333","19","0.791667","5","1","2","0","2","1.000000","0.000000","0.400000","0.600000","5.333333","6.000000","0.222222","3","0","5","0.200000","3","0.666667"
"4x4","uct-0100-self-play","uct-0100","10","2","24","1.291667","0.708333","0.416667","10","0.416667","2.416667","5","0.791667","0.750000","19","0.791667","17","7","5","0","5","1.000000","0.000000","0.294118","0.705882","4.083333","3.000000","0.170139","7","4","14","0.642857","7","0.857143"
"4x4","uct-0100-self-play","uct-0100","10","1","24","2.416667","0.791667","0.750000","19","0.791667","2.416667","5","0.791667","0.750000","19","0.791667","27","16","5","0","6","1.000000","0.000000","0.222222","0.777778","2.761905","3.000000","0.115079","8","7","21","0.761905","9","0.888889"
"4x4","uct-0100-self-play","uct-0100","10","3","24","0.583333","0.458333","0.083333","3","0.125000","2.416667","5","0.791667","0.750000","19","0.791667","14","6","5","0","3","1.000000","0.000000","0.214286","0.785714","4.272727","3.000000","0.178030","6","4","13","0.615385","7","0.857143"
"4x4","uct-0100-self-play","uct-0100","11","2","24","1.833333","0.875000","0.583333","21","0.875000","3.125000","5","0.916667","0.875000","22","0.916667","23","8","12","0","3","1.000000","0.000000","0.130435","0.869565","4.250000","4.000000","0.177083","8","8","20","0.700000","11","0.727273"
"4x4","uct-0100-self-play","uct-0100","11","1","24","3.125000","0.916667","0.875000","22","0.916667","3.125000","5","0.916667","0.875000","22","0.916667","31","13","12","1","5","0.961538","0.038462","0.161290","0.806452","3.600000","3.000000","0.150000","8","8","24","0.708333","13","0.769231"
"4x4","uct-0100-self-play","uct-0100","11","3","24","0.875000","0.666667","0.166667","13","0.541667","3.125000","5","0.916667","0.875000","22","0.916667","21","7","12","0","2","1.000000","0.000000","0.095238","0.904762","4.368421","4.000000","0.182018","8","8","20","0.700000","11","0.727273"
"4x4","uct-0100-self-play","uct-0100","12","2","24","1.125000","0.750000","0.291667","16","0.666667","2.208333","5","0.875000","0.750000","17","0.708333","18","9","5","0","4","1.000000","0.000000","0.222222","0.777778","3.785714","2.500000","0.157738","6","6","12","0.666667","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","12","1","24","2.208333","0.875000","0.750000","17","0.708333","2.208333","5","0.875000","0.750000","17","0.708333","26","17","5","0","4","1.000000","0.000000","0.153846","0.846154","2.772727","2.000000","0.115530","7","6","20","0.800000","8","0.875000"
"4x4","uct-0100-self-play","uct-0100","12","3","24","0.375000","0.375000","0.000000","3","0.125000","2.208333","5","0.875000","0.750000","17","0.708333","9","2","5","0","2","1.000000","0.000000","0.222222","0.777778","5.571429","4.000000","0.232143","5","2","8","0.500000","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","13","2","24","1.041667","0.750000","0.291667","15","0.625000","2.208333","4","0.875000","0.791667","21","0.875000","13","4","6","1","2","0.909091","0.090909","0.153846","0.769231","4.500000","4.500000","0.187500","6","2","12","0.416667","5","1.000000"
"4x4","uct-0100-self-play","uct-0100","13","1","24","2.208333","0.875000","0.791667","21","0.875000","2.208333","4","0.875000","0.791667","21","0.875000","28","16","6","2","4","0.916667","0.083333","0.142857","0.785714","2.590909","1.000000","0.107955","7","5","22","0.636364","12","1.000000"
"4x4","uct-0100-self-play","uct-0100","13","3","24","0.500000","0.500000","0.000000","5","0.208333","2.208333","4","0.875000","0.791667","21","0.875000","12","3","6","1","2","0.900000","0.100000","0.166667","0.750000","4.777778","5.000000","0.199074","5","2","11","0.363636","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","14","2","24","1.083333","0.750000","0.333333","8","0.333333","2.333333","5","0.916667","0.791667","22","0.916667","16","6","6","0","4","1.000000","0.000000","0.250000","0.750000","4.083333","3.500000","0.170139","7","2","12","0.583333","7","0.714286"
"4x4","uct-0100-self-play","uct-0100","14","1","24","2.333333","0.916667","0.791667","22","0.916667","2.333333","5","0.916667","0.791667","22","0.916667","30","19","6","0","5","1.000000","0.000000","0.166667","0.833333","2.480000","1.000000","0.103333","7","6","23","0.782609","13","0.846154"
"4x4","uct-0100-self-play","uct-0100","14","3","24","0.416667","0.375000","0.041667","3","0.125000","2.333333","5","0.916667","0.791667","22","0.916667","10","2","6","0","2","1.000000","0.000000","0.200000","0.800000","5.125000","4.500000","0.213542","6","2","9","0.444444","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","15","2","24","1.125000","0.708333","0.375000","12","0.500000","2.291667","5","0.916667","0.708333","22","0.916667","16","5","7","0","4","1.000000","0.000000","0.250000","0.750000","4.333333","4.000000","0.180556","6","4","12","0.583333","7","0.857143"
"4x4","uct-0100-self-play","uct-0100","15","1","24","2.291667","0.916667","0.708333","22","0.916667","2.291667","5","0.916667","0.708333","22","0.916667","28","15","7","0","6","1.000000","0.000000","0.214286","0.785714","2.818182","2.000000","0.117424","6","6","22","0.772727","13","0.923077"
"4x4","uct-0100-self-play","uct-0100","15","3","24","0.458333","0.375000","0.083333","4","0.166667","2.291667","5","0.916667","0.708333","22","0.916667","11","1","7","0","3","1.000000","0.000000","0.272727","0.727273","5.500000","4.500000","0.229167","6","2","9","0.444444","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","16","2","24","0.916667","0.625000","0.250000","9","0.375000","1.958333","4","0.791667","0.666667","18","0.750000","13","6","5","0","2","1.000000","0.000000","0.153846","0.846154","3.363636","3.000000","0.140152","6","3","11","0.818182","4","0.500000"
"4x4","uct-0100-self-play","uct-0100","16","1","24","1.958333","0.791667","0.666667","18","0.750000","1.958333","4","0.791667","0.666667","18","0.750000","25","16","5","0","4","1.000000","0.000000","0.160000","0.840000","2.238095","2.000000","0.093254","6","5","20","0.900000","7","0.714286"
"4x4","uct-0100-self-play","uct-0100","16","3","24","0.375000","0.375000","0.000000","3","0.125000","1.958333","4","0.791667","0.666667","18","0.750000","9","2","5","0","2","1.000000","0.000000","0.222222","0.777778","4.142857","4.000000","0.172619","4","2","7","0.714286","3","0.333333"
"4x4","uct-0100-self-play","uct-0100","17","2","24","1.208333","0.791667","0.333333","19","0.791667","2.583333","5","0.916667","0.791667","22","0.916667","17","7","6","0","4","1.000000","0.000000","0.235294","0.764706","4.153846","3.000000","0.173077","8","3","14","0.428571","7","0.714286"
"4x4","uct-0100-self-play","uct-0100","17","1","24","2.583333","0.916667","0.791667","22","0.916667","2.583333","5","0.916667","0.791667","22","0.916667","33","22","6","0","5","1.000000","0.000000","0.151515","0.848485","2.464286","1.000000","0.102679","8","8","28","0.714286","13","0.846154"
"4x4","uct-0100-self-play","uct-0100","17","3","24","0.500000","0.458333","0.041667","3","0.125000","2.583333","5","0.916667","0.791667","22","0.916667","12","2","6","0","4","1.000000","0.000000","0.333333","0.666667","5.500000","5.500000","0.229167","6","2","10","0.200000","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","18","2","24","1.250000","0.791667","0.375000","17","0.708333","2.333333","5","0.916667","0.833333","22","0.916667","19","11","5","1","2","0.941176","0.058824","0.105263","0.842105","3.500000","3.000000","0.145833","7","5","16","0.687500","7","0.857143"
"4x4","uct-0100-self-play","uct-0100","18","1","24","2.333333","0.916667","0.833333","22","0.916667","2.333333","5","0.916667","0.833333","22","0.916667","26","17","5","1","3","0.956522","0.043478","0.115385","0.846154","2.818182","2.000000","0.117424","7","5","21","0.761905","11","0.909091"
"4x4","uct-0100-self-play","uct-0100","18","3","24","0.458333","0.416667","0.041667","3","0.125000","2.333333","5","0.916667","0.833333","22","0.916667","11","4","5","1","1","0.900000","0.100000","0.090909","0.818182","4.666667","4.000000","0.194444","6","3","10","0.500000","6","0.833333"
"4x4","uct-0100-self-play","uct-0100","19","2","24","0.875000","0.625000","0.208333","7","0.291667","2.041667","4","0.833333","0.666667","20","0.833333","12","4","6","0","2","1.000000","0.000000","0.166667","0.833333","4.700000","4.500000","0.195833","7","3","11","0.454545","6","0.666667"
"4x4","uct-0100-self-play","uct-0100","19","1","24","2.041667","0.833333","0.666667","20","0.833333","2.041667","4","0.833333","0.666667","20","0.833333","28","18","6","1","3","0.960000","0.040000","0.107143","0.857143","2.541667","1.000000","0.105903","7","7","22","0.681818","8","0.750000"
"4x4","uct-0100-self-play","uct-0100","19","3","24","0.375000","0.333333","0.041667","2","0.083333","2.041667","4","0.833333","0.666667","20","0.833333","9","2","6","0","1","1.000000","0.000000","0.111111","0.888889","5.375000","5.000000","0.223958","7","1","9","0.333333","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","20","2","24","1.333333","0.750000","0.500000","9","0.375000","2.791667","4","0.875000","0.750000","21","0.875000","20","12","2","0","6","1.000000","0.000000","0.300000","0.700000","2.714286","2.500000","0.113095","7","4","16","0.812500","8","0.875000"
"4x4","uct-0100-self-play","uct-0100","20","1","24","2.791667","0.875000","0.750000","21","0.875000","2.791667","4","0.875000","0.750000","21","0.875000","35","26","2","0","7","1.000000","0.000000","0.200000","0.800000","1.857143","1.500000","0.077381","7","6","29","0.896552","13","0.923077"
"4x4","uct-0100-self-play","uct-0100","20","3","24","0.500000","0.416667","0.083333","4","0.166667","2.791667","4","0.875000","0.750000","21","0.875000","12","5","2","0","5","1.000000","0.000000","0.416667","0.583333","3.428571","3.000000","0.142857","6","1","9","0.666667","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","21","2","24","1.333333","0.833333","0.333333","12","0.500000","2.583333","6","0.916667","0.750000","22","0.916667","17","4","9","1","3","0.928571","0.071429","0.176471","0.764706","4.538462","4.000000","0.189103","7","4","13","0.538462","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","21","1","24","2.583333","0.916667","0.750000","22","0.916667","2.583333","6","0.916667","0.750000","22","0.916667","30","14","9","1","6","0.958333","0.041667","0.200000","0.766667","3.000000","2.000000","0.125000","8","6","22","0.727273","10","0.900000"
"4x4","uct-0100-self-play","uct-0100","21","3","24","0.625000","0.541667","0.083333","6","0.250000","2.583333","6","0.916667","0.750000","22","0.916667","15","2","9","1","3","0.916667","0.083333","0.200000","0.733333","5.000000","4.000000","0.208333","7","3","12","0.500000","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","22","2","24","1.333333","0.708333","0.375000","10","0.416667","2.666667","5","0.916667","0.791667","22","0.916667","20","11","5","0","4","1.000000","0.000000","0.200000","0.800000","3.125000","3.000000","0.130208","7","6","17","0.764706","8","0.875000"
"4x4","uct-0100-self-play","uct-0100","22","1","24","2.666667","0.916667","0.791667","22","0.916667","2.666667","5","0.916667","0.791667","22","0.916667","32","20","5","1","6","0.961538","0.038462","0.187500","0.781250","2.360000","2.000000","0.098333","8","7","24","0.791667","12","0.833333"
"4x4","uct-0100-self-play","uct-0100","22","3","24","0.500000","0.375000","0.083333","2","0.083333","2.666667","5","0.916667","0.791667","22","0.916667","12","4","5","0","3","1.000000","0.000000","0.250000","0.750000","4.000000","4.000000","0.166667","6","3","11","0.636364","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","23","2","24","0.916667","0.541667","0.291667","10","0.416667","1.791667","5","0.708333","0.500000","13","0.541667","15","10","0","1","4","0.909091","0.090909","0.266667","0.666667","2.300000","2.000000","0.095833","5","4","13","0.692308","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","23","1","24","1.791667","0.708333","0.500000","13","0.541667","1.791667","5","0.708333","0.500000","13","0.541667","21","15","0","1","5","0.937500","0.062500","0.238095","0.714286","1.866667","2.000000","0.077778","5","5","17","0.764706","6","1.000000"
"4x4","uct-0100-self-play","uct-0100","23","3","24","0.291667","0.250000","0.041667","3","0.125000","1.791667","5","0.708333","0.500000","13","0.541667","7","3","0","1","3","0.750000","0.250000","0.428571","0.428571","3.000000","3.000000","0.125000","3","0","7","0.428571","2","1.000000"
"4x4","uct-0100-self-play","uct-0100","24","2","24","1.208333","0.708333","0.291667","8","0.333333","2.500000","5","0.875000","0.625000","20","0.833333","18","8","6","0","4","1.000000","0.000000","0.222222","0.777778","4.142857","3.000000","0.172619","7","6","14","0.714286","6","0.666667"
"4x4","uct-0100-self-play","uct-0100","24","1","24","2.500000","0.875000","0.625000","20","0.833333","2.500000","5","0.875000","0.625000","20","0.833333","31","19","6","0","6","1.000000","0.000000","0.193548","0.806452","2.760000","2.000000","0.115000","7","6","22","0.818182","11","0.818182"
"4x4","uct-0100-self-play","uct-0100","24","3","24","0.458333","0.333333","0.083333","3","0.125000","2.500000","5","0.875000","0.625000","20","0.833333","11","3","6","0","2","1.000000","0.000000","0.181818","0.818182","5.333333","4.000000","0.222222","6","3","9","0.555556","4","0.500000"
"4x4","uct-0100-self-play","uct-0100","25","2","24","1.458333","0.833333","0.458333","20","0.833333","2.583333","4","0.875000","0.833333","21","0.875000","20","6","9","0","5","1.000000","0.000000","0.250000","0.750000","4.200000","4.000000","0.175000","7","5","15","0.466667","6","0.666667"
"4x4","uct-0100-self-play","uct-0100","25","1","24","2.583333","0.875000","0.833333","21","0.875000","2.583333","4","0.875000","0.833333","21","0.875000","27","12","9","0","6","1.000000","0.000000","0.222222","0.777778","3.285714","3.000000","0.136905","8","5","21","0.619048","9","0.777778"
"4x4","uct-0100-self-play","uct-0100","25","3","24","0.625000","0.500000","0.125000","4","0.166667","2.583333","4","0.875000","0.833333","21","0.875000","15","3","9","0","3","1.000000","0.000000","0.200000","0.800000","4.750000","4.000000","0.197917","6","4","14","0.428571","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","26","2","24","1.083333","0.750000","0.291667","16","0.666667","2.166667","4","0.875000","0.750000","21","0.875000","15","8","4","1","2","0.923077","0.076923","0.133333","0.800000","4.583333","3.000000","0.190972","6","4","12","0.583333","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","26","1","24","2.166667","0.875000","0.750000","21","0.875000","2.166667","4","0.875000","0.750000","21","0.875000","26","16","4","1","5","0.952381","0.047619","0.192308","0.769231","3.150000","2.000000","0.131250","7","7","19","0.736842","9","0.777778"
"4x4","uct-0100-self-play","uct-0100","26","3","24","0.458333","0.375000","0.083333","2","0.083333","2.166667","4","0.875000","0.750000","21","0.875000","11","5","4","1","1","0.900000","0.100000","0.090909","0.818182","5.444444","3.000000","0.226852","6","3","9","0.444444","3","0.333333"
"4x4","uct-0100-self-play","uct-0100","27","2","24","1.416667","0.833333","0.416667","17","0.708333","2.833333","6","0.916667","0.750000","22","0.916667","22","11","7","0","4","1.000000","0.000000","0.181818","0.818182","4.000000","2.500000","0.166667","8","7","18","0.722222","10","0.800000"
"4x4","uct-0100-self-play","uct-0100","27","1","24","2.833333","0.916667","0.750000","22","0.916667","2.833333","6","0.916667","0.750000","22","0.916667","34","20","7","1","6","0.964286","0.035714","0.176471","0.794118","3.000000","2.000000","0.125000","8","7","27","0.777778","12","0.833333"
"4x4","uct-0100-self-play","uct-0100","27","3","24","0.500000","0.416667","0.083333","4","0.166667","2.833333","6","0.916667","0.750000","22","0.916667","12","2","7","0","3","1.000000","0.000000","0.250000","0.750000","6.000000","5.000000","0.250000","7","2","9","0.444444","5","0.600000"
"4x4","uct-0100-self-play","uct-0100","28","2","24","1.291667","0.750000","0.333333","10","0.416667","2.541667","4","0.875000","0.791667","21","0.875000","18","7","6","2","3","0.866667","0.133333","0.166667","0.722222","3.923077","3.000000","0.163462","8","4","16","0.500000","6","0.833333"
"4x4","uct-0100-self-play","uct-0100","28","1","24","2.541667","0.875000","0.791667","21","0.875000","2.541667","4","0.875000","0.791667","21","0.875000","30","17","6","2","5","0.920000","0.080000","0.166667","0.766667","2.652174","2.000000","0.110507","8","7","24","0.666667","12","0.916667"
"4x4","uct-0100-self-play","uct-0100","28","3","24","0.541667","0.416667","0.125000","2","0.083333","2.541667","4","0.875000","0.791667","21","0.875000","13","2","6","2","3","0.800000","0.200000","0.230769","0.615385","5.125000","5.000000","0.213542","5","2","12","0.333333","4","0.750000"
"4x4","uct-0100-self-play","uct-0100","29","2","24","1.000000","0.583333","0.333333","10","0.416667","1.833333","5","0.750000","0.625000","18","0.750000","13","5","3","1","4","0.888889","0.111111","0.307692","0.615385","3.750000","3.000000","0.156250","5","3","11","0.545455","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","29","1","24","1.833333","0.750000","0.625000","18","0.750000","1.833333","5","0.750000","0.625000","18","0.750000","20","11","3","1","5","0.933333","0.066667","0.250000","0.700000","2.571429","2.500000","0.107143","7","5","16","0.687500","7","1.000000"
"4x4","uct-0100-self-play","uct-0100","29","3","24","0.458333","0.375000","0.083333","3","0.125000","1.833333","5","0.750000","0.625000","18","0.750000","11","4","3","1","3","0.875000","0.125000","0.272727","0.636364","4.000000","3.000000","0.166667","5","2","10","0.500000","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","30","2","24","0.583333","0.375000","0.208333","6","0.250000","1.375000","4","0.666667","0.416667","11","0.458333","9","4","2","0","3","1.000000","0.000000","0.333333","0.666667","4.500000","2.500000","0.187500","5","1","7","0.571429","5","0.800000"
"4x4","uct-0100-self-play","uct-0100","30","1","24","1.375000","0.666667","0.416667","11","0.458333","1.375000","4","0.666667","0.416667","11","0.458333","19","12","2","0","5","1.000000","0.000000","0.263158","0.736842","2.500000","1.000000","0.104167","5","4","14","0.785714","8","0.875000"
"4x4","uct-0100-self-play","uct-0100","30","3","24","0.208333","0.208333","0.000000","4","0.166667","1.375000","4","0.666667","0.416667","11","0.458333","5","1","2","0","2","1.000000","0.000000","0.400000","0.600000","7.000000","7.000000","0.291667","3","0","4","0.250000","2","0.500000"
"4x4","uct-0100-self-play","uct-0100","31","2","24","1.541667","0.833333","0.541667","19","0.791667","2.875000","5","0.916667","0.833333","22","0.916667","23","9","9","1","4","0.947368","0.052632","0.173913","0.782609","3.666667","3.500000","0.152778","8","6","19","0.684211","11","0.818182"
"4x4","uct-0100-self-play","uct-0100","31","1","24","2.875000","0.916667","0.833333","22","0.916667","2.875000","5","0.916667","0.833333","22","0.916667","32","17","9","1","5","0.962963","0.037037","0.156250","0.812500","2.846154","2.000000","0.118590","9","7","25","0.760000","13","0.846154"
"4x4","uct-0100-self-play","uct-0100","31","3","24","0.583333","0.541667","0.041667","3","0.125000","2.875000","5","0.916667","0.833333","22","0.916667","14","1","9","1","3","0.909091","0.090909","0.214286","0.714286","5.000000","4.000000","0.208333","7","3","12","0.500000","6","0.666667"
"4x4","uct-0100-self-play","uct-0100","32","2","24","1.125000","0.708333","0.333333","5","0.208333","2.333333","5","0.875000","0.791667","18","0.750000","17","7","5","0","5","1.000000","0.000000","0.294118","0.705882","4.000000","2.000000","0.166667","6","4","14","0.428571","7","0.428571"
"4x4","uct-0100-self-play","uct-0100","32","1","24","2.333333","0.875000","0.791667","18","0.750000","2.333333","5","0.875000","0.791667","18","0.750000","29","17","5","0","7","1.000000","0.000000","0.241379","0.758621","2.636364","2.000000","0.109848","7","5","24","0.666667","13","0.692308"
"4x4","uct-0100-self-play","uct-0100","32","3","24","0.416667","0.375000","0.041667","3","0.125000","2.333333","5","0.875000","0.791667","18","0.750000","10","0","5","0","5","1.000000","0.000000","0.500000","0.500000","6.800000","6.000000","0.283333","5","0","8","0.000000","5","0.200000"
"4x4","uct-0100-self-play","uct-0100","33","2","24","0.875000","0.625000","0.208333","6","0.250000","1.750000","4","0.833333","0.583333","19","0.791667","13","6","4","0","3","1.000000","0.000000","0.230769","0.769231","3.100000","3.000000","0.129167","4","4","10","0.700000","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","33","1","24","1.750000","0.833333","0.583333","19","0.791667","1.750000","4","0.833333","0.583333","19","0.791667","21","12","4","0","5","1.000000","0.000000","0.238095","0.761905","2.312500","2.000000","0.096354","6","4","15","0.800000","6","1.000000"
"4x4","uct-0100-self-play","uct-0100","33","3","24","0.333333","0.291667","0.041667","3","0.125000","1.750000","4","0.833333","0.583333","19","0.791667","8","2","4","0","2","1.000000","0.000000","0.250000","0.750000","3.833333","4.000000","0.159722","4","2","8","0.625000","3","1.000000"
"4x4","uct-0100-self-play","uct-0100","34","2","24","0.875000","0.541667","0.250000","6","0.250000","1.750000","5","0.791667","0.625000","14","0.583333","14","5","4","0","5","1.000000","0.000000","0.357143","0.642857","3.333333","2.000000","0.138889","3","3","10","0.600000","4","1.000000"
"4x4","uct-0100-self-play","uct-0100","34","1","24","1.750000","0.791667","0.625000","14","0.583333","1.750000","5","0.791667","0.625000","14","0.583333","21","11","4","0","6","1.000000","0.000000","0.285714","0.714286","2.400000","2.000000","0.100000","5","4","16","0.750000","8","1.000000"
"4x4","uct-0100-self-play","uct-0100","34","3","24","0.291667","0.250000","0.041667","2","0.083333","1.750000","5","0.791667","0.625000","14","0.583333","7","0","4","0","3","1.000000","0.000000","0.428571","0.571429","5.000000","5.000000","0.208333","3","1","5","0.200000","2","1.000000"
"4x4","uct-0100-self-play","uct-0100","35","2","24","1.041667","0.666667","0.291667","9","0.375000","1.875000","4","0.833333","0.583333","17","0.708333","15","4","5","0","6","1.000000","0.000000","0.400000","0.600000","3.888889","4.000000","0.162037","5","3","11","0.454545","5","1.000000"
"4x4","uct-0100-self-play","uct-0100","35","1","24","1.875000","0.833333","0.583333","17","0.708333","1.875000","4","0.833333","0.583333","17","0.708333","20","8","5","0","7","1.000000","0.000000","0.350000","0.650000","3.000000","2.000000","0.125000","6","4","15","0.600000","7","1.000000"
