experiment_id,game_index,winner,final_result,comparison_layer,last_lead_change_turn,lead_change_count,equality_turns,equality_periods,final_return_to_equality_turn,strict_persistent_lead_turn,nonlosing_persistence_turn,final_layer_sign
uct-10000-self-play,1,1,p1_win,secured,15,1,13,3,22,23,15,1
uct-10000-self-play,1,1,p1_win,secured_advantage,15,4,4,3,22,23,15,1
uct-10000-self-play,1,1,p1_win,full_lexicographic,15,4,2,1,1,15,15,1
uct-10000-self-play,2,1,p1_win,secured,,0,13,4,20,23,1,1
uct-10000-self-play,2,1,p1_win,secured_advantage,21,4,9,6,22,23,21,1
uct-10000-self-play,2,1,p1_win,full_lexicographic,23,6,5,4,16,23,23,1
uct-10000-self-play,3,0,draw,secured,21,2,12,4,24,,,0
uct-10000-self-play,3,0,draw,secured_advantage,21,4,5,4,24,,,0
uct-10000-self-play,3,0,draw,full_lexicographic,21,4,4,3,24,,,0
uct-10000-self-play,4,1,p1_win,secured,,0,12,3,22,,1,0
uct-10000-self-play,4,1,p1_win,secured_advantage,,0,6,5,20,21,1,1
uct-10000-self-play,4,1,p1_win,full_lexicographic,21,2,3,2,4,21,21,1
uct-10000-self-play,5,1,p1_win,secured,,0,15,4,18,21,1,1
uct-10000-self-play,5,1,p1_win,secured_advantage,,0,7,4,18,21,1,1
uct-10000-self-play,5,1,p1_win,full_lexicographic,,0,3,2,4,5,1,1
uct-10000-self-play,6,0,draw,secured,22,3,13,6,23,,,0
uct-10000-self-play,6,0,draw,secured_advantage,23,6,6,5,24,,,0
uct-10000-self-play,6,0,draw,full_lexicographic,23,8,5,4,24,,,0
uct-10000-self-play,7,0,draw,secured,19,2,18,5,20,,,0
uct-10000-self-play,7,0,draw,secured_advantage,15,2,5,4,24,,,0
uct-10000-self-play,7,0,draw,full_lexicographic,15,2,5,4,24,,,0
uct-10000-self-play,8,2,p2_win,secured,20,3,16,4,23,,14,0
uct-10000-self-play,8,2,p2_win,secured_advantage,20,3,7,4,23,24,20,-1
uct-10000-self-play,8,2,p2_win,full_lexicographic,24,5,5,2,8,24,24,-1
uct-10000-self-play,9,1,p1_win,secured,19,4,11,3,20,23,19,1
uct-10000-self-play,9,1,p1_win,secured_advantage,19,8,2,1,1,19,19,1
uct-10000-self-play,9,1,p1_win,full_lexicographic,19,8,2,1,1,19,19,1
uct-10000-self-play,10,1,p1_win,secured,21,2,16,4,22,,21,0
uct-10000-self-play,10,1,p1_win,secured_advantage,21,2,7,6,22,23,21,1
uct-10000-self-play,10,1,p1_win,full_lexicographic,21,2,6,5,12,21,21,1
uct-10000-self-play,11,1,p1_win,secured,,0,11,4,22,,1,0
uct-10000-self-play,11,1,p1_win,secured_advantage,5,2,3,2,8,9,5,1
uct-10000-self-play,11,1,p1_win,full_lexicographic,9,4,2,1,1,9,9,1
uct-10000-self-play,12,1,p1_win,secured,17,2,13,3,14,17,17,1
uct-10000-self-play,12,1,p1_win,secured_advantage,17,6,6,4,15,17,17,1
uct-10000-self-play,12,1,p1_win,full_lexicographic,17,8,3,2,4,17,17,1
uct-10000-self-play,13,2,p2_win,secured,,0,14,3,22,,22,0
uct-10000-self-play,13,2,p2_win,secured_advantage,24,3,5,3,22,24,22,-1
uct-10000-self-play,13,2,p2_win,full_lexicographic,24,3,3,2,22,24,24,-1
uct-10000-self-play,14,1,p1_win,secured,,0,5,2,24,,1,0
uct-10000-self-play,14,1,p1_win,secured_advantage,,0,3,2,4,5,1,1
uct-10000-self-play,14,1,p1_win,full_lexicographic,,0,3,2,4,5,1,1
uct-10000-self-play,15,1,p1_win,secured,,0,9,2,22,,1,0
uct-10000-self-play,15,1,p1_win,secured_advantage,,0,3,2,6,7,1,1
uct-10000-self-play,15,1,p1_win,full_lexicographic,,0,2,1,1,3,1,1
uct-10000-self-play,16,1,p1_win,secured,23,2,13,3,17,23,23,1
uct-10000-self-play,16,1,p1_win,secured_advantage,23,4,4,3,18,23,23,1
uct-10000-self-play,16,1,p1_win,full_lexicographic,23,4,4,3,18,23,23,1
uct-10000-self-play,17,1,p1_win,secured,23,2,18,5,21,23,21,1
uct-10000-self-play,17,1,p1_win,secured_advantage,21,6,7,6,22,23,21,1
uct-10000-self-play,17,1,p1_win,full_lexicographic,21,12,4,3,22,23,21,1
uct-10000-self-play,18,1,p1_win,secured,23,2,16,4,21,23,21,1
uct-10000-self-play,18,1,p1_win,secured_advantage,21,2,4,3,22,23,21,1
uct-10000-self-play,18,1,p1_win,full_lexicographic,21,2,2,1,1,21,21,1
uct-10000-self-play,19,2,p2_win,secured,,0,17,4,21,,1,0
uct-10000-self-play,19,2,p2_win,secured_advantage,16,5,2,1,1,16,16,-1
uct-10000-self-play,19,2,p2_win,full_lexicographic,16,5,2,1,1,16,16,-1
uct-10000-self-play,20,1,p1_win,secured,15,2,19,6,22,,13,0
uct-10000-self-play,20,1,p1_win,secured_advantage,13,2,7,6,18,19,13,1
uct-10000-self-play,20,1,p1_win,full_lexicographic,13,4,6,5,18,19,13,1
uct-10000-self-play,21,1,p1_win,secured,,0,11,4,14,17,1,1
uct-10000-self-play,21,1,p1_win,secured_advantage,9,4,5,4,14,15,9,1
uct-10000-self-play,21,1,p1_win,full_lexicographic,9,4,4,3,12,13,9,1
uct-10000-self-play,22,1,p1_win,secured,,0,17,4,20,,1,0
uct-10000-self-play,22,1,p1_win,secured_advantage,,0,6,5,20,21,1,1
uct-10000-self-play,22,1,p1_win,full_lexicographic,21,2,4,3,18,21,21,1
uct-10000-self-play,23,1,p1_win,secured,17,2,12,3,20,23,17,1
uct-10000-self-play,23,1,p1_win,secured_advantage,17,4,4,3,8,17,17,1
uct-10000-self-play,23,1,p1_win,full_lexicographic,17,4,3,2,8,17,17,1
uct-10000-self-play,24,1,p1_win,secured,21,2,6,3,12,21,21,1
uct-10000-self-play,24,1,p1_win,secured_advantage,21,2,5,4,12,21,21,1
uct-10000-self-play,24,1,p1_win,full_lexicographic,21,2,4,3,10,21,21,1
uct-10000-self-play,25,1,p1_win,secured,,0,11,4,18,21,1,1
uct-10000-self-play,25,1,p1_win,secured_advantage,,0,4,3,10,11,1,1
uct-10000-self-play,25,1,p1_win,full_lexicographic,,0,4,3,10,11,1,1
uct-10000-self-play,26,2,p2_win,secured,18,2,14,4,23,24,12,-1
uct-10000-self-play,26,2,p2_win,secured_advantage,24,5,3,2,10,24,24,-1
uct-10000-self-play,26,2,p2_win,full_lexicographic,24,5,3,2,10,24,24,-1
uct-10000-self-play,27,0,draw,secured,19,2,9,4,24,,,0
uct-10000-self-play,27,0,draw,secured_advantage,19,4,4,3,24,,,0
uct-10000-self-play,27,0,draw,full_lexicographic,19,4,3,2,24,,,0
uct-10000-self-play,28,2,p2_win,secured,19,3,15,5,24,,24,0
uct-10000-self-play,28,2,p2_win,secured_advantage,24,5,8,6,22,24,24,-1
uct-10000-self-play,28,2,p2_win,full_lexicographic,24,5,6,5,22,24,24,-1
uct-10000-self-play,29,1,p1_win,secured,,0,13,4,22,23,1,1
uct-10000-self-play,29,1,p1_win,secured_advantage,,0,2,1,1,3,1,1
uct-10000-self-play,29,1,p1_win,full_lexicographic,,0,2,1,1,3,1,1
uct-10000-self-play,30,1,p1_win,secured,17,2,10,4,22,23,17,1
uct-10000-self-play,30,1,p1_win,secured_advantage,17,2,5,4,22,23,17,1
uct-10000-self-play,30,1,p1_win,full_lexicographic,17,2,3,2,4,17,17,1
uct-10000-self-play,31,1,p1_win,secured,9,1,13,5,16,19,9,1
uct-10000-self-play,31,1,p1_win,secured_advantage,11,4,8,5,18,19,11,1
uct-10000-self-play,31,1,p1_win,full_lexicographic,11,6,5,2,12,13,11,1
uct-10000-self-play,32,2,p2_win,secured,20,1,11,3,18,20,18,-1
uct-10000-self-play,32,2,p2_win,secured_advantage,20,3,4,3,14,20,20,-1
uct-10000-self-play,32,2,p2_win,full_lexicographic,20,7,2,1,1,20,20,-1
uct-10000-self-play,33,0,draw,secured,17,1,15,5,24,,,0
uct-10000-self-play,33,0,draw,secured_advantage,19,6,3,2,24,,,0
uct-10000-self-play,33,0,draw,full_lexicographic,19,6,3,2,24,,,0
uct-10000-self-play,34,2,p2_win,secured,22,3,13,3,12,22,22,-1
uct-10000-self-play,34,2,p2_win,secured_advantage,22,3,3,2,4,22,22,-1
uct-10000-self-play,34,2,p2_win,full_lexicographic,22,3,3,2,4,22,22,-1
uct-10000-self-play,35,2,p2_win,secured,22,4,11,2,16,22,22,-1
uct-10000-self-play,35,2,p2_win,secured_advantage,22,5,5,3,16,22,22,-1
uct-10000-self-play,35,2,p2_win,full_lexicographic,22,5,4,3,16,22,22,-1
uct-10000-self-play,36,1,p1_win,secured,22,2,14,5,23,,23,0
uct-10000-self-play,36,1,p1_win,secured_advantage,23,4,5,4,11,23,23,1
uct-10000-self-play,36,1,p1_win,full_lexicographic,23,6,2,1,1,23,23,1
uct-10000-self-play,37,2,p2_win,secured,,0,12,5,24,,24,0
uct-10000-self-play,37,2,p2_win,secured_advantage,24,3,8,6,18,24,24,-1
uct-10000-self-play,37,2,p2_win,full_lexicographic,24,5,5,4,14,24,24,-1
uct-10000-self-play,38,2,p2_win,secured,16,1,19,4,19,,12,0
uct-10000-self-play,38,2,p2_win,secured_advantage,24,5,9,5,19,24,24,-1
uct-10000-self-play,38,2,p2_win,full_lexicographic,24,5,3,2,10,24,24,-1
uct-10000-self-play,39,2,p2_win,secured,21,2,14,5,24,,24,0
uct-10000-self-play,39,2,p2_win,secured_advantage,21,4,5,4,24,,24,0
uct-10000-self-play,39,2,p2_win,full_lexicographic,24,5,4,3,10,24,24,-1
uct-10000-self-play,40,1,p1_win,secured,17,2,13,5,18,,17,0
uct-10000-self-play,40,1,p1_win,secured_advantage,17,4,7,5,20,21,17,1
uct-10000-self-play,40,1,p1_win,full_lexicographic,17,4,6,5,20,21,17,1
uct-10000-self-play,41,1,p1_win,secured,23,2,13,6,24,,21,0
uct-10000-self-play,41,1,p1_win,secured_advantage,21,2,5,4,12,21,21,1
uct-10000-self-play,41,1,p1_win,full_lexicographic,21,2,5,4,12,21,21,1
uct-10000-self-play,42,2,p2_win,secured,24,1,10,4,22,24,22,-1
uct-10000-self-play,42,2,p2_win,secured_advantage,24,1,7,6,22,24,24,-1
uct-10000-self-play,42,2,p2_win,full_lexicographic,24,3,6,5,18,24,24,-1
uct-10000-self-play,43,2,p2_win,secured,,0,10,3,24,,24,0
uct-10000-self-play,43,2,p2_win,secured_advantage,,0,5,4,24,,24,0
uct-10000-self-play,43,2,p2_win,full_lexicographic,24,1,3,2,4,24,24,-1
uct-10000-self-play,44,0,draw,secured,17,2,14,6,22,,,0
uct-10000-self-play,44,0,draw,secured_advantage,19,6,8,5,22,,,0
uct-10000-self-play,44,0,draw,full_lexicographic,19,8,7,4,22,,,0
uct-10000-self-play,45,1,p1_win,secured,11,1,9,3,18,19,11,1
uct-10000-self-play,45,1,p1_win,secured_advantage,11,2,7,4,18,19,11,1
uct-10000-self-play,45,1,p1_win,full_lexicographic,11,2,4,3,6,11,11,1
uct-10000-self-play,46,2,p2_win,secured,20,2,14,4,21,,18,0
uct-10000-self-play,46,2,p2_win,secured_advantage,20,3,6,5,23,24,20,-1
uct-10000-self-play,46,2,p2_win,full_lexicographic,24,7,4,3,14,24,24,-1
uct-10000-self-play,47,2,p2_win,secured,22,3,8,2,17,22,22,-1
uct-10000-self-play,47,2,p2_win,secured_advantage,22,5,3,2,6,22,22,-1
uct-10000-self-play,47,2,p2_win,full_lexicographic,22,5,2,1,1,22,22,-1
uct-10000-self-play,48,2,p2_win,secured,20,3,11,4,23,,20,0
uct-10000-self-play,48,2,p2_win,secured_advantage,20,3,6,5,23,24,20,-1
uct-10000-self-play,48,2,p2_win,full_lexicographic,24,5,5,4,12,24,24,-1
uct-10000-self-play,49,1,p1_win,secured,23,2,11,3,20,23,23,1
uct-10000-self-play,49,1,p1_win,secured_advantage,23,2,8,3,16,23,23,1
uct-10000-self-play,49,1,p1_win,full_lexicographic,23,2,4,3,16,23,23,1
uct-10000-self-play,50,1,p1_win,secured,,0,14,5,22,,1,0
uct-10000-self-play,50,1,p1_win,secured_advantage,,0,7,4,18,19,1,1
uct-10000-self-play,50,1,p1_win,full_lexicographic,,0,6,3,18,19,1,1
uct-10000-self-play,51,2,p2_win,secured,20,1,10,3,16,20,20,-1
uct-10000-self-play,51,2,p2_win,secured_advantage,20,1,6,5,16,20,20,-1
uct-10000-self-play,51,2,p2_win,full_lexicographic,20,1,6,5,16,20,20,-1
uct-10000-self-play,52,1,p1_win,secured,11,1,11,4,22,23,9,1
uct-10000-self-play,52,1,p1_win,secured_advantage,9,2,5,4,22,23,9,1
uct-10000-self-play,52,1,p1_win,full_lexicographic,23,4,4,3,10,23,23,1
uct-10000-self-play,53,1,p1_win,secured,17,2,9,2,20,23,17,1
uct-10000-self-play,53,1,p1_win,secured_advantage,17,2,8,3,20,23,17,1
uct-10000-self-play,53,1,p1_win,full_lexicographic,23,4,7,3,21,23,21,1
uct-10000-self-play,54,1,p1_win,secured,21,2,14,5,22,,17,0
uct-10000-self-play,54,1,p1_win,secured_advantage,21,4,7,5,22,23,21,1
uct-10000-self-play,54,1,p1_win,full_lexicographic,21,4,4,3,22,23,21,1
uct-10000-self-play,55,1,p1_win,secured,23,2,18,5,21,23,21,1
uct-10000-self-play,55,1,p1_win,secured_advantage,23,6,7,6,17,23,23,1
uct-10000-self-play,55,1,p1_win,full_lexicographic,23,8,4,3,12,23,23,1
uct-10000-self-play,56,2,p2_win,secured,11,1,20,5,18,,18,0
uct-10000-self-play,56,2,p2_win,secured_advantage,24,7,10,6,20,24,20,-1
uct-10000-self-play,56,2,p2_win,full_lexicographic,24,7,8,7,22,24,24,-1
uct-10000-self-play,57,2,p2_win,secured,14,1,16,4,19,22,8,-1
uct-10000-self-play,57,2,p2_win,secured_advantage,22,5,4,3,8,22,22,-1
uct-10000-self-play,57,2,p2_win,full_lexicographic,22,5,4,3,8,22,22,-1
uct-10000-self-play,58,2,p2_win,secured,19,2,9,4,24,,24,0
uct-10000-self-play,58,2,p2_win,secured_advantage,24,3,5,4,18,24,24,-1
uct-10000-self-play,58,2,p2_win,full_lexicographic,24,3,3,2,14,24,24,-1
uct-10000-self-play,59,2,p2_win,secured,24,1,14,4,20,24,20,-1
uct-10000-self-play,59,2,p2_win,secured_advantage,24,3,5,3,8,24,24,-1
uct-10000-self-play,59,2,p2_win,full_lexicographic,24,3,5,3,8,24,24,-1
uct-10000-self-play,60,0,draw,secured,13,2,10,3,22,,,0
uct-10000-self-play,60,0,draw,secured_advantage,13,2,7,4,22,,,0
uct-10000-self-play,60,0,draw,full_lexicographic,13,2,7,4,22,,,0
uct-10000-self-play,61,1,p1_win,secured,22,3,13,5,23,,23,0
uct-10000-self-play,61,1,p1_win,secured_advantage,23,4,4,3,10,23,23,1
uct-10000-self-play,61,1,p1_win,full_lexicographic,23,4,3,2,10,23,23,1
uct-10000-self-play,62,2,p2_win,secured,22,1,14,6,23,24,18,-1
uct-10000-self-play,62,2,p2_win,secured_advantage,24,3,7,6,20,24,24,-1
uct-10000-self-play,62,2,p2_win,full_lexicographic,24,3,5,4,20,24,24,-1
uct-10000-self-play,63,2,p2_win,secured,24,1,11,5,22,24,22,-1
uct-10000-self-play,63,2,p2_win,secured_advantage,24,3,4,3,20,24,24,-1
uct-10000-self-play,63,2,p2_win,full_lexicographic,24,3,2,1,1,24,24,-1
uct-10000-self-play,64,2,p2_win,secured,24,3,11,3,20,24,24,-1
uct-10000-self-play,64,2,p2_win,secured_advantage,24,3,4,3,16,24,24,-1
uct-10000-self-play,64,2,p2_win,full_lexicographic,24,3,2,1,1,24,24,-1
uct-10000-self-play,65,1,p1_win,secured,,0,12,3,20,23,1,1
uct-10000-self-play,65,1,p1_win,secured_advantage,,0,6,3,14,15,1,1
uct-10000-self-play,65,1,p1_win,full_lexicographic,,0,3,2,14,15,1,1
uct-10000-self-play,66,1,p1_win,secured,,0,16,5,22,,1,0
uct-10000-self-play,66,1,p1_win,secured_advantage,,0,8,7,22,23,1,1
uct-10000-self-play,66,1,p1_win,full_lexicographic,,0,6,5,22,23,1,1
uct-10000-self-play,67,1,p1_win,secured,19,3,10,2,22,,19,0
uct-10000-self-play,67,1,p1_win,secured_advantage,19,4,8,3,22,,19,0
uct-10000-self-play,67,1,p1_win,full_lexicographic,19,4,5,2,6,19,19,1
uct-10000-self-play,68,1,p1_win,secured,21,4,15,4,22,,17,0
uct-10000-self-play,68,1,p1_win,secured_advantage,17,4,4,3,8,17,17,1
uct-10000-self-play,68,1,p1_win,full_lexicographic,17,4,4,3,8,17,17,1
uct-10000-self-play,69,1,p1_win,secured,21,2,15,4,17,21,21,1
uct-10000-self-play,69,1,p1_win,secured_advantage,21,10,5,3,9,21,21,1
uct-10000-self-play,69,1,p1_win,full_lexicographic,21,12,3,2,4,21,21,1
uct-10000-self-play,70,1,p1_win,secured,19,2,17,6,22,,15,0
uct-10000-self-play,70,1,p1_win,secured_advantage,15,4,9,6,22,23,15,1
uct-10000-self-play,70,1,p1_win,full_lexicographic,15,4,7,6,22,23,15,1
uct-10000-self-play,71,2,p2_win,secured,24,3,14,5,22,24,22,-1
uct-10000-self-play,71,2,p2_win,secured_advantage,24,5,4,3,12,24,24,-1
uct-10000-self-play,71,2,p2_win,full_lexicographic,24,5,4,3,12,24,24,-1
uct-10000-self-play,72,1,p1_win,secured,14,1,11,4,23,,23,0
