"board","experiment_id","iteration_limit","game_index","winner","moves","turns","end_type","final_p1_score","final_p2_score","p1_placements","p2_placements","trial_file"
"7x7-p72","7x7-seeded-random","-1","29","1","144","48","NaturalEnd","1196","754","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0029.trl"
"7x7-p72","7x7-seeded-random","-1","30","2","144","48","NaturalEnd","1268","4698","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0030.trl"
"7x7-p72","7x7-seeded-random","-1","31","1","144","48","NaturalEnd","12003","4695","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0031.trl"
"7x7-p72","7x7-seeded-random","-1","32","1","144","48","NaturalEnd","4767","1118","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0032.trl"
"7x7-p72","7x7-seeded-random","-1","33","1","144","48","NaturalEnd","4699","4547","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0033.trl"
"7x7-p72","7x7-seeded-random","-1","34","2","144","48","NaturalEnd","7980","8497","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0034.trl"
"7x7-p72","7x7-seeded-random","-1","35","1","144","48","NaturalEnd","11709","4773","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0035.trl"
"7x7-p72","7x7-seeded-random","-1","36","2","144","48","NaturalEnd","4475","8425","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0036.trl"
"7x7-p72","7x7-seeded-random","-1","37","2","144","48","NaturalEnd","4551","4624","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0037.trl"
"7x7-p72","7x7-seeded-random","-1","38","2","144","48","NaturalEnd","8279","19013","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0038.trl"
"7x7-p72","7x7-seeded-random","-1","39","2","144","48","NaturalEnd","4699","4924","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0039.trl"
"7x7-p72","7x7-seeded-random","-1","40","2","144","48","NaturalEnd","11635","11856","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0040.trl"
"7x7-p72","7x7-seeded-random","-1","41","2","144","48","NaturalEnd","4770","8199","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0041.trl"
"7x7-p72","7x7-seeded-random","-1","42","1","144","48","NaturalEnd","8275","4619","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0042.trl"
"7x7-p72","7x7-seeded-random","-1","43","2","144","48","NaturalEnd","4550","4623","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0043.trl"
"7x7-p72","7x7-seeded-random","-1","44","1","144","48","NaturalEnd","15363","4850","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0044.trl"
"7x7-p72","7x7-seeded-random","-1","45","2","144","48","NaturalEnd","4473","8053","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0045.trl"
"7x7-p72","7x7-seeded-random","-1","46","2","144","48","NaturalEnd","1197","8499","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0046.trl"
"7x7-p72","7x7-seeded-random","-1","47","1","144","48","NaturalEnd","11929","4628","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0047.trl"
"7x7-p72","7x7-seeded-random","-1","48","1","144","48","NaturalEnd","8206","8203","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0048.trl"
"7x7-p72","7x7-seeded-random","-1","49","1","144","48","NaturalEnd","8348","4550","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0049.trl"
"7x7-p72","7x7-seeded-random","-1","50","2","144","48","NaturalEnd","4477","4695","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0050.trl"
"7x7-p72","7x7-seeded-random","-1","51","2","144","48","NaturalEnd","4839","8272","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0051.trl"
"7x7-p72","7x7-seeded-random","-1","52","1","144","48","NaturalEnd","15432","8128","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0052.trl"
"7x7-p72","7x7-seeded-random","-1","53","2","144","48","NaturalEnd","7908","8206","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0053.trl"
"7x7-p72","7x7-seeded-random","-1","54","0","144","48","NaturalEnd","8128","8128","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0054.trl"
"7x7-p72","7x7-seeded-random","-1","55","1","144","48","NaturalEnd","4546","4397","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0055.trl"
"7x7-p72","7x7-seeded-random","-1","56","1","144","48","NaturalEnd","4919","4623","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0056.trl"
"7x7-p72","7x7-seeded-random","-1","57","2","144","48","NaturalEnd","8124","11999","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0057.trl"
"7x7-p72","7x7-seeded-random","-1","58","2","144","48","NaturalEnd","11706","15363","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0058.trl"
"7x7-p72","7x7-seeded-random","-1","59","1","144","48","NaturalEnd","8133","8130","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0059.trl"
"7x7-p72","7x7-seeded-random","-1","60","2","144","48","NaturalEnd","4551","4846","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0060.trl"
"7x7-p72","7x7-seeded-random","-1","61","2","144","48","NaturalEnd","1046","11857","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0061.trl"
"7x7-p72","7x7-seeded-random","-1","62","1","144","48","NaturalEnd","11861","7835","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0062.trl"
"7x7-p72","7x7-seeded-random","-1","63","1","144","48","NaturalEnd","8058","4476","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0063.trl"
"7x7-p72","7x7-seeded-random","-1","64","1","144","48","NaturalEnd","8053","1120","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0064.trl"
"7x7-p72","7x7-seeded-random","-1","65","1","144","48","NaturalEnd","11931","4476","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0065.trl"
"7x7-p72","7x7-seeded-random","-1","66","2","144","48","NaturalEnd","4401","8277","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0066.trl"
"7x7-p72","7x7-seeded-random","-1","67","1","144","48","NaturalEnd","15650","11855","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0067.trl"
"7x7-p72","7x7-seeded-random","-1","68","2","144","48","NaturalEnd","823","11780","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0068.trl"
"7x7-p72","7x7-seeded-random","-1","69","1","144","48","NaturalEnd","11930","8206","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0069.trl"
"7x7-p72","7x7-seeded-random","-1","70","2","144","48","NaturalEnd","4846","8202","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0070.trl"
"7x7-p72","7x7-seeded-random","-1","71","2","144","48","NaturalEnd","1265","11633","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0071.trl"
"7x7-p72","7x7-seeded-random","-1","72","2","144","48","NaturalEnd","4771","11707","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0072.trl"
"7x7-p72","7x7-seeded-random","-1","73","1","144","48","NaturalEnd","11561","8425","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0073.trl"
"7x7-p72","7x7-seeded-random","-1","74","2","144","48","NaturalEnd","4997","11704","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0074.trl"
"7x7-p72","7x7-seeded-random","-1","75","1","144","48","NaturalEnd","8053","4701","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0075.trl"
"7x7-p72","7x7-seeded-random","-1","76","1","144","48","NaturalEnd","8353","7986","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0076.trl"
"7x7-p72","7x7-seeded-random","-1","77","2","144","48","NaturalEnd","8199","12077","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0077.trl"
"7x7-p72","7x7-seeded-random","-1","78","1","144","48","NaturalEnd","8052","4402","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0078.trl"
"7x7-p72","7x7-seeded-random","-1","79","1","144","48","NaturalEnd","18940","8353","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0079.trl"
"7x7-p72","7x7-seeded-random","-1","80","2","144","48","NaturalEnd","1196","8427","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0080.trl"
"7x7-p72","7x7-seeded-random","-1","81","1","144","48","NaturalEnd","8052","4471","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0081.trl"
"7x7-p72","7x7-seeded-random","-1","82","1","144","48","NaturalEnd","8054","822","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0082.trl"
"7x7-p72","7x7-seeded-random","-1","83","1","144","48","NaturalEnd","4769","1192","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0083.trl"
"7x7-p72","7x7-seeded-random","-1","84","2","144","48","NaturalEnd","11929","15359","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0084.trl"
"7x7-p72","7x7-seeded-random","-1","85","1","144","48","NaturalEnd","8572","4700","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0085.trl"
"7x7-p72","7x7-seeded-random","-1","86","1","144","48","NaturalEnd","4922","900","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0086.trl"
"7x7-p72","7x7-seeded-random","-1","87","2","144","48","NaturalEnd","4258","11558","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0087.trl"
"7x7-p72","7x7-seeded-random","-1","88","2","144","48","NaturalEnd","8200","8201","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0088.trl"
"7x7-p72","7x7-seeded-random","-1","89","2","144","48","NaturalEnd","1194","8204","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0089.trl"
"7x7-p72","7x7-seeded-random","-1","90","2","144","48","NaturalEnd","11486","11784","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0090.trl"
"7x7-p72","7x7-seeded-random","-1","91","1","144","48","NaturalEnd","8130","4255","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0091.trl"
"7x7-p72","7x7-seeded-random","-1","92","2","144","48","NaturalEnd","4476","4848","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0092.trl"
"7x7-p72","7x7-seeded-random","-1","93","2","144","48","NaturalEnd","749","1265","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0093.trl"
"7x7-p72","7x7-seeded-random","-1","94","1","144","48","NaturalEnd","15062","4625","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0094.trl"
"7x7-p72","7x7-seeded-random","-1","95","1","144","48","NaturalEnd","11487","4553","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0095.trl"
"7x7-p72","7x7-seeded-random","-1","96","1","144","48","NaturalEnd","11633","4476","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0096.trl"
"7x7-p72","7x7-seeded-random","-1","97","2","144","48","NaturalEnd","4548","4621","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0097.trl"
"7x7-p72","7x7-seeded-random","-1","98","2","144","48","NaturalEnd","1193","4623","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0098.trl"
"7x7-p72","7x7-seeded-random","-1","99","2","144","48","NaturalEnd","4330","11710","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0099.trl"
"7x7-p72","7x7-seeded-random","-1","100","2","144","48","NaturalEnd","4474","8202","72","72","../issue-73/results/trials/7x7-seeded-random/7x7-seeded-random-0100.trl"
"7x7-p72","7x7-uct-0100","100","1","2","144","48","NaturalEnd","26390","29673","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0001.trl"
"7x7-p72","7x7-uct-0100","100","2","2","144","48","NaturalEnd","12009","19086","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0002.trl"
"7x7-p72","7x7-uct-0100","100","3","2","144","48","NaturalEnd","19155","22588","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0003.trl"
"7x7-p72","7x7-uct-0100","100","4","1","144","48","NaturalEnd","22515","22220","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0004.trl"
"7x7-p72","7x7-uct-0100","100","5","2","144","48","NaturalEnd","18938","19159","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0005.trl"
"7x7-p72","7x7-uct-0100","100","6","2","144","48","NaturalEnd","26091","26314","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0006.trl"
"7x7-p72","7x7-uct-0100","100","7","2","144","48","NaturalEnd","19009","19234","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0007.trl"
"7x7-p72","7x7-uct-0100","100","8","2","144","48","NaturalEnd","19084","19230","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0008.trl"
"7x7-p72","7x7-uct-0100","100","9","2","144","48","NaturalEnd","22586","22660","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0009.trl"
"7x7-p72","7x7-uct-0100","100","10","2","144","48","NaturalEnd","22442","22812","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0010.trl"
"7x7-p72","7x7-uct-0100","100","11","1","144","48","NaturalEnd","26094","19086","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0011.trl"
"7x7-p72","7x7-uct-0100","100","12","1","144","48","NaturalEnd","22808","22436","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0012.trl"
"7x7-p72","7x7-uct-0100","100","13","1","144","48","NaturalEnd","22589","12075","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0013.trl"
"7x7-p72","7x7-uct-0100","100","14","1","144","48","NaturalEnd","18863","4845","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0014.trl"
"7x7-p72","7x7-uct-0100","100","15","2","144","48","NaturalEnd","18936","19085","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0015.trl"
"7x7-p72","7x7-uct-0100","100","16","2","144","48","NaturalEnd","22738","26018","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0016.trl"
"7x7-p72","7x7-uct-0100","100","17","2","144","48","NaturalEnd","19013","22520","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0017.trl"
"7x7-p72","7x7-uct-0100","100","18","2","144","48","NaturalEnd","22372","22593","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0018.trl"
"7x7-p72","7x7-uct-0100","100","19","1","144","48","NaturalEnd","29747","29449","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0019.trl"
"7x7-p72","7x7-uct-0100","100","20","2","144","48","NaturalEnd","15281","15576","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0020.trl"
"7x7-p72","7x7-uct-0100","100","21","2","144","48","NaturalEnd","19089","22443","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0021.trl"
"7x7-p72","7x7-uct-0100","100","22","2","144","48","NaturalEnd","25945","26169","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0022.trl"
"7x7-p72","7x7-uct-0100","100","23","1","144","48","NaturalEnd","29521","26165","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0023.trl"
"7x7-p72","7x7-uct-0100","100","24","2","144","48","NaturalEnd","15435","18640","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0024.trl"
"7x7-p72","7x7-uct-0100","100","25","2","144","48","NaturalEnd","22216","22810","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0025.trl"
"7x7-p72","7x7-uct-0100","100","26","2","144","48","NaturalEnd","25798","26094","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0026.trl"
"7x7-p72","7x7-uct-0100","100","27","2","144","48","NaturalEnd","15360","18717","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0027.trl"
"7x7-p72","7x7-uct-0100","100","28","2","144","48","NaturalEnd","26168","29375","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0028.trl"
"7x7-p72","7x7-uct-0100","100","29","2","144","48","NaturalEnd","26238","29595","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0029.trl"
"7x7-p72","7x7-uct-0100","100","30","2","144","48","NaturalEnd","15284","18712","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0030.trl"
"7x7-p72","7x7-uct-0100","100","31","2","144","48","NaturalEnd","22516","25724","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0031.trl"
"7x7-p72","7x7-uct-0100","100","32","1","144","48","NaturalEnd","18934","8346","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0032.trl"
"7x7-p72","7x7-uct-0100","100","33","1","144","48","NaturalEnd","26241","26017","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0033.trl"
"7x7-p72","7x7-uct-0100","100","34","2","144","48","NaturalEnd","15287","15362","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0034.trl"
"7x7-p72","7x7-uct-0100","100","35","2","144","48","NaturalEnd","22664","26093","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0035.trl"
"7x7-p72","7x7-uct-0100","100","36","2","144","48","NaturalEnd","26095","29823","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0036.trl"
"7x7-p72","7x7-uct-0100","100","37","1","144","48","NaturalEnd","19013","15211","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0037.trl"
"7x7-p72","7x7-uct-0100","100","38","2","144","48","NaturalEnd","19013","22365","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0038.trl"
"7x7-p72","7x7-uct-0100","100","39","2","144","48","NaturalEnd","22440","22734","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0039.trl"
"7x7-p72","7x7-uct-0100","100","40","2","144","48","NaturalEnd","19087","19088","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0040.trl"
"7x7-p72","7x7-uct-0100","100","41","2","144","48","NaturalEnd","15434","15438","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0041.trl"
"7x7-p72","7x7-uct-0100","100","42","2","144","48","NaturalEnd","22735","22809","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0042.trl"
"7x7-p72","7x7-uct-0100","100","43","2","144","48","NaturalEnd","18863","18939","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0043.trl"
"7x7-p72","7x7-uct-0100","100","44","2","144","48","NaturalEnd","22516","26240","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0044.trl"
"7x7-p72","7x7-uct-0100","100","45","2","144","48","NaturalEnd","22294","22815","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0045.trl"
"7x7-p72","7x7-uct-0100","100","46","2","144","48","NaturalEnd","22221","22442","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0046.trl"
"7x7-p72","7x7-uct-0100","100","47","2","144","48","NaturalEnd","15583","19087","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0047.trl"
"7x7-p72","7x7-uct-0100","100","48","1","144","48","NaturalEnd","26094","22662","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0048.trl"
"7x7-p72","7x7-uct-0100","100","49","2","144","48","NaturalEnd","18868","26097","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0049.trl"
"7x7-p72","7x7-uct-0100","100","50","2","144","48","NaturalEnd","22812","26017","72","72","../issue-73/results/trials/7x7-uct-0100/7x7-uct-0100-0050.trl"
"7x7-p72","7x7-uct-0500","500","1","2","144","48","NaturalEnd","40334","40556","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0001.trl"
"7x7-p72","7x7-uct-0500","500","2","2","144","48","NaturalEnd","33397","33474","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0002.trl"
"7x7-p72","7x7-uct-0500","500","3","2","144","48","NaturalEnd","36978","40337","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0003.trl"
"7x7-p72","7x7-uct-0500","500","4","2","144","48","NaturalEnd","26244","29821","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0004.trl"
"7x7-p72","7x7-uct-0500","500","5","2","144","48","NaturalEnd","33474","37049","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0005.trl"
"7x7-p72","7x7-uct-0500","500","6","2","144","48","NaturalEnd","29745","33249","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0006.trl"
"7x7-p72","7x7-uct-0500","500","7","2","144","48","NaturalEnd","26167","26168","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0007.trl"
"7x7-p72","7x7-uct-0500","500","8","2","144","48","NaturalEnd","29969","33104","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0008.trl"
"7x7-p72","7x7-uct-0500","500","9","2","144","48","NaturalEnd","33546","33549","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0009.trl"
"7x7-p72","7x7-uct-0500","500","10","2","144","48","NaturalEnd","29673","29820","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0010.trl"
"7x7-p72","7x7-uct-0500","500","11","2","144","48","NaturalEnd","36829","37053","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0011.trl"
"7x7-p72","7x7-uct-0500","500","12","2","144","48","NaturalEnd","36682","37052","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0012.trl"
"7x7-p72","7x7-uct-0500","500","13","1","144","48","NaturalEnd","37197","36753","72","72","../issue-73/results/trials/7x7-uct-0500/7x7-uct-0500-0013.trl"
