"board","experiment_id","search_level","game_index","band","mean_active_fronts","mean_dormant_fronts","mean_backlog","multi_active_turn_rate","multi_unattended_turn_rate","decline_from_game_peak","placement_entropy","opportunity_entropy","entropy_gap","placement_hhi","opportunity_hhi","hhi_gap","placement_largest_share","opportunity_largest_share","largest_share_gap","placement_top_two_share","opportunity_top_two_share","top_two_share_gap","placement_regions","opportunity_regions"
"3x3","3x3-seeded-random","seeded-random","27","4","5.800000","1.600000","3.200000","1.000000","1.000000","0.200000","0.848363","0.966884","-0.118521","0.164444","0.128967","0.035478","0.200000","0.216216","-0.016216","0.400000","0.351351","0.048649","7","9"
"3x3","3x3-seeded-random","seeded-random","28","1","1.750000","0.500000","1.000000","0.750000","0.500000","5.250000","0.900775","0.967323","-0.066548","0.152778","0.129244","0.023534","0.250000","0.222222","0.027778","0.416667","0.361111","0.055556","8","9"
"3x3","3x3-seeded-random","seeded-random","28","2","4.800000","1.600000","2.600000","1.000000","1.000000","2.200000","0.778015","0.966710","-0.188695","0.217778","0.128318","0.089460","0.333333","0.208696","0.124638","0.600000","0.339130","0.260870","7","9"
"3x3","3x3-seeded-random","seeded-random","28","3","5.500000","1.500000","3.000000","1.000000","1.000000","1.500000","0.795620","0.970593","-0.174973","0.208333","0.126373","0.081960","0.333333","0.204301","0.129032","0.583333","0.333333","0.250000","7","9"
"3x3","3x3-seeded-random","seeded-random","28","4","5.600000","1.200000","3.000000","1.000000","1.000000","1.400000","0.838053","0.977934","-0.139881","0.173333","0.121670","0.051663","0.266667","0.168224","0.098442","0.466667","0.308411","0.158255","7","9"
"3x3","3x3-seeded-random","seeded-random","29","1","0.250000","0.000000","0.000000","0.000000","0.000000","6.750000","0.795620","0.964720","-0.169100","0.208333","0.130043","0.078290","0.333333","0.219178","0.114155","0.583333","0.356164","0.227169","7","9"
"3x3","3x3-seeded-random","seeded-random","29","2","2.800000","0.600000","1.400000","0.800000","0.400000","4.200000","0.838053","0.980868","-0.142815","0.173333","0.120683","0.052650","0.266667","0.176991","0.089676","0.466667","0.309735","0.156932","7","9"
"3x3","3x3-seeded-random","seeded-random","29","3","4.500000","1.250000","2.500000","1.000000","0.750000","2.500000","0.775775","0.972839","-0.197064","0.194444","0.125364","0.069080","0.250000","0.204082","0.045918","0.500000","0.326531","0.173469","6","9"
"3x3","3x3-seeded-random","seeded-random","29","4","6.000000","1.800000","3.800000","1.000000","1.000000","1.000000","0.906301","0.975973","-0.069672","0.146667","0.124377","0.022290","0.200000","0.206612","-0.006612","0.400000","0.330579","0.069421","8","9"
"3x3","3x3-seeded-random","seeded-random","30","1","0.750000","0.000000","0.000000","0.250000","0.000000","5.250000","0.762887","0.953889","-0.191001","0.208333","0.135673","0.072661","0.333333","0.232877","0.100457","0.500000","0.369863","0.130137","6","9"
"3x3","3x3-seeded-random","seeded-random","30","2","3.800000","1.000000","2.600000","1.000000","1.000000","2.200000","0.922177","0.974499","-0.052322","0.137778","0.124717","0.013061","0.200000","0.200000","0.000000","0.333333","0.342857","-0.009524","8","9"
"3x3","3x3-seeded-random","seeded-random","30","3","4.500000","1.750000","2.500000","1.000000","1.000000","1.500000","0.848197","0.968992","-0.120795","0.166667","0.128448","0.038219","0.250000","0.220930","0.029070","0.416667","0.360465","0.056202","7","9"
"3x3","3x3-seeded-random","seeded-random","30","4","5.400000","1.600000","3.200000","1.000000","1.000000","0.600000","0.838053","0.969730","-0.131677","0.173333","0.128125","0.045209","0.266667","0.217822","0.048845","0.466667","0.366337","0.100330","7","9"
"3x3","3x3-seeded-random","seeded-random","31","1","1.500000","0.000000","0.250000","0.500000","0.000000","4.500000","0.670620","0.963057","-0.292437","0.250000","0.132063","0.117937","0.333333","0.233766","0.099567","0.583333","0.363636","0.219697","5","9"
"3x3","3x3-seeded-random","seeded-random","31","2","3.200000","0.600000","1.200000","1.000000","0.200000","2.800000","0.780115","0.974697","-0.194582","0.226667","0.125595","0.101072","0.400000","0.215517","0.184483","0.533333","0.344828","0.188506","7","9"
"3x3","3x3-seeded-random","seeded-random","31","3","3.000000","0.750000","1.750000","1.000000","0.500000","3.000000","0.743042","0.971166","-0.228124","0.222222","0.127654","0.094568","0.333333","0.222222","0.111111","0.583333","0.355556","0.227778","6","9"
"3x3","3x3-seeded-random","seeded-random","31","4","4.800000","1.200000","2.600000","1.000000","1.000000","1.200000","0.906301","0.960151","-0.053851","0.146667","0.132187","0.014480","0.200000","0.223404","-0.023404","0.400000","0.361702","0.038298","8","9"
"3x3","3x3-seeded-random","seeded-random","32","1","0.250000","0.000000","0.000000","0.000000","0.000000","5.750000","0.973197","0.961004","0.012193","0.125000","0.131925","-0.006925","0.166667","0.223684","-0.057018","0.333333","0.355263","-0.021930","9","9"
"3x3","3x3-seeded-random","seeded-random","32","2","4.000000","1.000000","2.200000","1.000000","0.800000","2.000000","0.906301","0.982445","-0.076144","0.146667","0.120840","0.025827","0.200000","0.194690","0.005310","0.400000","0.327434","0.072566","8","9"
"3x3","3x3-seeded-random","seeded-random","32","3","5.250000","2.000000","3.000000","1.000000","1.000000","0.750000","0.648149","0.980498","-0.332349","0.277778","0.121692","0.156086","0.416667","0.195652","0.221014","0.666667","0.326087","0.340580","5","9"
"3x3","3x3-seeded-random","seeded-random","32","4","4.200000","1.000000","1.800000","1.000000","0.600000","1.800000","0.838053","0.965185","-0.127132","0.173333","0.129795","0.043538","0.266667","0.223301","0.043366","0.466667","0.349515","0.117152","7","9"
"3x3","3x3-seeded-random","seeded-random","33","1","1.500000","0.000000","0.500000","0.750000","0.250000","4.500000","0.743042","0.949661","-0.206619","0.222222","0.138133","0.084089","0.333333","0.240000","0.093333","0.583333","0.373333","0.210000","6","9"
"3x3","3x3-seeded-random","seeded-random","33","2","3.200000","0.400000","1.600000","1.000000","0.600000","2.800000","0.880115","0.960402","-0.080288","0.146667","0.132015","0.014651","0.200000","0.223214","-0.023214","0.333333","0.357143","-0.023810","7","9"
"3x3","3x3-seeded-random","seeded-random","33","3","4.500000","1.750000","2.500000","1.000000","1.000000","1.500000","0.561740","0.948563","-0.386824","0.388889","0.135039","0.253850","0.583333","0.219512","0.363821","0.750000","0.365854","0.384146","5","9"
"3x3","3x3-seeded-random","seeded-random","33","4","4.400000","1.000000","2.800000","1.000000","1.000000","1.600000","0.906301","0.977456","-0.071156","0.146667","0.121548","0.025118","0.200000","0.159574","0.040426","0.400000","0.308511","0.091489","8","9"
"3x3","3x3-seeded-random","seeded-random","34","1","0.750000","0.250000","0.500000","0.000000","0.000000","4.250000","0.848197","0.955472","-0.107274","0.166667","0.135388","0.031279","0.250000","0.236842","0.013158","0.416667","0.368421","0.048246","7","9"
"3x3","3x3-seeded-random","seeded-random","34","2","2.000000","0.200000","0.800000","0.800000","0.200000","3.000000","0.848363","0.974781","-0.126418","0.164444","0.124599","0.039846","0.200000","0.203540","-0.003540","0.400000","0.336283","0.063717","7","9"
"3x3","3x3-seeded-random","seeded-random","34","3","5.000000","2.000000","3.250000","1.000000","1.000000","0.000000","0.920620","0.965695","-0.045075","0.138889","0.128099","0.010790","0.166667","0.204545","-0.037879","0.333333","0.340909","-0.007576","8","9"
"3x3","3x3-seeded-random","seeded-random","34","4","4.800000","1.400000","3.200000","1.000000","1.000000","0.200000","0.804201","0.934375","-0.130174","0.200000","0.140831","0.059169","0.333333","0.221053","0.112281","0.533333","0.378947","0.154386","7","9"
"3x3","3x3-seeded-random","seeded-random","35","1","1.000000","0.000000","0.000000","0.250000","0.000000","5.000000","0.743042","0.949661","-0.206619","0.222222","0.138133","0.084089","0.333333","0.240000","0.093333","0.583333","0.373333","0.210000","6","9"
"3x3","3x3-seeded-random","seeded-random","35","2","3.000000","0.800000","1.600000","1.000000","0.600000","3.000000","0.880115","0.962567","-0.082452","0.164444","0.131402","0.033043","0.266667","0.225225","0.041441","0.466667","0.360360","0.106306","8","9"
"3x3","3x3-seeded-random","seeded-random","35","3","5.750000","1.500000","3.250000","1.000000","1.000000","0.250000","0.743042","0.977190","-0.234148","0.222222","0.123915","0.098307","0.333333","0.208333","0.125000","0.583333","0.333333","0.250000","6","9"
"3x3","3x3-seeded-random","seeded-random","35","4","5.000000","1.600000","2.800000","1.000000","1.000000","1.000000","0.895991","0.973983","-0.077992","0.155556","0.126193","0.029363","0.266667","0.219298","0.047368","0.400000","0.350877","0.049123","8","9"
"3x3","3x3-seeded-random","seeded-random","36","1","0.250000","0.000000","0.000000","0.000000","0.000000","5.750000","0.900775","0.967911","-0.067136","0.152778","0.128178","0.024600","0.250000","0.213333","0.036667","0.416667","0.346667","0.070000","8","9"
"3x3","3x3-seeded-random","seeded-random","36","2","3.600000","0.800000","2.000000","1.000000","0.600000","2.400000","0.720077","0.978309","-0.258232","0.235556","0.122636","0.112919","0.333333","0.198198","0.135135","0.600000","0.324324","0.275676","6","9"
"3x3","3x3-seeded-random","seeded-random","36","3","4.750000","1.500000","2.500000","1.000000","0.750000","1.250000","0.755930","0.962920","-0.206990","0.208333","0.129689","0.078645","0.250000","0.211765","0.038235","0.500000","0.352941","0.147059","6","9"
"3x3","3x3-seeded-random","seeded-random","36","4","5.400000","2.000000","3.400000","1.000000","1.000000","0.600000","0.788325","0.948416","-0.160091","0.208889","0.137771","0.071117","0.333333","0.235849","0.097484","0.533333","0.377358","0.155975","7","9"
"3x3","3x3-seeded-random","seeded-random","37","1","1.500000","0.000000","0.500000","0.500000","0.000000","5.500000","0.690465","0.957527","-0.267063","0.236111","0.134933","0.101178","0.333333","0.240000","0.093333","0.583333","0.360000","0.223333","5","9"
"3x3","3x3-seeded-random","seeded-random","37","2","2.600000","0.600000","1.200000","1.000000","0.400000","4.400000","0.820077","0.973946","-0.153869","0.191111","0.124808","0.066303","0.333333","0.201754","0.131579","0.466667","0.333333","0.133333","7","9"
"3x3","3x3-seeded-random","seeded-random","37","3","4.000000","1.250000","2.250000","1.000000","0.500000","3.000000","0.848197","0.976520","-0.128322","0.166667","0.123967","0.042700","0.250000","0.204545","0.045455","0.416667","0.340909","0.075758","7","9"
"3x3","3x3-seeded-random","seeded-random","37","4","6.400000","1.800000","3.800000","1.000000","1.000000","0.600000","0.820077","0.966821","-0.146744","0.191111","0.128864","0.062247","0.333333","0.212121","0.121212","0.466667","0.363636","0.103030","7","9"
"3x3","3x3-seeded-random","seeded-random","38","1","1.500000","0.000000","0.000000","0.750000","0.000000","4.500000","0.657732","0.956852","-0.299119","0.263889","0.135289","0.128600","0.333333","0.240000","0.093333","0.666667","0.373333","0.293333","5","9"
"3x3","3x3-seeded-random","seeded-random","38","2","3.200000","0.400000","1.600000","1.000000","0.600000","2.800000","0.822177","0.965353","-0.143177","0.182222","0.129615","0.052608","0.266667","0.219048","0.047619","0.466667","0.352381","0.114286","7","9"
"3x3","3x3-seeded-random","seeded-random","38","3","5.000000","1.250000","3.000000","1.000000","1.000000","1.000000","0.920620","0.967771","-0.047151","0.138889","0.129136","0.009753","0.166667","0.222222","-0.055556","0.333333","0.355556","-0.022222","8","9"
"3x3","3x3-seeded-random","seeded-random","38","4","5.800000","1.400000","3.200000","1.000000","1.000000","0.200000","0.780115","0.962298","-0.182183","0.191111","0.131627","0.059484","0.266667","0.224299","0.042368","0.466667","0.364486","0.102181","6","9"
"3x3","3x3-seeded-random","seeded-random","39","1","0.250000","0.000000","0.000000","0.000000","0.000000","5.750000","0.828352","0.958317","-0.129965","0.180556","0.134259","0.046296","0.250000","0.236111","0.013889","0.500000","0.361111","0.138889","7","9"
"3x3","3x3-seeded-random","seeded-random","39","2","2.000000","0.400000","1.000000","0.800000","0.200000","4.000000","0.864239","0.979342","-0.115103","0.173333","0.121286","0.052047","0.266667","0.174312","0.092355","0.466667","0.311927","0.154740","8","9"
"3x3","3x3-seeded-random","seeded-random","39","3","3.250000","0.750000","1.750000","1.000000","0.500000","2.750000","0.743042","0.981221","-0.238179","0.222222","0.120464","0.101758","0.333333","0.170732","0.162602","0.583333","0.317073","0.266260","6","9"
"3x3","3x3-seeded-random","seeded-random","39","4","5.000000","2.000000","3.400000","1.000000","1.000000","1.000000","0.938053","0.979005","-0.040952","0.128889","0.121126","0.007763","0.133333","0.170455","-0.037121","0.266667","0.318182","-0.051515","8","9"
"3x3","3x3-seeded-random","seeded-random","40","1","1.250000","0.000000","0.000000","0.500000","0.000000","6.750000","0.648149","0.949555","-0.301405","0.277778","0.137731","0.140046","0.416667","0.236111","0.180556","0.666667","0.375000","0.291667","5","9"
"3x3","3x3-seeded-random","seeded-random","40","2","3.000000","0.600000","1.000000","1.000000","0.200000","5.000000","0.680115","0.975606","-0.295491","0.253333","0.124465","0.128868","0.400000","0.205607","0.194393","0.600000","0.336449","0.263551","5","9"
"3x3","3x3-seeded-random","seeded-random","40","3","5.500000","1.750000","3.250000","1.000000","1.000000","2.500000","0.828352","0.965433","-0.137081","0.180556","0.128898","0.051658","0.250000","0.213483","0.036517","0.500000","0.348315","0.151685","7","9"
"3x3","3x3-seeded-random","seeded-random","40","4","6.200000","1.600000","3.600000","1.000000","1.000000","1.800000","0.922177","0.954243","-0.032066","0.137778","0.136751","0.001026","0.200000","0.247525","-0.047525","0.333333","0.366337","-0.033003","8","9"
"3x3","3x3-seeded-random","seeded-random","41","1","1.000000","0.000000","0.250000","0.250000","0.000000","4.000000","0.473197","0.936526","-0.463329","0.375000","0.145978","0.229022","0.500000","0.260870","0.239130","0.750000","0.391304","0.358696","3","9"
"3x3","3x3-seeded-random","seeded-random","41","2","2.000000","0.400000","1.000000","1.000000","0.200000","3.000000","0.862139","0.959565","-0.097426","0.182222","0.132893","0.049330","0.333333","0.227273","0.106061","0.466667","0.363636","0.103030","8","9"
"3x3","3x3-seeded-random","seeded-random","41","3","3.250000","1.000000","2.000000","1.000000","0.750000","1.750000","0.720572","0.968412","-0.247840","0.250000","0.128608","0.121392","0.416667","0.219780","0.196886","0.583333","0.351648","0.231685","6","9"
"3x3","3x3-seeded-random","seeded-random","41","4","3.600000","0.800000","1.800000","1.000000","0.600000","1.400000","0.780115","0.953214","-0.173099","0.226667","0.130073","0.096594","0.400000","0.161290","0.238710","0.533333","0.322581","0.210753","7","9"
"3x3","3x3-seeded-random","seeded-random","42","1","1.000000","0.000000","0.000000","0.250000","0.000000","3.000000","0.690465","0.966895","-0.276430","0.236111","0.129501","0.106610","0.333333","0.223684","0.109649","0.583333","0.355263","0.228070","5","9"
"3x3","3x3-seeded-random","seeded-random","42","2","3.600000","0.800000","2.000000","1.000000","0.800000","0.400000","0.780115","0.973287","-0.193172","0.226667","0.126500","0.100166","0.400000","0.219298","0.180702","0.533333","0.350877","0.182456","7","9"
"3x3","3x3-seeded-random","seeded-random","42","3","3.000000","0.750000","1.500000","1.000000","0.500000","1.000000","0.868042","0.982970","-0.114927","0.180556","0.119808","0.060747","0.333333","0.179775","0.153558","0.500000","0.314607","0.185393","8","9"
"3x3","3x3-seeded-random","seeded-random","42","4","3.000000","0.600000","1.400000","1.000000","0.400000","1.000000","0.848363","0.963377","-0.115014","0.164444","0.127431","0.037013","0.200000","0.154639","0.045361","0.400000","0.309278","0.090722","7","9"
"3x3","3x3-seeded-random","seeded-random","43","1","0.250000","0.000000","0.000000","0.000000","0.000000","4.750000","0.720572","0.967205","-0.246633","0.250000","0.129600","0.120400","0.416667","0.226667","0.190000","0.583333","0.346667","0.236667","6","9"
"3x3","3x3-seeded-random","seeded-random","43","2","2.000000","0.200000","0.400000","0.600000","0.000000","3.000000","0.695991","0.969045","-0.273054","0.262222","0.127934","0.134288","0.400000","0.218182","0.181818","0.666667","0.345455","0.321212","6","9"
"3x3","3x3-seeded-random","seeded-random","43","3","3.750000","0.750000","2.000000","1.000000","0.500000","1.250000","0.795620","0.956624","-0.161004","0.180556","0.130400","0.050155","0.250000","0.206897","0.043103","0.416667","0.344828","0.071839","6","9"
"3x3","3x3-seeded-random","seeded-random","43","4","4.600000","1.600000","2.600000","1.000000","1.000000","0.400000","0.895991","0.954228","-0.058238","0.155556","0.130620","0.024936","0.266667","0.195876","0.070790","0.400000","0.350515","0.049485","8","9"
"3x3","3x3-seeded-random","seeded-random","44","1","1.500000","0.250000","0.500000","0.500000","0.000000","5.500000","0.667994","0.958317","-0.290323","0.263889","0.134259","0.129630","0.416667","0.236111","0.180556","0.583333","0.361111","0.222222","5","9"
