"board","search_level","band","metric","games","value","ci_low","ci_high","primary"
"6x6","seeded-random","2","mean_dormant_fronts","100","1.812500","1.747500","1.878333","false"
"6x6","seeded-random","2","mean_backlog","100","3.443333","3.346667","3.532500","false"
"6x6","seeded-random","2","multi_active_turn_rate","100","1.000000","1.000000","1.000000","false"
"6x6","seeded-random","2","multi_unattended_turn_rate","100","0.960000","0.945833","0.973333","false"
"6x6","seeded-random","2","decline_from_game_peak","100","2.414167","2.286667","2.551667","false"
"6x6","seeded-random","2","placement_entropy","100","0.929472","0.922421","0.936500","false"
"6x6","seeded-random","2","opportunity_entropy","100","0.990055","0.989403","0.990616","false"
"6x6","seeded-random","2","entropy_gap","100","-0.060582","-0.067887","-0.053545","false"
"6x6","seeded-random","2","placement_hhi","100","0.143380","0.140201","0.146620","false"
"6x6","seeded-random","2","opportunity_hhi","100","0.116115","0.115826","0.116415","false"
"6x6","seeded-random","2","hhi_gap","100","0.027265","0.024068","0.030528","false"
"6x6","seeded-random","2","placement_largest_share","100","0.217778","0.210278","0.225555","false"
"6x6","seeded-random","2","opportunity_largest_share","100","0.159324","0.157310","0.161397","false"
"6x6","seeded-random","2","largest_share_gap","100","0.058454","0.050528","0.066256","false"
"6x6","seeded-random","2","placement_top_two_share","100","0.387500","0.377222","0.399167","false"
"6x6","seeded-random","2","opportunity_top_two_share","100","0.288607","0.286404","0.290829","false"
"6x6","seeded-random","2","top_two_share_gap","100","0.098893","0.088023","0.110787","false"
"6x6","seeded-random","2","placement_regions","100","8.760000","8.670000","8.850000","false"
"6x6","seeded-random","2","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"6x6","seeded-random","3","mean_active_fronts","100","6.435000","6.315833","6.554167","false"
"6x6","seeded-random","3","mean_dormant_fronts","100","2.059167","2.000000","2.118333","false"
"6x6","seeded-random","3","mean_backlog","100","3.859167","3.770000","3.947500","false"
"6x6","seeded-random","3","multi_active_turn_rate","100","1.000000","1.000000","1.000000","false"
"6x6","seeded-random","3","multi_unattended_turn_rate","100","0.986667","0.977500","0.994167","false"
"6x6","seeded-random","3","decline_from_game_peak","100","1.825000","1.715833","1.946667","false"
"6x6","seeded-random","3","placement_entropy","100","0.938692","0.932555","0.944814","false"
"6x6","seeded-random","3","opportunity_entropy","100","0.991028","0.990486","0.991594","false"
"6x6","seeded-random","3","entropy_gap","100","-0.052335","-0.058662","-0.046536","false"
"6x6","seeded-random","3","placement_hhi","100","0.139059","0.136250","0.141929","false"
"6x6","seeded-random","3","opportunity_hhi","100","0.115631","0.115357","0.115928","false"
"6x6","seeded-random","3","hhi_gap","100","0.023427","0.020779","0.026260","false"
"6x6","seeded-random","3","placement_largest_share","100","0.207222","0.199444","0.215833","false"
"6x6","seeded-random","3","opportunity_largest_share","100","0.157023","0.155049","0.159021","false"
"6x6","seeded-random","3","largest_share_gap","100","0.050199","0.042652","0.058137","false"
"6x6","seeded-random","3","placement_top_two_share","100","0.371389","0.361389","0.380833","false"
"6x6","seeded-random","3","opportunity_top_two_share","100","0.285772","0.283639","0.287900","false"
"6x6","seeded-random","3","top_two_share_gap","100","0.085617","0.075674","0.095561","false"
"6x6","seeded-random","3","placement_regions","100","8.820000","8.740000","8.890000","false"
"6x6","seeded-random","3","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"6x6","seeded-random","4","mean_active_fronts","100","6.686667","6.584167","6.790000","false"
"6x6","seeded-random","4","mean_dormant_fronts","100","2.135000","2.076667","2.192500","false"
"6x6","seeded-random","4","mean_backlog","100","4.040833","3.959167","4.129167","false"
"6x6","seeded-random","4","multi_active_turn_rate","100","1.000000","1.000000","1.000000","false"
"6x6","seeded-random","4","multi_unattended_turn_rate","100","0.995833","0.990833","0.999167","false"
"6x6","seeded-random","4","decline_from_game_peak","100","1.573333","1.460000","1.681667","false"
"6x6","seeded-random","4","placement_entropy","100","0.943518","0.937809","0.948746","false"
"6x6","seeded-random","4","opportunity_entropy","100","0.989915","0.989175","0.990639","false"
"6x6","seeded-random","4","entropy_gap","100","-0.046397","-0.052362","-0.041005","false"
"6x6","seeded-random","4","placement_hhi","100","0.136574","0.134259","0.138966","false"
"6x6","seeded-random","4","opportunity_hhi","100","0.116147","0.115772","0.116513","false"
"6x6","seeded-random","4","hhi_gap","100","0.020428","0.018213","0.022989","false"
"6x6","seeded-random","4","placement_largest_share","100","0.198611","0.191667","0.205833","false"
"6x6","seeded-random","4","opportunity_largest_share","100","0.157405","0.154849","0.159915","false"
"6x6","seeded-random","4","largest_share_gap","100","0.041206","0.033709","0.048802","false"
"6x6","seeded-random","4","placement_top_two_share","100","0.362222","0.354167","0.370556","false"
"6x6","seeded-random","4","opportunity_top_two_share","100","0.287959","0.285173","0.290565","false"
"6x6","seeded-random","4","top_two_share_gap","100","0.074263","0.065046","0.083515","false"
"6x6","seeded-random","4","placement_regions","100","8.850000","8.770000","8.920000","false"
"6x6","seeded-random","4","opportunity_regions","100","9.000000","9.000000","9.000000","false"
"6x6","uct-0100","1","mean_active_fronts","50","3.033333","2.871667","3.203333","false"
"6x6","uct-0100","1","mean_dormant_fronts","50","0.733333","0.678333","0.788333","false"
"6x6","uct-0100","1","mean_backlog","50","1.555000","1.456667","1.650000","false"
"6x6","uct-0100","1","multi_active_turn_rate","50","0.746667","0.708333","0.781667","false"
"6x6","uct-0100","1","multi_unattended_turn_rate","50","0.493333","0.456667","0.526667","false"
"6x6","uct-0100","1","decline_from_game_peak","50","5.186667","4.998333","5.391667","false"
"6x6","uct-0100","1","placement_entropy","50","0.917367","0.904970","0.928942","false"
"6x6","uct-0100","1","opportunity_entropy","50","0.987115","0.986065","0.988029","false"
"6x6","uct-0100","1","entropy_gap","50","-0.069748","-0.081562","-0.059395","false"
"6x6","uct-0100","1","placement_hhi","50","0.149568","0.143920","0.156420","false"
"6x6","uct-0100","1","opportunity_hhi","50","0.117649","0.117136","0.118191","false"
"6x6","uct-0100","1","hhi_gap","50","0.031919","0.026349","0.038233","false"
"6x6","uct-0100","1","placement_largest_share","50","0.227222","0.213889","0.243333","false"
"6x6","uct-0100","1","opportunity_largest_share","50","0.167095","0.163887","0.170154","false"
"6x6","uct-0100","1","largest_share_gap","50","0.060127","0.046507","0.075836","false"
"6x6","uct-0100","1","placement_top_two_share","50","0.403889","0.387778","0.421111","false"
"6x6","uct-0100","1","opportunity_top_two_share","50","0.299223","0.296097","0.302305","false"
"6x6","uct-0100","1","top_two_share_gap","50","0.104666","0.088631","0.121332","false"
"6x6","uct-0100","1","placement_regions","50","8.680000","8.520000","8.820000","false"
"6x6","uct-0100","1","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0100","2","mean_active_fronts","50","5.820000","5.630000","5.991667","false"
"6x6","uct-0100","2","mean_dormant_fronts","50","1.775000","1.701667","1.853333","false"
"6x6","uct-0100","2","mean_backlog","50","3.408333","3.278333","3.536667","false"
"6x6","uct-0100","2","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0100","2","multi_unattended_turn_rate","50","0.975000","0.955000","0.990000","false"
"6x6","uct-0100","2","decline_from_game_peak","50","2.400000","2.208333","2.596667","false"
"6x6","uct-0100","2","placement_entropy","50","0.936818","0.927800","0.945143","false"
"6x6","uct-0100","2","opportunity_entropy","50","0.990362","0.989539","0.991151","false"
"6x6","uct-0100","2","entropy_gap","50","-0.053544","-0.062084","-0.045400","false"
"6x6","uct-0100","2","placement_hhi","50","0.139753","0.136265","0.143580","false"
"6x6","uct-0100","2","opportunity_hhi","50","0.115977","0.115568","0.116414","false"
"6x6","uct-0100","2","hhi_gap","50","0.023776","0.020102","0.027623","false"
"6x6","uct-0100","2","placement_largest_share","50","0.205000","0.194444","0.216667","false"
"6x6","uct-0100","2","opportunity_largest_share","50","0.159056","0.156250","0.161859","false"
"6x6","uct-0100","2","largest_share_gap","50","0.045944","0.034790","0.057531","false"
"6x6","uct-0100","2","placement_top_two_share","50","0.371667","0.358889","0.384444","false"
"6x6","uct-0100","2","opportunity_top_two_share","50","0.288624","0.285589","0.291586","false"
"6x6","uct-0100","2","top_two_share_gap","50","0.083043","0.069910","0.097158","false"
"6x6","uct-0100","2","placement_regions","50","8.820000","8.680000","8.920000","false"
"6x6","uct-0100","2","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0100","3","mean_active_fronts","50","6.508333","6.358333","6.663333","false"
"6x6","uct-0100","3","mean_dormant_fronts","50","2.046667","1.970000","2.123333","false"
"6x6","uct-0100","3","mean_backlog","50","3.921667","3.803333","4.050000","false"
"6x6","uct-0100","3","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0100","3","multi_unattended_turn_rate","50","0.995000","0.988333","1.000000","false"
"6x6","uct-0100","3","decline_from_game_peak","50","1.711667","1.566667","1.868333","false"
"6x6","uct-0100","3","placement_entropy","50","0.941763","0.932509","0.950470","false"
"6x6","uct-0100","3","opportunity_entropy","50","0.989756","0.988984","0.990520","false"
"6x6","uct-0100","3","entropy_gap","50","-0.047993","-0.056601","-0.038899","false"
"6x6","uct-0100","3","placement_hhi","50","0.137222","0.133580","0.140895","false"
"6x6","uct-0100","3","opportunity_hhi","50","0.116265","0.115868","0.116674","false"
"6x6","uct-0100","3","hhi_gap","50","0.020957","0.017200","0.024660","false"
"6x6","uct-0100","3","placement_largest_share","50","0.203333","0.195000","0.212222","false"
"6x6","uct-0100","3","opportunity_largest_share","50","0.160378","0.157272","0.163522","false"
"6x6","uct-0100","3","largest_share_gap","50","0.042955","0.034444","0.051951","false"
"6x6","uct-0100","3","placement_top_two_share","50","0.370000","0.357778","0.383333","false"
"6x6","uct-0100","3","opportunity_top_two_share","50","0.289602","0.286465","0.292794","false"
"6x6","uct-0100","3","top_two_share_gap","50","0.080398","0.068202","0.092841","false"
"6x6","uct-0100","3","placement_regions","50","8.800000","8.660000","8.920000","false"
"6x6","uct-0100","3","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0100","4","mean_active_fronts","50","6.640000","6.513333","6.765000","false"
"6x6","uct-0100","4","mean_dormant_fronts","50","2.161667","2.075000","2.255000","false"
"6x6","uct-0100","4","mean_backlog","50","4.018333","3.906667","4.130000","false"
"6x6","uct-0100","4","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0100","4","multi_unattended_turn_rate","50","0.993333","0.985000","1.000000","false"
"6x6","uct-0100","4","decline_from_game_peak","50","1.580000","1.456667","1.703333","false"
"6x6","uct-0100","4","placement_entropy","50","0.941168","0.931982","0.950237","false"
"6x6","uct-0100","4","opportunity_entropy","50","0.987760","0.986715","0.988808","false"
"6x6","uct-0100","4","entropy_gap","50","-0.046593","-0.055928","-0.037672","false"
"6x6","uct-0100","4","placement_hhi","50","0.137747","0.133889","0.141636","false"
"6x6","uct-0100","4","opportunity_hhi","50","0.117271","0.116747","0.117813","false"
"6x6","uct-0100","4","hhi_gap","50","0.020476","0.016841","0.024394","false"
"6x6","uct-0100","4","placement_largest_share","50","0.204444","0.194444","0.216111","false"
"6x6","uct-0100","4","opportunity_largest_share","50","0.164006","0.160482","0.167457","false"
"6x6","uct-0100","4","largest_share_gap","50","0.040438","0.030967","0.050743","false"
"6x6","uct-0100","4","placement_top_two_share","50","0.367778","0.355000","0.381111","false"
"6x6","uct-0100","4","opportunity_top_two_share","50","0.296418","0.292663","0.300271","false"
"6x6","uct-0100","4","top_two_share_gap","50","0.071360","0.058791","0.085188","false"
"6x6","uct-0100","4","placement_regions","50","8.820000","8.700000","8.920000","false"
"6x6","uct-0100","4","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0500","1","mean_active_fronts","50","2.958333","2.770000","3.131667","false"
"6x6","uct-0500","1","mean_dormant_fronts","50","0.736667","0.670000","0.806667","false"
"6x6","uct-0500","1","mean_backlog","50","1.553333","1.433333","1.668333","false"
"6x6","uct-0500","1","multi_active_turn_rate","50","0.776667","0.743333","0.806667","false"
"6x6","uct-0500","1","multi_unattended_turn_rate","50","0.491667","0.446667","0.536667","false"
"6x6","uct-0500","1","decline_from_game_peak","50","4.621667","4.356667","4.881667","false"
"6x6","uct-0500","1","placement_entropy","50","0.909637","0.897786","0.921466","false"
"6x6","uct-0500","1","opportunity_entropy","50","0.986996","0.985984","0.987963","false"
"6x6","uct-0500","1","entropy_gap","50","-0.077359","-0.089608","-0.066058","false"
"6x6","uct-0500","1","placement_hhi","50","0.151481","0.146296","0.157315","false"
"6x6","uct-0500","1","opportunity_hhi","50","0.117722","0.117244","0.118232","false"
"6x6","uct-0500","1","hhi_gap","50","0.033760","0.028696","0.038846","false"
"6x6","uct-0500","1","placement_largest_share","50","0.228333","0.216111","0.241667","false"
"6x6","uct-0500","1","opportunity_largest_share","50","0.168753","0.166249","0.171265","false"
"6x6","uct-0500","1","largest_share_gap","50","0.059581","0.047113","0.071824","false"
"6x6","uct-0500","1","placement_top_two_share","50","0.407222","0.390556","0.423333","false"
"6x6","uct-0500","1","opportunity_top_two_share","50","0.299207","0.296100","0.302297","false"
"6x6","uct-0500","1","top_two_share_gap","50","0.108015","0.092054","0.124285","false"
"6x6","uct-0500","1","placement_regions","50","8.540000","8.380000","8.700000","false"
"6x6","uct-0500","1","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0500","2","mean_active_fronts","50","5.318333","5.085000","5.560000","false"
"6x6","uct-0500","2","mean_dormant_fronts","50","1.558333","1.445000","1.675000","false"
"6x6","uct-0500","2","mean_backlog","50","3.066667","2.895000","3.238333","false"
"6x6","uct-0500","2","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0500","2","multi_unattended_turn_rate","50","0.911667","0.875000","0.941667","false"
"6x6","uct-0500","2","decline_from_game_peak","50","2.261667","2.056667","2.471667","false"
"6x6","uct-0500","2","placement_entropy","50","0.918562","0.908726","0.928217","false"
"6x6","uct-0500","2","opportunity_entropy","50","0.989421","0.988542","0.990285","false"
"6x6","uct-0500","2","entropy_gap","50","-0.070859","-0.080764","-0.060692","false"
"6x6","uct-0500","2","placement_hhi","50","0.147809","0.143488","0.152284","false"
"6x6","uct-0500","2","opportunity_hhi","50","0.116452","0.116021","0.116888","false"
"6x6","uct-0500","2","hhi_gap","50","0.031357","0.027184","0.035999","false"
"6x6","uct-0500","2","placement_largest_share","50","0.221111","0.210555","0.232222","false"
"6x6","uct-0500","2","opportunity_largest_share","50","0.161311","0.158363","0.164377","false"
"6x6","uct-0500","2","largest_share_gap","50","0.059800","0.049038","0.071192","false"
"6x6","uct-0500","2","placement_top_two_share","50","0.401667","0.387778","0.415556","false"
"6x6","uct-0500","2","opportunity_top_two_share","50","0.291429","0.288375","0.294525","false"
"6x6","uct-0500","2","top_two_share_gap","50","0.110238","0.095696","0.125080","false"
"6x6","uct-0500","2","placement_regions","50","8.660000","8.500000","8.800000","false"
"6x6","uct-0500","2","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0500","3","mean_active_fronts","50","5.923333","5.713333","6.121667","false"
"6x6","uct-0500","3","mean_dormant_fronts","50","1.803333","1.698333","1.911667","false"
"6x6","uct-0500","3","mean_backlog","50","3.508333","3.346667","3.670000","false"
"6x6","uct-0500","3","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0500","3","multi_unattended_turn_rate","50","0.968333","0.951667","0.983333","false"
"6x6","uct-0500","3","decline_from_game_peak","50","1.656667","1.493333","1.838333","false"
"6x6","uct-0500","3","placement_entropy","50","0.924311","0.914383","0.934485","false"
"6x6","uct-0500","3","opportunity_entropy","50","0.988358","0.987425","0.989224","false"
"6x6","uct-0500","3","entropy_gap","50","-0.064046","-0.073398","-0.054285","false"
"6x6","uct-0500","3","placement_hhi","50","0.145340","0.140957","0.149753","false"
"6x6","uct-0500","3","opportunity_hhi","50","0.116996","0.116543","0.117447","false"
"6x6","uct-0500","3","hhi_gap","50","0.028344","0.023983","0.032746","false"
"6x6","uct-0500","3","placement_largest_share","50","0.221111","0.211667","0.231111","false"
"6x6","uct-0500","3","opportunity_largest_share","50","0.164186","0.161423","0.167126","false"
"6x6","uct-0500","3","largest_share_gap","50","0.056925","0.048103","0.066362","false"
"6x6","uct-0500","3","placement_top_two_share","50","0.395000","0.381111","0.410000","false"
"6x6","uct-0500","3","opportunity_top_two_share","50","0.295077","0.291828","0.298368","false"
"6x6","uct-0500","3","top_two_share_gap","50","0.099923","0.086073","0.113982","false"
"6x6","uct-0500","3","placement_regions","50","8.700000","8.560000","8.820000","false"
"6x6","uct-0500","3","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-0500","4","mean_active_fronts","50","5.853333","5.645000","6.055000","false"
"6x6","uct-0500","4","mean_dormant_fronts","50","1.846667","1.750000","1.936667","false"
"6x6","uct-0500","4","mean_backlog","50","3.508333","3.358333","3.660000","false"
"6x6","uct-0500","4","multi_active_turn_rate","50","1.000000","1.000000","1.000000","false"
"6x6","uct-0500","4","multi_unattended_turn_rate","50","0.976667","0.963333","0.988333","false"
"6x6","uct-0500","4","decline_from_game_peak","50","1.726667","1.556667","1.895000","false"
"6x6","uct-0500","4","placement_entropy","50","0.927436","0.916355","0.938610","false"
"6x6","uct-0500","4","opportunity_entropy","50","0.984463","0.983104","0.985765","false"
"6x6","uct-0500","4","entropy_gap","50","-0.057027","-0.068606","-0.046203","false"
"6x6","uct-0500","4","placement_hhi","50","0.142099","0.137500","0.146790","false"
"6x6","uct-0500","4","opportunity_hhi","50","0.118842","0.118253","0.119491","false"
"6x6","uct-0500","4","hhi_gap","50","0.023257","0.018889","0.028347","false"
"6x6","uct-0500","4","placement_largest_share","50","0.206667","0.196111","0.218333","false"
"6x6","uct-0500","4","opportunity_largest_share","50","0.168658","0.165428","0.171968","false"
"6x6","uct-0500","4","largest_share_gap","50","0.038009","0.026395","0.050314","false"
"6x6","uct-0500","4","placement_top_two_share","50","0.374444","0.360000","0.389445","false"
"6x6","uct-0500","4","opportunity_top_two_share","50","0.305232","0.301282","0.309258","false"
"6x6","uct-0500","4","top_two_share_gap","50","0.069213","0.053918","0.085285","false"
"6x6","uct-0500","4","placement_regions","50","8.580000","8.420000","8.720000","false"
"6x6","uct-0500","4","opportunity_regions","50","9.000000","9.000000","9.000000","false"
"6x6","uct-1000","1","mean_active_fronts","50","2.743333","2.546667","2.938333","true"
"6x6","uct-1000","1","mean_dormant_fronts","50","0.625000","0.550000","0.698333","true"
"6x6","uct-1000","1","mean_backlog","50","1.395000","1.270000","1.520000","true"
"6x6","uct-1000","1","multi_active_turn_rate","50","0.721667","0.678333","0.758333","true"
"6x6","uct-1000","1","multi_unattended_turn_rate","50","0.440000","0.391667","0.485000","true"
"6x6","uct-1000","1","decline_from_game_peak","50","4.776667","4.521667","5.046667","true"
"6x6","uct-1000","1","placement_entropy","50","0.899205","0.884983","0.912474","true"
"6x6","uct-1000","1","opportunity_entropy","50","0.986684","0.985613","0.987752","true"
"6x6","uct-1000","1","entropy_gap","50","-0.087479","-0.100712","-0.074282","true"
"6x6","uct-1000","1","placement_hhi","50","0.156142","0.150216","0.162531","true"
"6x6","uct-1000","1","opportunity_hhi","50","0.117867","0.117287","0.118436","true"
"6x6","uct-1000","1","hhi_gap","50","0.038275","0.032511","0.044594","true"
"6x6","uct-1000","1","placement_largest_share","50","0.237222","0.225000","0.250556","true"
"6x6","uct-1000","1","opportunity_largest_share","50","0.168533","0.165602","0.171451","true"
"6x6","uct-1000","1","largest_share_gap","50","0.068689","0.056899","0.081889","true"
"6x6","uct-1000","1","placement_top_two_share","50","0.420000","0.402222","0.438333","true"
"6x6","uct-1000","1","opportunity_top_two_share","50","0.299942","0.296284","0.303636","true"
"6x6","uct-1000","1","top_two_share_gap","50","0.120058","0.102366","0.136693","true"
"6x6","uct-1000","1","placement_regions","50","8.440000","8.220000","8.640000","true"
"6x6","uct-1000","1","opportunity_regions","50","9.000000","9.000000","9.000000","true"
"6x6","uct-1000","2","mean_active_fronts","50","5.160000","4.935000","5.383333","true"
"6x6","uct-1000","2","mean_dormant_fronts","50","1.530000","1.423333","1.636667","true"
"6x6","uct-1000","2","mean_backlog","50","3.010000","2.863333","3.165000","true"
"6x6","uct-1000","2","multi_active_turn_rate","50","1.000000","1.000000","1.000000","true"
"6x6","uct-1000","2","multi_unattended_turn_rate","50","0.928333","0.896667","0.958333","true"
"6x6","uct-1000","2","decline_from_game_peak","50","2.360000","2.173333","2.570000","true"
"6x6","uct-1000","2","placement_entropy","50","0.902155","0.890032","0.914068","true"
"6x6","uct-1000","2","opportunity_entropy","50","0.988376","0.987130","0.989489","true"
"6x6","uct-1000","2","entropy_gap","50","-0.086221","-0.098074","-0.074469","true"
"6x6","uct-1000","2","placement_hhi","50","0.154537","0.148858","0.160463","true"
"6x6","uct-1000","2","opportunity_hhi","50","0.116980","0.116403","0.117590","true"
"6x6","uct-1000","2","hhi_gap","50","0.037558","0.032487","0.043128","true"
"6x6","uct-1000","2","placement_largest_share","50","0.231111","0.218889","0.243889","true"
"6x6","uct-1000","2","opportunity_largest_share","50","0.163722","0.160544","0.166859","true"
"6x6","uct-1000","2","largest_share_gap","50","0.067389","0.056705","0.078581","true"
"6x6","uct-1000","2","placement_top_two_share","50","0.416111","0.400000","0.434444","true"
"6x6","uct-1000","2","opportunity_top_two_share","50","0.294275","0.290473","0.298348","true"
"6x6","uct-1000","2","top_two_share_gap","50","0.121836","0.107560","0.136906","true"
"6x6","uct-1000","2","placement_regions","50","8.460000","8.280000","8.640000","true"
"6x6","uct-1000","2","opportunity_regions","50","9.000000","9.000000","9.000000","true"
"6x6","uct-1000","3","mean_active_fronts","50","5.651667","5.473333","5.825000","true"
"6x6","uct-1000","3","mean_dormant_fronts","50","1.686667","1.591667","1.780000","true"
"6x6","uct-1000","3","mean_backlog","50","3.331667","3.190000","3.481667","true"
"6x6","uct-1000","3","multi_active_turn_rate","50","1.000000","1.000000","1.000000","true"
"6x6","uct-1000","3","multi_unattended_turn_rate","50","0.958333","0.935000","0.980000","true"
"6x6","uct-1000","3","decline_from_game_peak","50","1.868333","1.701667","2.033333","true"
"6x6","uct-1000","3","placement_entropy","50","0.919407","0.910802","0.927800","true"
"6x6","uct-1000","3","opportunity_entropy","50","0.987179","0.986448","0.987917","true"
"6x6","uct-1000","3","entropy_gap","50","-0.067772","-0.076085","-0.059556","true"
"6x6","uct-1000","3","placement_hhi","50","0.147191","0.143518","0.151204","true"
"6x6","uct-1000","3","opportunity_hhi","50","0.117589","0.117192","0.117976","true"
"6x6","uct-1000","3","hhi_gap","50","0.029602","0.025952","0.033435","true"
"6x6","uct-1000","3","placement_largest_share","50","0.220000","0.210555","0.230000","true"
"6x6","uct-1000","3","opportunity_largest_share","50","0.166948","0.164332","0.169775","true"
"6x6","uct-1000","3","largest_share_gap","50","0.053052","0.043186","0.063911","true"
"6x6","uct-1000","3","placement_top_two_share","50","0.399444","0.386667","0.413333","true"
"6x6","uct-1000","3","opportunity_top_two_share","50","0.299420","0.296673","0.302431","true"
"6x6","uct-1000","3","top_two_share_gap","50","0.100025","0.086765","0.113916","true"
"6x6","uct-1000","3","placement_regions","50","8.680000","8.540000","8.800000","true"
"6x6","uct-1000","3","opportunity_regions","50","9.000000","9.000000","9.000000","true"
"6x6","uct-1000","4","mean_active_fronts","50","5.685000","5.465000","5.888333","true"
"6x6","uct-1000","4","mean_dormant_fronts","50","1.756667","1.655000","1.850000","true"
"6x6","uct-1000","4","mean_backlog","50","3.341667","3.171667","3.501667","true"
"6x6","uct-1000","4","multi_active_turn_rate","50","1.000000","1.000000","1.000000","true"
"6x6","uct-1000","4","multi_unattended_turn_rate","50","0.955000","0.925000","0.980000","true"
"6x6","uct-1000","4","decline_from_game_peak","50","1.835000","1.665000","2.010000","true"
"6x6","uct-1000","4","placement_entropy","50","0.901809","0.888571","0.915355","true"
"6x6","uct-1000","4","opportunity_entropy","50","0.983432","0.982172","0.984721","true"
"6x6","uct-1000","4","entropy_gap","50","-0.081623","-0.093899","-0.069196","true"
"6x6","uct-1000","4","placement_hhi","50","0.155000","0.149290","0.160957","true"
"6x6","uct-1000","4","opportunity_hhi","50","0.119437","0.118758","0.120059","true"
"6x6","uct-1000","4","hhi_gap","50","0.035563","0.029624","0.041378","true"
"6x6","uct-1000","4","placement_largest_share","50","0.235556","0.222222","0.248889","true"
"6x6","uct-1000","4","opportunity_largest_share","50","0.172505","0.168758","0.176211","true"
"6x6","uct-1000","4","largest_share_gap","50","0.063051","0.050293","0.076858","true"
"6x6","uct-1000","4","placement_top_two_share","50","0.415555","0.397778","0.434444","true"
"6x6","uct-1000","4","opportunity_top_two_share","50","0.308867","0.305315","0.312557","true"
"6x6","uct-1000","4","top_two_share_gap","50","0.106689","0.089186","0.124367","true"
"6x6","uct-1000","4","placement_regions","50","8.460000","8.260000","8.640000","true"
"6x6","uct-1000","4","opportunity_regions","50","9.000000","9.000000","9.000000","true"
