experiment_id,game_index,turn_number,placement_number,mover,target,target_type,supply_source
"uct-3000-self-play","70","7","1","1","O10","objective","S21"
"uct-3000-self-play","70","7","2","1","O03","objective","S14"
"uct-3000-self-play","70","7","3","1","O21","objective","S22"
"uct-3000-self-play","70","8","1","2","O01","objective","S01"
"uct-3000-self-play","70","8","2","2","O22","objective","S32"
"uct-3000-self-play","70","8","3","2","O00","objective","S11"
"uct-3000-self-play","70","9","1","1","O20","objective","S21"
"uct-3000-self-play","70","9","2","1","S32","supply",""
"uct-3000-self-play","70","9","3","1","S11","supply",""
"uct-3000-self-play","70","10","1","2","O22","objective","S33"
"uct-3000-self-play","70","10","2","2","O00","objective","S01"
"uct-3000-self-play","70","10","3","2","S21","supply",""
"uct-3000-self-play","70","11","1","1","S20","supply",""
"uct-3000-self-play","70","11","2","1","S21","supply",""
"uct-3000-self-play","70","11","3","1","O12","objective","S22"
"uct-3000-self-play","70","12","1","2","O00","objective","S01"
"uct-3000-self-play","70","12","2","2","O23","objective","S33"
"uct-3000-self-play","70","12","3","2","S21","supply",""
"uct-3000-self-play","70","13","1","1","S21","supply",""
"uct-3000-self-play","70","13","2","1","O10","objective","S20"
"uct-3000-self-play","70","13","3","1","O12","objective","S22"
"uct-3000-self-play","70","14","1","2","S13","supply",""
"uct-3000-self-play","70","14","2","2","O32","objective","S33"
"uct-3000-self-play","70","14","3","2","S22","supply",""
"uct-3000-self-play","70","15","1","1","O20","objective","S20"
"uct-3000-self-play","70","15","2","1","O10","objective","S21"
"uct-3000-self-play","70","15","3","1","O13","objective","S14"
"uct-3000-self-play","70","16","1","2","O23","objective","S33"
"uct-3000-self-play","70","16","2","2","O12","objective","S13"
"uct-3000-self-play","70","16","3","2","S24","supply",""
"uct-3000-self-play","70","17","1","1","O20","objective","S21"
"uct-3000-self-play","70","17","2","1","S33","supply",""
"uct-3000-self-play","70","17","3","1","S22","supply",""
"uct-3000-self-play","70","18","1","2","O23","objective","S24"
"uct-3000-self-play","70","18","2","2","O12","objective","S13"
"uct-3000-self-play","70","18","3","2","S22","supply",""
"uct-3000-self-play","70","19","1","1","O11","objective","S21"
"uct-3000-self-play","70","19","2","1","S13","supply",""
"uct-3000-self-play","70","19","3","1","O13","objective","S14"
"uct-3000-self-play","70","20","1","2","S22","supply",""
"uct-3000-self-play","70","20","2","2","S13","supply",""
"uct-3000-self-play","70","20","3","2","S12","supply",""
"uct-3000-self-play","70","21","1","1","O13","objective","S14"
"uct-3000-self-play","70","21","2","1","S12","supply",""
"uct-3000-self-play","70","21","3","1","O11","objective","S21"
"uct-3000-self-play","70","22","1","2","O02","objective","S13"
"uct-3000-self-play","70","22","2","2","O12","objective","S22"
"uct-3000-self-play","70","22","3","2","S02","supply",""
"uct-3000-self-play","70","23","1","1","O11","objective","S21"
"uct-3000-self-play","70","23","2","1","S42","supply",""
"uct-3000-self-play","70","23","3","1","S32","supply",""
"uct-3000-self-play","70","24","1","2","O02","objective","S13"
"uct-3000-self-play","70","24","2","2","O02","objective","S02"
"uct-3000-self-play","70","24","3","2","S00","supply",""
"uct-3000-self-play","71","1","1","1","S31","supply",""
"uct-3000-self-play","71","1","2","1","S13","supply",""
"uct-3000-self-play","71","1","3","1","S12","supply",""
"uct-3000-self-play","71","2","1","2","S32","supply",""
"uct-3000-self-play","71","2","2","2","S23","supply",""
"uct-3000-self-play","71","2","3","2","S33","supply",""
"uct-3000-self-play","71","3","1","1","O02","objective","S12"
"uct-3000-self-play","71","3","2","1","O12","objective","S13"
"uct-3000-self-play","71","3","3","1","O30","objective","S31"
"uct-3000-self-play","71","4","1","2","S13","supply",""
"uct-3000-self-play","71","4","2","2","S11","supply",""
"uct-3000-self-play","71","4","3","2","O22","objective","S23"
"uct-3000-self-play","71","5","1","1","O12","objective","S12"
"uct-3000-self-play","71","5","2","1","S13","supply",""
"uct-3000-self-play","71","5","3","1","O31","objective","S31"
"uct-3000-self-play","71","6","1","2","O23","objective","S33"
"uct-3000-self-play","71","6","2","2","S21","supply",""
"uct-3000-self-play","71","6","3","2","O23","objective","S23"
"uct-3000-self-play","71","7","1","1","O30","objective","S31"
"uct-3000-self-play","71","7","2","1","S22","supply",""
"uct-3000-self-play","71","7","3","1","O02","objective","S13"
"uct-3000-self-play","71","8","1","2","O23","objective","S23"
"uct-3000-self-play","71","8","2","2","O22","objective","S33"
"uct-3000-self-play","71","8","3","2","O11","objective","S21"
"uct-3000-self-play","71","9","1","1","O30","objective","S31"
"uct-3000-self-play","71","9","2","1","O12","objective","S13"
"uct-3000-self-play","71","9","3","1","O02","objective","S12"
"uct-3000-self-play","71","10","1","2","O11","objective","S11"
"uct-3000-self-play","71","10","2","2","O11","objective","S21"
"uct-3000-self-play","71","10","3","2","O22","objective","S23"
"uct-3000-self-play","71","11","1","1","O21","objective","S22"
"uct-3000-self-play","71","11","2","1","O21","objective","S31"
"uct-3000-self-play","71","11","3","1","O03","objective","S13"
"uct-3000-self-play","71","12","1","2","O21","objective","S32"
"uct-3000-self-play","71","12","2","2","S31","supply",""
"uct-3000-self-play","71","12","3","2","O21","objective","S21"
"uct-3000-self-play","71","13","1","1","O21","objective","S22"
"uct-3000-self-play","71","13","2","1","O03","objective","S13"
"uct-3000-self-play","71","13","3","1","S32","supply",""
"uct-3000-self-play","71","14","1","2","O33","objective","S33"
"uct-3000-self-play","71","14","2","2","S23","supply",""
"uct-3000-self-play","71","14","3","2","O01","objective","S11"
"uct-3000-self-play","71","15","1","1","O03","objective","S13"
"uct-3000-self-play","71","15","2","1","S20","supply",""
"uct-3000-self-play","71","15","3","1","S34","supply",""
"uct-3000-self-play","71","16","1","2","O01","objective","S11"
"uct-3000-self-play","71","16","2","2","O10","objective","S21"
"uct-3000-self-play","71","16","3","2","O33","objective","S33"
"uct-3000-self-play","71","17","1","1","S33","supply",""
"uct-3000-self-play","71","17","2","1","S11","supply",""
"uct-3000-self-play","71","17","3","1","O13","objective","S13"
"uct-3000-self-play","71","18","1","2","S01","supply",""
"uct-3000-self-play","71","18","2","2","S44","supply",""
"uct-3000-self-play","71","18","3","2","O13","objective","S23"
"uct-3000-self-play","71","19","1","1","S44","supply",""
"uct-3000-self-play","71","19","2","1","S34","supply",""
"uct-3000-self-play","71","19","3","1","S01","supply",""
"uct-3000-self-play","71","20","1","2","S01","supply",""
"uct-3000-self-play","71","20","2","2","O13","objective","S23"
"uct-3000-self-play","71","20","3","2","O10","objective","S21"
"uct-3000-self-play","71","21","1","1","S00","supply",""
"uct-3000-self-play","71","21","2","1","O33","objective","S34"
"uct-3000-self-play","71","21","3","1","S21","supply",""
"uct-3000-self-play","71","22","1","2","O01","objective","S01"
"uct-3000-self-play","71","22","2","2","O13","objective","S23"
"uct-3000-self-play","71","22","3","2","S32","supply",""
"uct-3000-self-play","71","23","1","1","O20","objective","S20"
"uct-3000-self-play","71","23","2","1","O00","objective","S00"
"uct-3000-self-play","71","23","3","1","O33","objective","S34"
"uct-3000-self-play","71","24","1","2","O00","objective","S01"
"uct-3000-self-play","71","24","2","2","O31","objective","S32"
"uct-3000-self-play","71","24","3","2","S30","supply",""
"uct-3000-self-play","72","1","1","1","S32","supply",""
"uct-3000-self-play","72","1","2","1","S23","supply",""
"uct-3000-self-play","72","1","3","1","S21","supply",""
"uct-3000-self-play","72","2","1","2","S33","supply",""
"uct-3000-self-play","72","2","2","2","S20","supply",""
"uct-3000-self-play","72","2","3","2","S02","supply",""
"uct-3000-self-play","72","3","1","1","S33","supply",""
"uct-3000-self-play","72","3","2","1","O22","objective","S32"
"uct-3000-self-play","72","3","3","1","O22","objective","S23"
"uct-3000-self-play","72","4","1","2","O20","objective","S20"
"uct-3000-self-play","72","4","2","2","S23","supply",""
"uct-3000-self-play","72","4","3","2","S32","supply",""
"uct-3000-self-play","72","5","1","1","S32","supply",""
"uct-3000-self-play","72","5","2","1","S31","supply",""
"uct-3000-self-play","72","5","3","1","S01","supply",""
"uct-3000-self-play","72","6","1","2","S12","supply",""
"uct-3000-self-play","72","6","2","2","O02","objective","S02"
"uct-3000-self-play","72","6","3","2","O20","objective","S20"
"uct-3000-self-play","72","7","1","1","O22","objective","S32"
"uct-3000-self-play","72","7","2","1","O21","objective","S21"
"uct-3000-self-play","72","7","3","1","O21","objective","S31"
"uct-3000-self-play","72","8","1","2","O20","objective","S20"
"uct-3000-self-play","72","8","2","2","O02","objective","S12"
"uct-3000-self-play","72","8","3","2","O02","objective","S02"
"uct-3000-self-play","72","9","1","1","O21","objective","S21"
"uct-3000-self-play","72","9","2","1","O31","objective","S31"
"uct-3000-self-play","72","9","3","1","O31","objective","S32"
"uct-3000-self-play","72","10","1","2","O01","objective","S02"
"uct-3000-self-play","72","10","2","2","O01","objective","S12"
"uct-3000-self-play","72","10","3","2","S11","supply",""
"uct-3000-self-play","72","11","1","1","O31","objective","S32"
"uct-3000-self-play","72","11","2","1","S11","supply",""
"uct-3000-self-play","72","11","3","1","O00","objective","S01"
"uct-3000-self-play","72","12","1","2","O01","objective","S02"
"uct-3000-self-play","72","12","2","2","O12","objective","S12"
"uct-3000-self-play","72","12","3","2","S22","supply",""
"uct-3000-self-play","72","13","1","1","O00","objective","S01"
"uct-3000-self-play","72","13","2","1","O10","objective","S21"
"uct-3000-self-play","72","13","3","1","S22","supply",""
"uct-3000-self-play","72","14","1","2","O12","objective","S12"
"uct-3000-self-play","72","14","2","2","S34","supply",""
"uct-3000-self-play","72","14","3","2","O10","objective","S20"
"uct-3000-self-play","72","15","1","1","O00","objective","S01"
"uct-3000-self-play","72","15","2","1","O10","objective","S21"
"uct-3000-self-play","72","15","3","1","O32","objective","S32"
"uct-3000-self-play","72","16","1","2","O10","objective","S20"
"uct-3000-self-play","72","16","2","2","O12","objective","S12"
"uct-3000-self-play","72","16","3","2","S21","supply",""
"uct-3000-self-play","72","17","1","1","S20","supply",""
"uct-3000-self-play","72","17","2","1","O30","objective","S31"
"uct-3000-self-play","72","17","3","1","S21","supply",""
"uct-3000-self-play","72","18","1","2","S20","supply",""
"uct-3000-self-play","72","18","2","2","S11","supply",""
"uct-3000-self-play","72","18","3","2","S21","supply",""
"uct-3000-self-play","72","19","1","1","S20","supply",""
"uct-3000-self-play","72","19","2","1","S11","supply",""
"uct-3000-self-play","72","19","3","1","O30","objective","S31"
"uct-3000-self-play","72","20","1","2","S11","supply",""
"uct-3000-self-play","72","20","2","2","S21","supply",""
"uct-3000-self-play","72","20","3","2","O11","objective","S12"
"uct-3000-self-play","72","21","1","1","O30","objective","S31"
"uct-3000-self-play","72","21","2","1","S34","supply",""
"uct-3000-self-play","72","21","3","1","S34","supply",""
"uct-3000-self-play","72","22","1","2","O10","objective","S11"
"uct-3000-self-play","72","22","2","2","O11","objective","S21"
"uct-3000-self-play","72","22","3","2","O11","objective","S12"
"uct-3000-self-play","72","23","1","1","S14","supply",""
"uct-3000-self-play","72","23","2","1","S14","supply",""
"uct-3000-self-play","72","23","3","1","S43","supply",""
"uct-3000-self-play","72","24","1","2","S13","supply",""
"uct-3000-self-play","72","24","2","2","S01","supply",""
"uct-3000-self-play","72","24","3","2","S31","supply",""
"uct-3000-self-play","73","1","1","1","S33","supply",""
"uct-3000-self-play","73","1","2","1","S32","supply",""
"uct-3000-self-play","73","1","3","1","S24","supply",""
"uct-3000-self-play","73","2","1","2","S32","supply",""
"uct-3000-self-play","73","2","2","2","S23","supply",""
"uct-3000-self-play","73","2","3","2","S33","supply",""
"uct-3000-self-play","73","3","1","1","S42","supply",""
"uct-3000-self-play","73","3","2","1","S13","supply",""
"uct-3000-self-play","73","3","3","1","S03","supply",""
"uct-3000-self-play","73","4","1","2","O23","objective","S23"
"uct-3000-self-play","73","4","2","2","S11","supply",""
"uct-3000-self-play","73","4","3","2","S13","supply",""
"uct-3000-self-play","73","5","1","1","S23","supply",""
"uct-3000-self-play","73","5","2","1","O31","objective","S42"
"uct-3000-self-play","73","5","3","1","O23","objective","S24"
"uct-3000-self-play","73","6","1","2","S33","supply",""
"uct-3000-self-play","73","6","2","2","S34","supply",""
"uct-3000-self-play","73","6","3","2","O10","objective","S11"
"uct-3000-self-play","73","7","1","1","O23","objective","S24"
"uct-3000-self-play","73","7","2","1","O31","objective","S42"
"uct-3000-self-play","73","7","3","1","S31","supply",""
"uct-3000-self-play","73","8","1","2","O23","objective","S34"
"uct-3000-self-play","73","8","2","2","O23","objective","S33"
"uct-3000-self-play","73","8","3","2","O10","objective","S11"
"uct-3000-self-play","73","9","1","1","O31","objective","S42"
"uct-3000-self-play","73","9","2","1","O13","objective","S24"
"uct-3000-self-play","73","9","3","1","S21","supply",""
"uct-3000-self-play","73","10","1","2","O10","objective","S11"
"uct-3000-self-play","73","10","2","2","O33","objective","S33"
"uct-3000-self-play","73","10","3","2","S31","supply",""
"uct-3000-self-play","73","11","1","1","O03","objective","S03"
"uct-3000-self-play","73","11","2","1","O20","objective","S21"
"uct-3000-self-play","73","11","3","1","O13","objective","S24"
"uct-3000-self-play","73","12","1","2","S02","supply",""
"uct-3000-self-play","73","12","2","2","O33","objective","S33"
"uct-3000-self-play","73","12","3","2","O33","objective","S34"
"uct-3000-self-play","73","13","1","1","O03","objective","S03"
"uct-3000-self-play","73","13","2","1","O13","objective","S24"
"uct-3000-self-play","73","13","3","1","S13","supply",""
"uct-3000-self-play","73","14","1","2","O11","objective","S11"
"uct-3000-self-play","73","14","2","2","O22","objective","S33"
"uct-3000-self-play","73","14","3","2","O02","objective","S02"
"uct-3000-self-play","73","15","1","1","O03","objective","S13"
"uct-3000-self-play","73","15","2","1","O20","objective","S21"
"uct-3000-self-play","73","15","3","1","S20","supply",""
"uct-3000-self-play","73","16","1","2","O02","objective","S02"
"uct-3000-self-play","73","16","2","2","O11","objective","S11"
"uct-3000-self-play","73","16","3","2","S12","supply",""
"uct-3000-self-play","73","17","1","1","O20","objective","S20"
"uct-3000-self-play","73","17","2","1","S12","supply",""
"uct-3000-self-play","73","17","3","1","S02","supply",""
"uct-3000-self-play","73","18","1","2","O11","objective","S11"
"uct-3000-self-play","73","18","2","2","O32","objective","S33"
"uct-3000-self-play","73","18","3","2","S03","supply",""
"uct-3000-self-play","73","19","1","1","O32","objective","S42"
"uct-3000-self-play","73","19","2","1","O21","objective","S21"
"uct-3000-self-play","73","19","3","1","O12","objective","S13"
"uct-3000-self-play","73","20","1","2","O32","objective","S33"
"uct-3000-self-play","73","20","2","2","O01","objective","S11"
"uct-3000-self-play","73","20","3","2","S11","supply",""
"uct-3000-self-play","73","21","1","1","O32","objective","S42"
"uct-3000-self-play","73","21","2","1","S32","supply",""
"uct-3000-self-play","73","21","3","1","O21","objective","S21"
"uct-3000-self-play","73","22","1","2","O32","objective","S33"
"uct-3000-self-play","73","22","2","2","S30","supply",""
"uct-3000-self-play","73","22","3","2","S24","supply",""
"uct-3000-self-play","73","23","1","1","S31","supply",""
"uct-3000-self-play","73","23","2","1","O21","objective","S21"
"uct-3000-self-play","73","23","3","1","S42","supply",""
"uct-3000-self-play","73","24","1","2","S14","supply",""
"uct-3000-self-play","73","24","2","2","S04","supply",""
"uct-3000-self-play","73","24","3","2","S03","supply",""
"uct-3000-self-play","74","1","1","1","S33","supply",""
"uct-3000-self-play","74","1","2","1","S21","supply",""
"uct-3000-self-play","74","1","3","1","S32","supply",""
"uct-3000-self-play","74","2","1","2","S33","supply",""
"uct-3000-self-play","74","2","2","2","S33","supply",""
"uct-3000-self-play","74","2","3","2","S31","supply",""
"uct-3000-self-play","74","3","1","1","O21","objective","S32"
"uct-3000-self-play","74","3","2","1","O21","objective","S21"
"uct-3000-self-play","74","3","3","1","S33","supply",""
"uct-3000-self-play","74","4","1","2","S32","supply",""
"uct-3000-self-play","74","4","2","2","S21","supply",""
"uct-3000-self-play","74","4","3","2","S21","supply",""
"uct-3000-self-play","74","5","1","1","S31","supply",""
"uct-3000-self-play","74","5","2","1","S32","supply",""
"uct-3000-self-play","74","5","3","1","S21","supply",""
"uct-3000-self-play","74","6","1","2","S21","supply",""
"uct-3000-self-play","74","6","2","2","S32","supply",""
"uct-3000-self-play","74","6","3","2","S32","supply",""
"uct-3000-self-play","74","7","1","1","S22","supply",""
"uct-3000-self-play","74","7","2","1","S31","supply",""
"uct-3000-self-play","74","7","3","1","S00","supply",""
"uct-3000-self-play","74","8","1","2","O10","objective","S21"
"uct-3000-self-play","74","8","2","2","S11","supply",""
"uct-3000-self-play","74","8","3","2","S31","supply",""
"uct-3000-self-play","74","9","1","1","O21","objective","S22"
"uct-3000-self-play","74","9","2","1","S13","supply",""
"uct-3000-self-play","74","9","3","1","S11","supply",""
"uct-3000-self-play","74","10","1","2","O32","objective","S32"
"uct-3000-self-play","74","10","2","2","S33","supply",""
"uct-3000-self-play","74","10","3","2","O10","objective","S21"
"uct-3000-self-play","74","11","1","1","O12","objective","S13"
"uct-3000-self-play","74","11","2","1","O12","objective","S22"
"uct-3000-self-play","74","11","3","1","S12","supply",""
"uct-3000-self-play","74","12","1","2","O32","objective","S33"
"uct-3000-self-play","74","12","2","2","O10","objective","S21"
"uct-3000-self-play","74","12","3","2","O22","objective","S32"
"uct-3000-self-play","74","13","1","1","O11","objective","S22"
"uct-3000-self-play","74","13","2","1","O12","objective","S13"
"uct-3000-self-play","74","13","3","1","O11","objective","S12"
"uct-3000-self-play","74","14","1","2","O32","objective","S33"
"uct-3000-self-play","74","14","2","2","O22","objective","S32"
"uct-3000-self-play","74","14","3","2","S31","supply",""
"uct-3000-self-play","74","15","1","1","O11","objective","S22"
"uct-3000-self-play","74","15","2","1","O01","objective","S12"
"uct-3000-self-play","74","15","3","1","O00","objective","S00"
"uct-3000-self-play","74","16","1","2","O31","objective","S31"
"uct-3000-self-play","74","16","2","2","O22","objective","S33"
"uct-3000-self-play","74","16","3","2","O31","objective","S32"
"uct-3000-self-play","74","17","1","1","O01","objective","S12"
"uct-3000-self-play","74","17","2","1","O00","objective","S00"
"uct-3000-self-play","74","17","3","1","O02","objective","S13"
"uct-3000-self-play","74","18","1","2","O31","objective","S32"
"uct-3000-self-play","74","18","2","2","S00","supply",""
"uct-3000-self-play","74","18","3","2","S12","supply",""
"uct-3000-self-play","74","19","1","1","S01","supply",""
"uct-3000-self-play","74","19","2","1","S11","supply",""
"uct-3000-self-play","74","19","3","1","O02","objective","S13"
"uct-3000-self-play","74","20","1","2","S01","supply",""
"uct-3000-self-play","74","20","2","2","S11","supply",""
"uct-3000-self-play","74","20","3","2","S13","supply",""
"uct-3000-self-play","74","21","1","1","S01","supply",""
"uct-3000-self-play","74","21","2","1","S02","supply",""
"uct-3000-self-play","74","21","3","1","S11","supply",""
"uct-3000-self-play","74","22","1","2","S02","supply",""
"uct-3000-self-play","74","22","2","2","S01","supply",""
"uct-3000-self-play","74","22","3","2","O20","objective","S21"
"uct-3000-self-play","74","23","1","1","O00","objective","S11"
"uct-3000-self-play","74","23","2","1","S30","supply",""
"uct-3000-self-play","74","23","3","1","S03","supply",""
"uct-3000-self-play","74","24","1","2","O30","objective","S31"
"uct-3000-self-play","74","24","2","2","O33","objective","S33"
"uct-3000-self-play","74","24","3","2","S13","supply",""
"uct-3000-self-play","75","1","1","1","S13","supply",""
"uct-3000-self-play","75","1","2","1","S31","supply",""
"uct-3000-self-play","75","1","3","1","S23","supply",""
"uct-3000-self-play","75","2","1","2","S01","supply",""
"uct-3000-self-play","75","2","2","2","S22","supply",""
"uct-3000-self-play","75","2","3","2","S12","supply",""
"uct-3000-self-play","75","3","1","1","O13","objective","S13"
"uct-3000-self-play","75","3","2","1","S31","supply",""
"uct-3000-self-play","75","3","3","1","O13","objective","S23"
"uct-3000-self-play","75","4","1","2","S23","supply",""
"uct-3000-self-play","75","4","2","2","O01","objective","S01"
"uct-3000-self-play","75","4","3","2","O01","objective","S12"
"uct-3000-self-play","75","5","1","1","O31","objective","S31"
"uct-3000-self-play","75","5","2","1","O13","objective","S13"
"uct-3000-self-play","75","5","3","1","S12","supply",""
"uct-3000-self-play","75","6","1","2","S32","supply",""
"uct-3000-self-play","75","6","2","2","S12","supply",""
"uct-3000-self-play","75","6","3","2","O01","objective","S01"
"uct-3000-self-play","75","7","1","1","O31","objective","S31"
"uct-3000-self-play","75","7","2","1","S22","supply",""
"uct-3000-self-play","75","7","3","1","S41","supply",""
"uct-3000-self-play","75","8","1","2","O00","objective","S01"
"uct-3000-self-play","75","8","2","2","O32","objective","S32"
"uct-3000-self-play","75","8","3","2","O02","objective","S12"
"uct-3000-self-play","75","9","1","1","O31","objective","S31"
"uct-3000-self-play","75","9","2","1","O03","objective","S13"
"uct-3000-self-play","75","9","3","1","S12","supply",""
"uct-3000-self-play","75","10","1","2","O00","objective","S01"
"uct-3000-self-play","75","10","2","2","O32","objective","S32"
"uct-3000-self-play","75","10","3","2","S12","supply",""
"uct-3000-self-play","75","11","1","1","S11","supply",""
"uct-3000-self-play","75","11","2","1","O03","objective","S13"
"uct-3000-self-play","75","11","3","1","O30","objective","S41"
"uct-3000-self-play","75","12","1","2","O00","objective","S01"
"uct-3000-self-play","75","12","2","2","O32","objective","S32"
"uct-3000-self-play","75","12","3","2","O02","objective","S12"
"uct-3000-self-play","75","13","1","1","O30","objective","S41"
"uct-3000-self-play","75","13","2","1","O03","objective","S13"
"uct-3000-self-play","75","13","3","1","O30","objective","S31"
"uct-3000-self-play","75","14","1","2","O02","objective","S12"
"uct-3000-self-play","75","14","2","2","O22","objective","S32"
"uct-3000-self-play","75","14","3","2","S22","supply",""
"uct-3000-self-play","75","15","1","1","O20","objective","S31"
"uct-3000-self-play","75","15","2","1","O10","objective","S11"
"uct-3000-self-play","75","15","3","1","S22","supply",""
"uct-3000-self-play","75","16","1","2","O22","objective","S32"
"uct-3000-self-play","75","16","2","2","S22","supply",""
"uct-3000-self-play","75","16","3","2","S23","supply",""
"uct-3000-self-play","75","17","1","1","O20","objective","S31"
"uct-3000-self-play","75","17","2","1","O10","objective","S11"
"uct-3000-self-play","75","17","3","1","S21","supply",""
"uct-3000-self-play","75","18","1","2","O22","objective","S32"
"uct-3000-self-play","75","18","2","2","S21","supply",""
"uct-3000-self-play","75","18","3","2","S11","supply",""
"uct-3000-self-play","75","19","1","1","O20","objective","S31"
"uct-3000-self-play","75","19","2","1","O12","objective","S13"
"uct-3000-self-play","75","19","3","1","S23","supply",""
"uct-3000-self-play","75","20","1","2","O12","objective","S12"
"uct-3000-self-play","75","20","2","2","O12","objective","S22"
"uct-3000-self-play","75","20","3","2","O21","objective","S32"
"uct-3000-self-play","75","21","1","1","O12","objective","S13"
"uct-3000-self-play","75","21","2","1","O21","objective","S31"
"uct-3000-self-play","75","21","3","1","S20","supply",""
"uct-3000-self-play","75","22","1","2","O12","objective","S22"
"uct-3000-self-play","75","22","2","2","S20","supply",""
"uct-3000-self-play","75","22","3","2","S43","supply",""
"uct-3000-self-play","75","23","1","1","S03","supply",""
"uct-3000-self-play","75","23","2","1","O21","objective","S31"
"uct-3000-self-play","75","23","3","1","S02","supply",""
"uct-3000-self-play","75","24","1","2","S41","supply",""
"uct-3000-self-play","75","24","2","2","S04","supply",""
"uct-3000-self-play","75","24","3","2","S42","supply",""
"uct-3000-self-play","76","1","1","1","S23","supply",""
"uct-3000-self-play","76","1","2","1","S22","supply",""
"uct-3000-self-play","76","1","3","1","S32","supply",""
"uct-3000-self-play","76","2","1","2","S20","supply",""
"uct-3000-self-play","76","2","2","2","S11","supply",""
"uct-3000-self-play","76","2","3","2","S23","supply",""
"uct-3000-self-play","76","3","1","1","S22","supply",""
"uct-3000-self-play","76","3","2","1","O21","objective","S32"
"uct-3000-self-play","76","3","3","1","S13","supply",""
"uct-3000-self-play","76","4","1","2","O10","objective","S20"
"uct-3000-self-play","76","4","2","2","S12","supply",""
"uct-3000-self-play","76","4","3","2","O11","objective","S11"
"uct-3000-self-play","76","5","1","1","O32","objective","S32"
"uct-3000-self-play","76","5","2","1","O21","objective","S22"
"uct-3000-self-play","76","5","3","1","O12","objective","S13"
"uct-3000-self-play","76","6","1","2","O10","objective","S11"
"uct-3000-self-play","76","6","2","2","O11","objective","S12"
"uct-3000-self-play","76","6","3","2","O20","objective","S20"
"uct-3000-self-play","76","7","1","1","O32","objective","S32"
"uct-3000-self-play","76","7","2","1","S12","supply",""
"uct-3000-self-play","76","7","3","1","O12","objective","S22"
"uct-3000-self-play","76","8","1","2","O10","objective","S20"
"uct-3000-self-play","76","8","2","2","O11","objective","S11"
"uct-3000-self-play","76","8","3","2","S32","supply",""
"uct-3000-self-play","76","9","1","1","O12","objective","S13"
"uct-3000-self-play","76","9","2","1","O21","objective","S22"
"uct-3000-self-play","76","9","3","1","S32","supply",""
"uct-3000-self-play","76","10","1","2","O20","objective","S20"
"uct-3000-self-play","76","10","2","2","S32","supply",""
"uct-3000-self-play","76","10","3","2","S33","supply",""
"uct-3000-self-play","76","11","1","1","S32","supply",""
"uct-3000-self-play","76","11","2","1","O22","objective","S22"
"uct-3000-self-play","76","11","3","1","O13","objective","S13"
"uct-3000-self-play","76","12","1","2","O20","objective","S20"
"uct-3000-self-play","76","12","2","2","O23","objective","S33"
"uct-3000-self-play","76","12","3","2","O01","objective","S11"
"uct-3000-self-play","76","13","1","1","O32","objective","S32"
"uct-3000-self-play","76","13","2","1","O13","objective","S13"
"uct-3000-self-play","76","13","3","1","O22","objective","S22"
"uct-3000-self-play","76","14","1","2","O01","objective","S11"
"uct-3000-self-play","76","14","2","2","S13","supply",""
"uct-3000-self-play","76","14","3","2","O23","objective","S33"
"uct-3000-self-play","76","15","1","1","O22","objective","S22"
"uct-3000-self-play","76","15","2","1","S11","supply",""
"uct-3000-self-play","76","15","3","1","S14","supply",""
"uct-3000-self-play","76","16","1","2","O23","objective","S33"
"uct-3000-self-play","76","16","2","2","S02","supply",""
"uct-3000-self-play","76","16","3","2","S14","supply",""
"uct-3000-self-play","76","17","1","1","O31","objective","S32"
"uct-3000-self-play","76","17","2","1","S02","supply",""
"uct-3000-self-play","76","17","3","1","S13","supply",""
"uct-3000-self-play","76","18","1","2","O33","objective","S33"
"uct-3000-self-play","76","18","2","2","S13","supply",""
"uct-3000-self-play","76","18","3","2","S02","supply",""
"uct-3000-self-play","76","19","1","1","O31","objective","S32"
"uct-3000-self-play","76","19","2","1","S02","supply",""
"uct-3000-self-play","76","19","3","1","S13","supply",""
"uct-3000-self-play","76","20","1","2","O33","objective","S33"
"uct-3000-self-play","76","20","2","2","S02","supply",""
"uct-3000-self-play","76","20","3","2","S12","supply",""
"uct-3000-self-play","76","21","1","1","O31","objective","S32"
"uct-3000-self-play","76","21","2","1","O13","objective","S13"
"uct-3000-self-play","76","21","3","1","S33","supply",""
"uct-3000-self-play","76","22","1","2","S34","supply",""
"uct-3000-self-play","76","22","2","2","O01","objective","S12"
"uct-3000-self-play","76","22","3","2","S33","supply",""
"uct-3000-self-play","76","23","1","1","O03","objective","S13"
"uct-3000-self-play","76","23","2","1","S20","supply",""
"uct-3000-self-play","76","23","3","1","S31","supply",""
"uct-3000-self-play","76","24","1","2","O33","objective","S33"
"uct-3000-self-play","76","24","2","2","O02","objective","S12"
"uct-3000-self-play","76","24","3","2","O02","objective","S02"
"uct-3000-self-play","77","1","1","1","S22","supply",""
"uct-3000-self-play","77","1","2","1","S31","supply",""
"uct-3000-self-play","77","1","3","1","S21","supply",""
"uct-3000-self-play","77","2","1","2","S31","supply",""
"uct-3000-self-play","77","2","2","2","S22","supply",""
"uct-3000-self-play","77","2","3","2","S20","supply",""
"uct-3000-self-play","77","3","1","1","S31","supply",""
"uct-3000-self-play","77","3","2","1","O21","objective","S21"
"uct-3000-self-play","77","3","3","1","S32","supply",""
"uct-3000-self-play","77","4","1","2","S21","supply",""
"uct-3000-self-play","77","4","2","2","S23","supply",""
