"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","region","turn_p1_placements","turn_p2_placements","cumulative_p1_placements","cumulative_p2_placements","p1_controlled_supply","p2_controlled_supply","p1_secured_supply","p2_secured_supply","p1_advantage_objective","p2_advantage_objective","p1_secured_objective","p2_secured_objective","p1_objective_pieces","p2_objective_pieces","p1_unsecured_presence","p2_unsecured_presence","local_lead","supply_points","objectives","total_points","regional_capacity_share"
"7x7-p84","7x7-p84-seeded-random","-1","1","14","0.250000","2","MM","0","0","3","0","2","0","0","0","0","0","0","0","0","0","3","0","0","4","9","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","14","0.250000","2","MH","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","14","0.250000","2","HL","0","0","2","6","1","2","0","0","0","2","0","0","0","2","2","6","-1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","14","0.250000","2","HM","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","14","0.250000","2","HH","0","0","8","2","4","1","0","0","2","0","0","0","3","0","8","2","1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","LL","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","LM","0","0","1","2","1","1","0","0","0","1","0","0","0","1","1","2","-1","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","LH","2","0","4","7","0","2","0","0","0","0","0","0","0","0","4","7","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","ML","0","0","2","2","1","2","0","0","0","0","0","0","0","0","2","2","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","MM","0","0","3","0","2","0","0","0","0","0","0","0","0","0","3","0","0","4","9","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","MH","1","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","HL","0","0","2","6","1","2","0","0","0","2","0","0","0","2","2","6","-1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","HM","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","15","0.267857","1","HH","0","0","8","2","4","1","0","0","2","0","0","0","3","0","8","2","1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","LL","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","LM","0","1","1","3","1","1","0","0","0","2","0","0","0","2","1","3","-1","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","LH","0","1","4","8","0","3","0","0","0","0","0","0","0","0","4","8","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","ML","0","0","2","2","1","2","0","0","0","0","0","0","0","0","2","2","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","MM","0","1","3","1","2","1","0","0","0","0","0","0","0","0","3","1","0","4","9","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","MH","0","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","HL","0","0","2","6","1","2","0","0","0","2","0","0","0","2","2","6","-1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","HM","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","16","0.285714","2","HH","0","0","8","2","4","1","0","0","2","0","0","0","3","0","8","2","1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","LL","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","LM","0","0","1","3","1","1","0","0","0","2","0","0","0","2","1","3","-1","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","LH","0","0","4","8","0","3","0","0","0","0","0","0","0","0","4","8","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","ML","0","0","2","2","1","2","0","0","0","0","0","0","0","0","2","2","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","MM","1","0","4","1","2","1","0","0","1","0","0","0","1","0","4","1","1","4","9","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","MH","0","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","HL","1","0","3","6","1","2","0","0","0","1","0","0","1","2","3","6","-1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","HM","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","17","0.303571","1","HH","1","0","9","2","4","1","0","0","3","0","0","0","4","0","9","2","1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","LL","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","LM","0","0","1","3","1","1","0","0","0","2","0","0","0","2","1","3","-1","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","LH","0","0","4","8","0","3","0","0","0","0","0","0","0","0","4","8","0","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","ML","0","0","2","2","1","2","0","0","0","0","0","0","0","0","2","2","0","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","MM","0","0","4","1","2","1","0","0","1","0","0","0","1","0","4","1","1","4","9","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","MH","0","1","2","1","2","0","0","0","0","1","0","0","0","1","2","1","-1","6","6","12","0.106195"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","HL","0","1","3","7","1","2","0","0","0","1","0","0","1","3","3","7","-1","9","4","13","0.115044"
"7x7-p84","7x7-p84-seeded-random","-1","1","18","0.321429","2","HM","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","6","6","12","0.106195"
