"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","p1_placements_so_far","p2_placements_so_far","objective_snapshot"
"7x7-p84","7x7-p84-uct-0500","500","1","12","0.214286","2","18","18","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","13","0.232143","1","21","18","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","14","0.250000","2","21","21","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","15","0.267857","1","24","21","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","16","0.285714","2","24","24","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","17","0.303571","1","27","24","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:1|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","18","0.321429","2","27","27","0:0:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","19","0.339286","1","30","27","1:1:0|1:1:0|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","20","0.357143","2","30","30","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","21","0.375000","1","33","30","1:1:0|0:1:1|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:1:1|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","22","0.392857","2","33","33","1:1:0|2:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","23","0.410714","1","36","33","1:1:0|2:1:2|0:0:0|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","24","0.428571","2","36","36","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:1:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","25","0.446429","1","39","36","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:2|1:1:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","26","0.464286","2","39","39","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","27","0.482143","1","42","39","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","28","0.500000","2","42","42","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|1:1:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","29","0.517857","1","45","42","1:1:0|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|1:1:0|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|2:0:2|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","30","0.535714","2","45","45","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:1:1|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|1:2:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","31","0.553571","1","48","45","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|0:1:1|3:3:0|0:0:0|0:0:0|0:0:0|0:0:0|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","32","0.571429","2","48","48","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|0:0:0"
"7x7-p84","7x7-p84-uct-0500","500","1","33","0.589286","1","51","48","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|2:1:2|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","34","0.607143","2","51","51","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:1:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|0:0:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","35","0.625000","1","54","51","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:2|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:2:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|0:0:0|0:0:0|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","36","0.642857","2","54","54","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:2:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:1:0|3:3:0|1:1:0|2:0:1|0:0:0|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|1:2:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","37","0.660714","1","57","54","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|0:0:0|1:1:0|1:2:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:2:0|3:3:0|1:1:0|2:0:1|0:0:0|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","38","0.678571","2","57","57","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|0:0:0|0:0:0|0:0:0|2:0:1|2:0:1|1:1:0|1:2:0|1:2:0|0:0:0|0:0:0|0:0:0|4:0:3|1:2:0|3:3:0|1:1:0|2:0:1|2:0:1|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","39","0.696429","1","60","57","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|2:0:2|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:1|2:0:1|1:1:0|1:2:0|3:3:0|0:0:0|0:0:0|0:0:0|4:0:3|1:2:0|3:3:0|1:1:0|2:0:1|2:0:1|0:0:0|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","40","0.714286","2","60","60","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|4:0:3|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:1|2:0:1|1:1:0|1:2:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|1:2:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|1:2:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","41","0.732143","1","63","60","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|4:0:3|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|0:0:0|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:1|2:0:1|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","42","0.750000","2","63","63","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|4:0:3|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|0:0:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:1|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","43","0.767857","1","66","63","0:1:1|2:1:2|2:0:1|2:0:1|0:1:1|4:0:3|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|1:1:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:1|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:0:0|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","44","0.785714","2","66","66","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|2:1:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|1:1:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:2|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|2:0:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","45","0.803571","1","69","66","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|0:2:2|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|1:1:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|2:0:2|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","46","0.821429","2","69","69","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|1:1:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|4:0:3|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","47","0.839286","1","72","69","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|4:0:3|2:0:2|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","48","0.857143","2","72","72","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|4:0:3|4:0:3|1:1:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","49","0.875000","1","75","72","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|0:0:0|4:0:3|4:0:3|3:3:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|2:0:1|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","50","0.892857","2","75","75","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|1:1:0|1:1:0|0:0:0|2:0:1|4:0:3|4:0:3|3:3:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|4:0:3|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","51","0.910714","1","78","75","0:1:1|4:1:3|2:0:1|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|1:1:0|3:3:0|0:0:0|2:0:1|4:0:3|4:0:3|3:3:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|4:0:3|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
"7x7-p84","7x7-p84-uct-0500","500","1","52","0.928571","2","78","78","0:1:1|4:1:3|4:0:3|2:0:1|0:1:1|4:0:3|4:2:3|3:3:0|0:0:0|0:0:0|0:0:0|2:0:1|4:0:3|0:0:0|3:3:0|0:0:0|3:3:0|4:0:3|2:0:1|0:0:0|0:1:1|3:3:0|0:0:0|2:0:1|4:0:3|4:0:3|3:3:0|3:3:0|3:3:0|0:0:0|2:0:1|0:0:0|4:0:3|3:3:0|3:3:0|1:1:0|2:0:1|4:0:3|2:0:1|4:1:3|2:0:1|0:0:0|0:0:0|0:1:1|0:0:0|0:0:0|3:3:0|3:3:0|1:1:0"
