"board","experiment_id","search_level","game_index","window_turns","mean_active_regions","multi_active_turn_rate","longest_multi_active_run","longest_multi_active_run_fraction","mean_both_invested_regions","multi_both_invested_turn_rate","mixed_leadership_turn_rate","mean_opportunity_adjusted_activity","focus_switch_rate","focus_eligible_fraction","no_dominant_turn_rate"
"7x7-p72","7x7-seeded-random","seeded-random","38","4","5.104166666666667","0.9583333333333334","46","0.9583333333333334","1.7083333333333333","0.5625","0.9166666666666666","5.04972976987396","1","0.10638297872340426","0.6458333333333334"
"7x7-p72","7x7-seeded-random","seeded-random","39","4","5.8125","0.9583333333333334","46","0.9583333333333334","2.2708333333333335","0.8333333333333334","0.75","5.847368060400039","1","0.0425531914893617","0.75"
"7x7-p72","7x7-seeded-random","seeded-random","40","4","5.6875","0.9583333333333334","46","0.9583333333333334","2.5833333333333335","0.8958333333333334","0.8541666666666666","5.662923752972736","1","0.0425531914893617","0.7916666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","41","4","5.666666666666667","0.9583333333333334","46","0.9583333333333334","1.625","0.5833333333333334","0.8958333333333334","5.653230483607757","0.9","0.2127659574468085","0.5"
"7x7-p72","7x7-seeded-random","seeded-random","42","4","6.125","0.9583333333333334","46","0.9583333333333334","2.1875","0.7916666666666666","0.7916666666666666","6.113432109920351","1","0.10638297872340426","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","43","4","5.375","0.9375","45","0.9375","2.1458333333333335","0.7083333333333334","0.8125","5.331515405751227","0.8333333333333334","0.1276595744680851","0.6875"
"7x7-p72","7x7-seeded-random","seeded-random","44","4","4.604166666666667","0.9166666666666666","44","0.9166666666666666","2.2708333333333335","0.7916666666666666","0.8958333333333334","4.582921173432485","0.8","0.10638297872340426","0.7083333333333334"
"7x7-p72","7x7-seeded-random","seeded-random","45","4","5.3125","0.9583333333333334","46","0.9583333333333334","2.0625","0.8333333333333334","0.9375","5.189368874186525","0.6666666666666666","0.06382978723404255","0.6875"
"7x7-p72","7x7-seeded-random","seeded-random","46","4","5.895833333333333","0.9791666666666666","47","0.9791666666666666","2.2291666666666665","0.8541666666666666","0.9166666666666666","5.918412393642296","1","0.02127659574468085","0.8333333333333334"
"7x7-p72","7x7-seeded-random","seeded-random","47","4","5.479166666666667","0.8958333333333334","43","0.8958333333333334","1.9166666666666667","0.6041666666666666","0.9166666666666666","5.5672979267287594","0.8333333333333334","0.1276595744680851","0.625"
