"board","experiment_id","search_level","game_index","checkpoint","turn_number","supply_share","secured_supply","secured_objectives","recent_normalized_entropy","recent_largest_region_share","recent_hhi","recent_region_coverage"
"7x7-p72","7x7-seeded-random","seeded-random","40","0.9","44","0.6136363636363636","3","5","0.7956198357143051","0.3333333333333333","0.20833333333333334","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","41","0.25","12","0.8333333333333334","0","0","0.8481973151785929","0.25","0.16666666666666669","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","41","0.5","24","0.7777777777777778","1","1","0.8154648767857289","0.3333333333333333","0.19444444444444445","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","41","0.75","36","0.7129629629629629","2","2","0.8680423562500169","0.3333333333333333","0.18055555555555555","0.8888888888888888"
"7x7-p72","7x7-seeded-random","seeded-random","41","0.9","44","0.6893939393939394","4","3","0.7103099178571525","0.3333333333333333","0.25","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","42","0.25","12","0.8888888888888888","0","0","0.7956198357143047","0.25","0.18055555555555558","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","42","0.5","24","0.75","0","0","0.8680423562500167","0.16666666666666666","0.1527777777777778","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","42","0.75","36","0.7222222222222222","5","0","0.9007747946428811","0.25","0.1527777777777778","0.8888888888888888"
"7x7-p72","7x7-seeded-random","seeded-random","42","0.9","44","0.696969696969697","6","0","0.8481973151785931","0.25","0.16666666666666666","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","43","0.25","12","0.8611111111111112","0","0","0.8481973151785931","0.25","0.16666666666666669","0.7777777777777778"
"7x7-p72","7x7-seeded-random","seeded-random","43","0.5","24","0.7638888888888888","1","0","0.7956198357143048","0.25","0.18055555555555552","0.6666666666666666"
"7x7-p72","7x7-seeded-random","seeded-random","43","0.75","36","0.7129629629629629","4","1","0.920619835714305","0.16666666666666666","0.1388888888888889","0.8888888888888888"
"7x7-p72","7x7-seeded-random","seeded-random","43","0.9","44","0.6742424242424242","4","2","0.7430423562500168","0.3333333333333333","0.22222222222222224","0.6666666666666666"
