"board","experiment_id","search_level","game_index","turn_number","progress","mover","allocation_pattern","regions_used","supply_placements","objective_placements"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","15","0.234375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","16","0.250000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","17","0.265625","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","18","0.281250","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","19","0.296875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","20","0.312500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","21","0.328125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","22","0.343750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","23","0.359375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","24","0.375000","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","25","0.390625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","26","0.406250","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","27","0.421875","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","28","0.437500","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","29","0.453125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","30","0.468750","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","31","0.484375","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","32","0.500000","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","33","0.515625","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","34","0.531250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","35","0.546875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","36","0.562500","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","37","0.578125","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","38","0.593750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","39","0.609375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","40","0.625000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","41","0.640625","1","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","42","0.656250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","43","0.671875","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","44","0.687500","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","45","0.703125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","46","0.718750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","47","0.734375","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","48","0.750000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","49","0.765625","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","50","0.781250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","51","0.796875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","52","0.812500","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","53","0.828125","1","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","54","0.843750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","55","0.859375","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","56","0.875000","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","57","0.890625","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","58","0.906250","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","59","0.921875","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","60","0.937500","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","61","0.953125","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","62","0.968750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","63","0.984375","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","31","64","1.000000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","1","0.015625","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","2","0.031250","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","3","0.046875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","4","0.062500","2","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","5","0.078125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","6","0.093750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","7","0.109375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","8","0.125000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","9","0.140625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","10","0.156250","2","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","11","0.171875","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","12","0.187500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","13","0.203125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","14","0.218750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","15","0.234375","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","16","0.250000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","17","0.265625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","18","0.281250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","19","0.296875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","20","0.312500","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","21","0.328125","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","22","0.343750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","23","0.359375","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","24","0.375000","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","25","0.390625","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","26","0.406250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","27","0.421875","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","28","0.437500","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","29","0.453125","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","30","0.468750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","31","0.484375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","32","0.500000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","33","0.515625","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","34","0.531250","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","35","0.546875","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","36","0.562500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","37","0.578125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","38","0.593750","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","39","0.609375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","40","0.625000","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","41","0.640625","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","42","0.656250","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","43","0.671875","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","44","0.687500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","45","0.703125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","46","0.718750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","47","0.734375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","48","0.750000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","49","0.765625","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","50","0.781250","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","51","0.796875","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","52","0.812500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","53","0.828125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","54","0.843750","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","55","0.859375","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","56","0.875000","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","57","0.890625","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","58","0.906250","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","59","0.921875","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","60","0.937500","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","61","0.953125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","62","0.968750","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","63","0.984375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","32","64","1.000000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","1","0.015625","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","2","0.031250","2","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","3","0.046875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","4","0.062500","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","5","0.078125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","6","0.093750","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","7","0.109375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","8","0.125000","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","9","0.140625","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","10","0.156250","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","11","0.171875","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","12","0.187500","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","13","0.203125","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","14","0.218750","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","15","0.234375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","16","0.250000","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","17","0.265625","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","18","0.281250","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","19","0.296875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","20","0.312500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","21","0.328125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","22","0.343750","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","23","0.359375","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","24","0.375000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","25","0.390625","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","26","0.406250","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","27","0.421875","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","28","0.437500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","29","0.453125","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","30","0.468750","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","31","0.484375","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","32","0.500000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","33","0.515625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","34","0.531250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","35","0.546875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","36","0.562500","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","37","0.578125","1","3","1","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","38","0.593750","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","39","0.609375","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","40","0.625000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","41","0.640625","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","42","0.656250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","43","0.671875","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","44","0.687500","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","45","0.703125","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","46","0.718750","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","47","0.734375","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","48","0.750000","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","49","0.765625","1","3","1","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","50","0.781250","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","51","0.796875","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","52","0.812500","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","53","0.828125","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","54","0.843750","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","55","0.859375","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","56","0.875000","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","57","0.890625","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","58","0.906250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","59","0.921875","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","60","0.937500","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","61","0.953125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","62","0.968750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","63","0.984375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","33","64","1.000000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","1","0.015625","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","2","0.031250","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","3","0.046875","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","4","0.062500","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","5","0.078125","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","6","0.093750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","7","0.109375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","8","0.125000","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","9","0.140625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","10","0.156250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","11","0.171875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","12","0.187500","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","13","0.203125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","14","0.218750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","15","0.234375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","16","0.250000","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","17","0.265625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","18","0.281250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","19","0.296875","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","20","0.312500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","21","0.328125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","22","0.343750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","23","0.359375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","24","0.375000","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","25","0.390625","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","26","0.406250","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","27","0.421875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","28","0.437500","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","29","0.453125","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","30","0.468750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","31","0.484375","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","32","0.500000","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","33","0.515625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","34","0.531250","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","35","0.546875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","36","0.562500","2","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","37","0.578125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","38","0.593750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","39","0.609375","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","40","0.625000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","41","0.640625","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","42","0.656250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","43","0.671875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","44","0.687500","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","45","0.703125","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","46","0.718750","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","47","0.734375","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","48","0.750000","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","49","0.765625","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","50","0.781250","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","51","0.796875","1","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","52","0.812500","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","53","0.828125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","54","0.843750","2","3","1","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","55","0.859375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","56","0.875000","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","57","0.890625","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","58","0.906250","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","59","0.921875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","60","0.937500","2","2+1","2","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","61","0.953125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","62","0.968750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","63","0.984375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","34","64","1.000000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","1","0.015625","1","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","2","0.031250","2","2+1","2","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","3","0.046875","1","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","4","0.062500","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","5","0.078125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","6","0.093750","2","3","1","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","7","0.109375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","8","0.125000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","9","0.140625","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","10","0.156250","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","11","0.171875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","12","0.187500","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","13","0.203125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","14","0.218750","2","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","15","0.234375","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","16","0.250000","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","17","0.265625","1","2+1","2","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","18","0.281250","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","19","0.296875","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","20","0.312500","2","1+1+1","3","3","0"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","21","0.328125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","22","0.343750","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","23","0.359375","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","24","0.375000","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","25","0.390625","1","1+1+1","3","0","3"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","26","0.406250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","27","0.421875","1","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","28","0.437500","2","2+1","2","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","29","0.453125","1","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","30","0.468750","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","31","0.484375","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","32","0.500000","2","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","33","0.515625","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","34","0.531250","2","1+1+1","3","1","2"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","35","0.546875","1","1+1+1","3","2","1"
"7x7-p96","7x7-p96-uct-1000","uct-1000","35","36","0.562500","2","2+1","2","0","3"
